character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Isabella Knightley,-0.066399,0.394751,-0.20074,0.053536,0.032185,0.114249,-0.080654,-0.226338,-0.173291,-0.111497,-0.15526,-0.102553,0.003786,-0.087891,-0.075434,-0.008651,-0.117727,-0.170819,0.093297,-0.222885,-0.147965,-0.038406,-0.10626,-0.23133,0.01629,0.32089,-0.025369,-0.253452,-0.243559,0.171482,-0.112919,-0.131056,0.298916,-0.191167,-0.056355,0.269447,0.00602,-0.281141,-0.145807,1.0,0.028078,0.009072,-0.084397,0.260363,0.018312,0.200757,-0.133479,-0.222994,-0.072752,-0.005717,-0.139609,-0.138283,-0.036365,0.014697,0.076424,0.038838,-0.113384,-0.105608,0.0693,-0.114676,-0.06183,-0.116917,-0.253155,-0.044944,0.3229,0.045446,-0.170673,-0.141678,-0.14239,0.103649,0.174947,-0.126189,0.03453,0.311939,0.501065,-0.031402,0.064024,0.351493,-0.06337,0.071035,0.19291,-0.001533,0.011047,0.048813,-0.052881,-0.205666,0.118858,0.092094,0.02081,0.144821,0.030022,-0.12592,0.005758,-0.132397,-0.034508,-0.112507,0.151018,0.353528,-0.033984,0.09851,-0.033466,-0.248907,-0.014674,-0.088305,-0.013484,-0.038154,-0.136995,-0.133794,-0.126964,-0.214748
Isabella Thorpe,-0.056439,0.068213,0.133647,-0.300788,-0.003704,0.399251,-0.12993,0.375272,-0.092072,0.077798,0.726114,-0.03523,-0.293457,0.076378,-0.006676,0.000854,0.15744,0.186948,-0.337196,0.36864,0.141443,0.58179,0.12231,0.459037,-0.294619,0.390235,-0.108038,0.49919,0.230228,0.27741,0.710004,0.288046,0.307298,0.156326,0.022713,0.368797,-0.168993,0.373066,0.484178,0.028078,1.0,0.753943,0.197988,0.208283,-0.237946,0.378247,0.758716,0.376347,0.162324,-0.006401,0.261879,0.064829,-0.131615,-0.328945,-0.456973,-0.199227,0.122968,0.10693,-0.314441,0.29423,-0.026601,0.066233,0.337838,-0.17527,-0.040754,-0.005631,0.381829,0.28585,0.02293,-0.423052,0.193943,0.092432,-0.375284,0.067906,0.148116,-0.175135,0.204494,-0.247789,0.002927,-0.338833,-0.125043,-0.197833,-0.044827,-0.283396,-0.010932,0.485909,-0.176145,-0.286968,-0.146255,0.038898,-0.284256,0.112012,-0.396119,0.218008,-0.346995,0.21025,-0.01699,0.0372,-0.092982,0.224016,-0.211337,0.206038,-0.339407,-0.047737,-0.195624,0.064061,0.160911,-0.092464,0.024119,0.382096
James Morland,-0.087433,0.023283,-4.8e-05,-0.186011,0.037722,0.193425,-0.078563,0.226855,-0.091488,-0.020473,0.55958,0.005586,-0.189715,0.08499,-0.079765,-0.050727,0.120476,0.090783,-0.262508,0.26604,0.108407,0.448471,0.061091,0.264421,-0.277775,0.213536,-0.100246,0.298846,0.151629,0.184505,0.644086,0.282779,0.209272,0.115032,0.015773,0.193092,-0.140313,0.304517,0.494439,0.009072,0.753943,1.0,0.164745,0.092993,-0.127739,0.309062,0.695758,0.247512,0.135063,-0.003448,0.10023,0.039264,-0.11716,-0.290538,-0.407895,-0.179594,0.038315,0.019364,-0.221307,0.206279,-0.047739,0.029077,0.195422,-0.171274,-0.11663,0.119608,0.241457,0.24246,0.034596,-0.277933,0.110042,0.128285,-0.315176,0.048627,0.12015,-0.059318,0.225113,-0.256135,-0.048938,-0.348251,-0.081581,-0.170932,-0.071543,-0.210631,-0.047363,0.303386,-0.167292,-0.241764,-0.118404,0.245456,-0.229894,0.007756,-0.284641,0.117394,-0.296125,0.066811,0.041194,0.019967,-0.052537,0.18652,-0.13637,0.151837,-0.279458,-0.001397,-0.132028,0.047499,0.176872,-0.074015,-0.002923,0.340372
Jane Bennet,-0.252779,0.003588,-0.068558,-0.164495,0.143202,0.15424,-0.144197,0.014093,-0.184391,0.600688,0.154095,0.567371,-0.229037,-0.149318,0.425642,-0.015884,0.008885,0.176041,-0.204994,-0.005465,-0.016038,0.106785,0.102638,0.696349,-0.04317,0.128928,-0.058438,0.100983,0.503559,0.005443,0.104026,-0.064125,0.046141,0.412259,0.433904,0.089012,-0.233099,-0.027796,-0.011489,-0.084397,0.197988,0.164745,1.0,0.322857,-0.12027,0.055262,0.096534,0.142767,-0.059748,0.184808,0.017996,0.300954,0.282216,-0.198619,-0.201774,-0.201007,0.073617,0.47636,-0.119347,-0.012349,0.036976,0.17063,-0.021161,-0.142798,0.048573,-0.149431,0.364925,0.338178,0.044396,-0.302798,-0.074415,-0.222696,-0.330078,-0.11996,-0.029412,-0.303881,-0.069886,-0.01021,0.501779,-0.261454,-0.148415,-0.196661,0.03485,-0.123082,0.387583,0.074012,-0.18784,0.132031,-0.06851,-0.095868,-0.296647,-0.15281,-0.006352,-0.008337,-0.170966,-0.067182,-0.119312,-0.051288,-0.142202,-0.022398,-0.262173,-0.146458,-0.33578,0.035905,-0.099705,-0.009687,-0.143911,0.39325,-0.115141,-0.01519
Jane Fairfax,-0.041885,0.505639,3e-05,-0.171964,0.057687,0.618229,-0.16258,0.024615,-0.204522,0.141181,0.188536,-0.10724,-0.285145,-0.161207,0.109178,0.040681,0.012464,0.044077,-0.091573,0.089,-0.019653,0.203822,0.064966,0.15647,-0.209761,0.729897,0.015165,0.207022,0.014722,0.531425,0.111172,-0.090363,0.620012,-0.039034,0.035235,0.553673,-0.193705,0.01456,-0.014259,0.260363,0.208283,0.092993,0.322857,1.0,-0.167888,0.387977,0.078072,0.066504,0.063921,-0.057252,0.099613,0.019291,0.097426,-0.173281,-0.187508,-0.182479,0.049849,-0.008207,-0.153841,0.067415,0.000762,-0.027517,0.193829,-0.150922,0.555225,-0.065684,0.093944,-0.009711,-0.111804,-0.299023,0.408892,-0.107735,-0.196579,0.400496,0.452541,-0.223829,0.072971,0.444264,0.003262,-0.104039,0.13112,-0.096584,0.021504,-0.162558,0.057345,0.226248,-0.15209,-0.0838,-0.013454,-0.060204,-0.171672,0.080576,-0.210301,-0.025024,-0.158577,0.139513,-0.033413,0.407465,-0.171204,0.244547,-0.213239,-0.099658,-0.246295,-0.208393,-0.092928,0.068416,-0.082385,-0.14317,-0.111446,-0.077007
John Dashwood,-0.145512,-0.050449,-0.253522,0.116676,-0.027694,-0.165501,-0.118036,-0.19441,-0.20283,-0.208159,-0.254218,-0.062981,-0.070273,-0.171216,-0.195143,-0.041667,0.351224,-0.203197,0.038728,0.014742,0.394527,-0.148509,0.424691,-0.21282,-0.057953,-0.175279,0.375389,-0.072146,-0.088052,-0.128307,-0.132017,0.026958,-0.095525,-0.027888,-0.072478,-0.165264,-0.141963,-0.015781,-0.063948,0.018312,-0.237946,-0.127739,-0.12027,-0.167888,1.0,-0.020061,-0.137011,0.224161,-0.079424,-0.160451,0.016495,-0.191694,-0.050252,0.183886,0.01725,-0.187626,0.217047,-0.172454,0.222128,-0.06113,0.323831,-0.137602,-0.127033,-0.178878,-0.180838,0.004211,-0.086696,-0.027097,-0.04547,-0.00442,-0.101997,-0.020314,0.112216,0.001219,0.023338,-0.008762,-0.159686,0.007796,-0.052861,-0.154595,-0.068134,-0.112722,0.609859,0.532938,-0.065892,-0.134916,0.000201,-0.112572,0.356049,0.148676,-0.097143,0.065446,-0.0236,-0.007895,0.04319,-0.085227,0.04479,-0.017004,0.354265,-0.04929,0.292502,0.083771,0.060417,-0.056055,0.070292,0.156166,-0.006395,-0.067738,-0.074254,-0.027514
John Knightley,0.001915,0.404979,-0.010067,-0.301335,-0.126668,0.566358,-0.080445,0.257731,-0.109667,-0.034779,0.199142,-0.036728,-0.250142,0.041922,-0.010206,-0.082312,0.216307,0.126805,-0.281204,0.288924,0.167779,0.16824,0.097508,0.220398,-0.220612,0.662197,-0.079972,0.231464,0.233718,0.585558,0.343888,0.033933,0.758748,0.147622,-0.097864,0.541549,-0.247371,0.347632,0.224755,0.200757,0.378247,0.309062,0.055262,0.387977,-0.020061,1.0,0.457265,0.285246,0.062,-0.18857,0.01497,-0.0932,-0.134341,-0.283955,-0.373489,-0.317487,0.061786,-0.111141,-0.29188,0.197477,-0.072768,-0.061618,0.175952,-0.24587,0.145955,-0.027818,0.365598,0.160551,0.026182,-0.261844,0.429644,0.202443,-0.181237,0.506336,0.57432,-0.005885,-0.002114,-0.030768,-0.045627,-0.32757,0.067831,-0.14864,0.009453,-0.252976,-0.090118,0.236788,-0.222417,-0.258862,-0.110766,-0.100204,-0.222396,-0.043056,-0.290155,-0.09376,-0.24209,0.215426,-0.191864,0.567111,-0.043635,0.532666,0.01224,0.134958,-0.210771,-0.019552,-0.234559,0.078057,0.148035,-0.042395,0.104511,0.24066
John Thorpe,-0.035378,0.074268,0.032659,-0.270461,-0.067409,0.230493,-0.083593,0.306716,-0.037162,0.013054,0.566755,0.020963,-0.215846,0.125036,0.001435,-0.128928,0.198864,0.204424,-0.349905,0.365486,0.142868,0.480633,0.054824,0.337267,-0.30031,0.282854,-0.153001,0.345414,0.318499,0.314687,0.712636,0.376657,0.375174,0.231339,-0.02939,0.255252,-0.197,0.448296,0.5453,-0.133479,0.758716,0.695758,0.096534,0.078072,-0.137011,0.457265,1.0,0.392103,0.081259,-0.098136,0.072608,-0.034033,-0.209886,-0.397878,-0.489934,-0.260903,0.021661,-0.035807,-0.306398,0.211192,-0.08261,-0.049799,0.25398,-0.22745,-0.154726,0.122447,0.368631,0.299154,0.07335,-0.255353,0.25553,0.225656,-0.281855,0.169894,0.154009,0.000711,0.232766,-0.329146,-0.038103,-0.393677,-0.030353,-0.222632,-0.110714,-0.302493,-0.072971,0.325082,-0.201365,-0.240205,-0.159521,0.128357,-0.268535,0.034638,-0.333961,0.088737,-0.265667,0.187227,0.019767,0.103729,0.007732,0.361317,-0.088691,0.287615,-0.285777,-0.000865,-0.231417,0.048816,0.219125,-0.017256,0.148309,0.410857
John Willoughby,-0.098688,0.004678,0.079056,-0.089386,-0.09158,0.154761,-0.08867,0.329332,-0.048881,0.023397,0.348267,-0.042724,-0.304688,-0.067691,-0.090431,-0.015832,0.653315,0.104555,-0.328071,0.320921,0.548855,0.300208,0.731941,0.345082,-0.197918,0.22296,0.136215,0.34393,0.235051,0.204954,0.39727,0.197528,0.228835,0.235116,-0.03211,0.191319,-0.292546,0.360519,0.268254,-0.222994,0.376347,0.247512,0.142767,0.066504,0.224161,0.285246,0.392103,1.0,0.016877,-0.201826,0.094546,-0.13905,-0.192187,-0.14278,-0.32097,-0.236121,0.425527,-0.005866,0.024256,0.159576,0.596582,-0.024394,0.143586,-0.222228,-0.242827,-0.186607,0.159818,0.170498,-0.109314,-0.335182,0.019295,0.018446,-0.222429,0.032527,-0.011216,-0.172341,-0.130959,-0.271798,-0.093144,-0.367366,-0.08548,-0.213572,0.47532,0.187208,-0.066086,0.183663,-0.176463,-0.238097,0.385473,-0.071346,-0.363626,0.022068,-0.330672,0.110126,-0.170892,0.171854,-0.221513,0.07564,0.122999,0.185846,0.094592,0.217647,-0.217085,-0.014497,-0.120923,0.26049,0.126164,-0.046021,0.135387,0.375856
Julia Bertram,-0.093633,-0.060404,-0.061815,-0.049657,0.044518,0.093857,-0.143023,-0.002817,-0.135069,-0.107557,0.119378,-0.20041,-0.101133,-0.03585,-0.164229,-0.028108,-0.131518,-0.109739,0.018958,0.314358,0.053233,0.03866,-0.022057,-0.046906,-0.204855,0.114598,-0.00861,0.337185,-0.12264,0.023704,0.099535,0.025572,0.052273,-0.106213,-0.088317,0.117715,0.00289,0.300481,0.093838,-0.072752,0.162324,0.135063,-0.059748,0.063921,-0.079424,0.062,0.081259,0.016877,1.0,0.030553,0.273358,-0.11748,-0.052968,-0.011445,-0.117663,-0.053991,0.081517,0.037061,-0.04499,0.630315,-0.008684,0.113565,0.429691,-0.005101,-0.004343,-0.114165,-0.040928,-0.03684,-0.022914,-0.186791,0.004727,0.362928,-0.08923,-0.064279,-0.011371,0.20387,-0.035915,0.000626,-0.132466,-0.091538,-0.062644,-0.107614,-0.040102,0.018809,-0.173028,0.366026,-0.051034,-0.117794,-0.04327,-0.048083,-0.096729,0.375951,-0.105713,0.233918,-0.014696,-0.046219,-0.060128,-0.045108,0.078187,-0.013279,-0.107908,0.298921,-0.083069,-0.094954,0.187734,-0.103628,0.302822,-0.156624,-0.180275,0.181685
Kitty Bennet,-0.103844,-0.128237,-0.116518,0.004531,0.074179,-0.084725,-0.141604,-0.145911,-0.12573,0.173281,0.104368,0.152192,-0.053611,-0.071352,0.148363,0.075014,-0.240814,0.086664,0.07899,-0.151197,-0.230775,0.032779,-0.164844,0.147839,-0.050778,-0.145529,-0.095748,-0.065739,0.015085,-0.189807,-0.128883,-0.03434,-0.208597,-0.010581,0.136141,-0.115191,-0.008403,-0.245288,-0.065626,-0.005717,-0.006401,-0.003448,0.184808,-0.057252,-0.160451,-0.18857,-0.098136,-0.201826,0.030553,1.0,-0.047053,0.205416,0.12326,0.024853,-0.088923,0.035002,-0.053154,0.43887,0.079333,-0.137363,-0.081117,0.334465,-0.067792,0.076641,0.08462,0.016462,0.061764,0.220719,0.060369,-0.067006,-0.06392,-0.191676,-0.13523,-0.183931,-0.136609,-0.108847,0.126495,0.064624,0.272969,-0.033342,0.02267,-0.08213,-0.09987,-0.086393,0.159512,-0.002865,-0.009698,0.221155,-0.066531,-0.020904,-0.064597,-0.016266,0.173178,0.188916,-0.006964,-0.150411,-0.011191,-0.236157,-0.079776,-0.216416,-0.129073,-0.242086,-0.158744,-0.07068,0.004792,-0.019456,-0.053375,0.122049,-0.261897,-0.123974
Lady Bertram,-0.027636,-0.061205,0.125,-0.120219,-0.022717,0.227736,-0.173937,0.14771,-0.165853,-0.138368,0.23134,-0.222824,-0.242837,0.005559,-0.219831,0.003208,0.037129,-0.020305,-0.032845,0.527629,0.091405,0.157199,0.06842,0.132794,-0.230404,0.139097,0.228218,0.716717,-0.103259,0.040181,0.130246,-0.048393,-0.002039,-0.065822,-0.032868,0.137426,-0.083894,0.366138,0.01652,-0.139609,0.261879,0.10023,0.017996,0.099613,0.016495,0.01497,0.072608,0.094546,0.273358,-0.047053,1.0,0.039221,-0.004594,-0.021776,-0.117509,-0.123384,0.112249,0.014527,-0.171807,0.347665,-0.06935,-0.004237,0.585567,-0.069828,-0.036286,-0.162087,0.113493,0.12817,-0.036356,-0.321638,-0.004462,0.176674,-0.184053,-0.107665,-0.011471,-0.10379,-0.105661,-0.069314,-0.095826,-0.129866,-0.187546,-0.091983,0.014603,-0.061012,-0.013593,0.558259,0.028888,-0.307693,-0.039404,-0.188412,-0.144015,0.64649,-0.312652,0.379862,0.159423,0.147863,-0.028452,-0.222949,-0.062377,-0.084052,-0.108429,0.549214,-0.117119,-0.023572,0.281214,0.044788,0.314857,-0.170585,-0.090402,0.389607
Lady Catherine de Bourgh,-0.098505,-0.084257,-0.116078,-0.142253,0.332422,0.097316,-0.13223,-0.14086,-0.203465,0.349278,0.126718,0.295624,-0.164448,-0.187171,0.454963,-0.015092,-0.074115,0.33034,-0.075454,-0.183693,-0.205462,0.070205,-0.119227,0.416409,0.080473,-0.095787,-0.125102,-0.066318,0.383515,-0.148403,-0.106734,0.03065,-0.145196,0.193767,0.453714,-0.103647,-0.177711,-0.145643,-0.021688,-0.138283,0.064829,0.039264,0.300954,0.019291,-0.191694,-0.0932,-0.034033,-0.13905,-0.11748,0.205416,0.039221,1.0,0.28501,0.12258,0.025208,-0.175732,-0.052187,0.2461,-0.133373,-0.076722,-0.159481,0.115582,-0.032424,-0.135126,0.038905,-0.010683,0.246434,0.11198,0.076695,-0.248569,-0.070292,-0.164797,-0.139383,-0.145416,-0.125823,-0.122129,0.098103,-0.045315,0.439772,-0.075338,-0.087989,-0.106536,-0.085714,-0.183543,0.371347,-0.002808,-0.149336,0.130901,-0.115918,-0.026752,-0.163896,-0.054883,0.177033,-0.133743,-0.005488,-0.045833,-0.064177,-0.119277,-0.250731,-0.139193,-0.043292,-0.097834,-0.10941,0.303003,-0.105126,0.001454,-0.186322,0.531351,-0.109403,-0.149857
Lady Lucas,-0.092584,-0.066797,-0.111194,0.045772,0.072461,0.018887,-0.059124,-0.222734,-0.151074,0.222732,-0.1724,0.169304,-0.102523,-0.182539,0.294682,0.038954,-0.159639,-0.060829,0.001697,-0.20892,-0.130068,-0.154953,-0.05196,0.084578,0.080433,-0.083901,0.053852,-0.140095,0.055836,-0.215982,-0.186316,-0.164112,-0.14284,0.048732,0.208524,-0.090608,-0.077104,-0.224924,-0.245413,-0.036365,-0.131615,-0.11716,0.282216,0.097426,-0.050252,-0.134341,-0.209886,-0.192187,-0.052968,0.12326,-0.004594,0.28501,1.0,0.167725,0.15471,-0.053741,0.14505,0.1725,-0.034532,-0.118267,-0.060118,0.065854,-0.102778,0.016566,0.083407,-0.04968,0.019846,-0.140767,0.050814,-0.109302,-0.140559,-0.199353,-0.051529,-0.172159,-0.110108,-0.199774,0.007255,0.106668,0.246598,0.033351,-0.110733,-0.021659,-0.025006,0.044162,0.195515,-0.113951,-0.081703,0.114716,-0.016326,0.000217,-0.042755,-0.021138,0.145155,-0.067819,-0.001127,-0.105866,0.040036,-0.074841,-0.106639,-0.180964,-0.073758,-0.182311,-0.022605,0.032733,0.000874,0.030486,-0.236292,0.194005,-0.161936,-0.280136
Lady Middleton,-0.026934,-0.152066,-0.195209,0.190409,0.008807,-0.147678,-0.062491,-0.34883,-0.157752,-0.104393,-0.287135,-0.10935,-0.004099,-0.208333,-0.099188,0.304028,0.056574,-0.160138,0.161382,-0.252961,-0.023356,-0.233037,0.162509,-0.338801,0.088069,-0.294783,0.194389,-0.242959,-0.337331,-0.312406,-0.385543,-0.158128,-0.358838,-0.318262,-0.020607,-0.279694,-0.038453,-0.319121,-0.282847,0.014697,-0.328945,-0.290538,-0.198619,-0.173281,0.183886,-0.283955,-0.397878,-0.14278,-0.011445,0.024853,-0.021776,0.12258,0.167725,1.0,0.255242,0.000396,0.16435,-0.021333,0.301318,-0.107372,0.248463,-0.00479,-0.134183,-0.009806,0.052017,-0.030822,-0.263036,-0.301835,-0.044303,0.01782,-0.202793,-0.100326,0.12506,-0.179376,-0.201433,0.040234,-0.006594,0.087751,-0.027507,0.159066,-0.054437,0.033364,0.225003,0.327515,-0.063197,-0.1609,-0.007134,0.105438,0.353007,0.085222,0.060598,0.073265,0.236499,-0.028233,0.196269,-0.206439,0.152484,-0.137399,-0.008585,-0.321254,0.618816,-0.102199,0.176637,0.096269,0.136383,0.290538,-0.139054,-0.086164,-0.243878,-0.2947
Lady Russell,0.227953,-0.185802,0.426554,0.125005,0.05659,-0.352534,0.331634,-0.079616,0.373368,-0.142994,-0.396529,-0.137304,0.324126,0.050133,-0.109854,-0.137114,-0.212395,-0.297271,0.102081,-0.320693,-0.165133,-0.331213,-0.145694,-0.371168,0.658944,-0.314871,-0.017089,-0.347654,-0.306778,-0.30671,-0.361089,-0.174615,-0.300131,-0.186793,-0.031204,-0.248791,0.377449,-0.263205,-0.2937,0.076424,-0.456973,-0.407895,-0.201774,-0.187508,0.01725,-0.373489,-0.489934,-0.32097,-0.117663,-0.088923,-0.117509,0.025208,0.15471,0.255242,1.0,0.428547,-0.100857,-0.121354,0.108423,-0.121232,-0.04595,-0.060984,-0.258283,0.408395,-0.10062,-0.04131,-0.469292,-0.422897,-0.16734,0.382208,-0.308555,-0.076567,0.541773,-0.262544,-0.241682,0.025805,-0.190605,0.07532,-0.21806,0.602352,-0.045926,0.284551,-0.083613,0.179362,-0.111396,-0.379702,0.162384,0.047766,-0.046173,0.055,0.337821,-0.107294,0.117137,-0.217913,0.184124,0.087597,0.07639,-0.076697,0.0197,-0.222175,0.048188,-0.084301,0.666654,-0.030888,0.157443,-0.209137,-0.245406,-0.107851,0.370615,-0.325511
Louisa Musgrove,0.190678,-0.226278,0.454729,0.074736,0.047796,-0.368956,0.551929,0.255094,0.660005,-0.149882,-0.108997,-0.195657,0.514349,0.426834,-0.175976,-0.111325,-0.258249,-0.216171,0.014986,-0.162253,-0.173911,-0.103118,-0.214736,-0.296362,0.258884,-0.252142,-0.17022,-0.174462,-0.329344,-0.22795,-0.037577,-0.065873,-0.287149,-0.21383,-0.092792,-0.159891,0.738217,-0.189871,-0.056325,0.038838,-0.199227,-0.179594,-0.201007,-0.182479,-0.187626,-0.317487,-0.260903,-0.236121,-0.053991,0.035002,-0.123384,-0.175732,-0.053741,0.000396,0.428547,1.0,-0.12499,-0.025225,0.10107,-0.089401,-0.039715,0.046271,-0.182125,0.548057,-0.128462,-0.120085,-0.387772,-0.272219,-0.074335,0.546782,-0.27176,-0.111987,0.141955,-0.288767,-0.265229,-0.043789,-0.153209,-0.026016,-0.269037,0.378269,-0.072025,0.443192,-0.201481,-0.033041,-0.215022,-0.267925,0.468688,0.05499,-0.157284,-0.035321,0.536875,-0.140572,0.005468,0.009153,0.091977,-0.119737,0.006395,-0.222548,-0.016581,-0.234343,-0.175298,-0.170146,0.235565,-0.134517,0.069581,-0.257558,-0.098685,-0.228457,0.112795,-0.12115
Lucy Steele,-0.19584,-0.091458,-0.05093,0.257957,0.00103,0.075047,-0.185332,-0.001132,-0.200544,-0.000221,0.125572,-0.188555,-0.260589,-0.190843,0.002139,0.050924,0.349541,-0.116222,-0.168183,0.214803,0.687398,0.145491,0.701172,0.096256,-0.137568,0.066965,0.409169,0.199654,-0.076685,-0.067442,0.056182,-0.055067,-0.004297,-0.105305,0.023159,0.061944,-0.193658,0.083818,0.013077,-0.113384,0.122968,0.038315,0.073617,0.049849,0.217047,0.061786,0.021661,0.425527,0.081517,-0.053154,0.112249,-0.052187,0.14505,0.16435,-0.100857,-0.12499,1.0,0.023282,0.132086,0.12737,0.491334,0.009906,0.092333,-0.095133,-0.123596,-0.229214,-0.064136,-0.055294,-0.082952,-0.243086,-0.121549,-0.112243,-0.189955,-0.132217,-0.114558,-0.229165,-0.141182,-0.132504,-0.085836,-0.203942,-0.101877,-0.131219,0.403424,0.533304,-0.132432,0.051733,-0.162425,-0.182081,0.494901,-0.031317,-0.221099,0.091508,-0.190722,0.043505,-0.005333,-0.027365,-0.082376,-0.017019,0.341854,-0.068485,0.02802,0.063567,-0.186175,-0.158248,0.015646,0.23757,0.010091,-0.151344,-0.144483,0.072583
Lydia Bennet,-0.168553,-0.089739,-0.088536,-0.067285,0.178068,0.035793,-0.090084,-0.037155,-0.109791,0.324954,0.09676,0.301934,-0.137392,-0.102735,0.261299,0.035643,-0.090465,0.124264,-0.08525,-0.117961,-0.123717,0.005446,-0.026157,0.456228,-0.071187,-0.044241,-0.090055,0.03024,0.274107,-0.157831,-0.009076,-0.089041,-0.158751,0.346762,0.299585,-0.010816,-0.07011,-0.114649,-0.09078,-0.105608,0.10693,0.019364,0.47636,-0.008207,-0.172454,-0.111141,-0.035807,-0.005866,0.037061,0.43887,0.014527,0.2461,0.1725,-0.021333,-0.121354,-0.025225,0.023282,1.0,-0.031208,0.01661,-0.016013,0.245044,-0.021416,-0.017365,0.024731,-0.130836,0.252861,0.326776,0.033738,-0.198008,-0.113613,-0.192604,-0.218865,-0.199185,-0.152528,-0.213387,-0.018584,-0.064075,0.455413,-0.116884,-0.088649,-0.096124,-0.021913,-0.084222,0.251128,0.05491,-0.052778,0.14178,-0.04684,-0.094045,-0.139107,-0.058994,0.227365,0.120368,-0.131761,-0.13317,-0.064715,-0.146589,-0.148004,-0.15563,-0.208183,-0.181564,-0.240709,0.016411,-0.072413,-0.035559,-0.172317,0.321293,-0.234884,-0.059015
Margaret Dashwood,-0.110907,-0.123282,-0.147628,0.213199,-0.028257,-0.25954,-0.083234,-0.243396,-0.053674,-0.14774,-0.110602,-0.152382,0.059735,-0.11814,-0.168634,0.192443,0.116967,-0.210523,0.116637,-0.217734,0.07037,-0.090082,0.275221,-0.283722,-0.019803,-0.243344,0.115547,-0.258768,-0.349137,-0.244297,-0.336759,-0.05861,-0.307636,-0.302912,-0.115799,-0.212139,0.03684,-0.322856,-0.153385,0.0693,-0.314441,-0.221307,-0.119347,-0.153841,0.222128,-0.29188,-0.306398,0.024256,-0.04499,0.079333,-0.171807,-0.133373,-0.034532,0.301318,0.108423,0.10107,0.132086,-0.031208,1.0,-0.130512,0.489748,0.007579,-0.229868,0.103556,0.037546,0.034953,-0.365201,-0.115686,-0.124856,0.137898,-0.207494,-0.160953,0.045411,-0.139554,-0.156387,-0.036737,0.04454,0.114953,-0.079133,0.088762,0.076463,0.02287,0.295113,0.364473,-0.100433,-0.299325,0.037841,0.170692,0.372795,0.141138,0.03367,-0.019185,0.154982,0.041609,0.123497,-0.258219,0.130165,-0.151677,0.090317,-0.248845,0.216372,-0.204868,0.026125,-0.103106,0.11183,0.142301,-0.064369,-0.126564,-0.24461,-0.230075
Maria Bertram,-0.146388,0.017536,0.042983,-0.195227,0.036329,0.180605,-0.078551,0.116672,-0.080277,-0.074786,0.203791,-0.13591,-0.168198,0.018667,-0.158308,-0.126408,0.046704,-0.021125,-0.129353,0.501697,0.179496,0.118164,0.097086,0.121929,-0.200196,0.235178,-0.022797,0.461797,0.054732,0.116259,0.283261,0.079049,0.19384,0.030609,-0.049881,0.228116,-0.033128,0.508245,0.153045,-0.114676,0.29423,0.206279,-0.012349,0.067415,-0.06113,0.197477,0.211192,0.159576,0.630315,-0.137363,0.347665,-0.076722,-0.118267,-0.107372,-0.121232,-0.089401,0.12737,0.01661,-0.130512,1.0,0.051479,0.099378,0.568635,-0.04974,-0.088948,-0.196926,0.104662,0.024705,-0.020624,-0.22035,0.0142,0.599018,-0.204125,-0.012835,0.043747,0.166699,-0.102204,-0.211627,-0.120263,-0.118304,-0.168121,-0.129119,0.061647,-0.003419,-0.178086,0.431163,-0.113516,-0.216396,-0.088077,-0.089538,-0.160613,0.342614,-0.318351,0.088402,-0.03355,-0.003687,-0.071969,0.068967,0.004336,0.134527,-0.127652,0.470503,-0.131744,-0.00426,0.030084,-0.114716,0.379463,-0.088029,-0.005086,0.312549
