character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Marianne Dashwood,-0.177148,-0.068028,-0.065552,0.144555,-0.019004,-0.070663,-0.063747,-0.042368,-0.124295,-0.019262,0.03907,-0.187215,-0.173022,-0.205374,-0.118664,0.153388,0.575909,-0.082028,-0.064429,0.021218,0.485631,0.091881,0.819495,-0.035389,-0.088569,-0.044691,0.315014,0.004934,-0.158541,-0.158572,-0.024207,-0.056393,-0.105435,-0.157114,-0.026045,-0.049494,-0.153988,-0.11358,-0.070662,-0.06183,-0.026601,-0.047739,0.036976,0.000762,0.323831,-0.072768,-0.08261,0.596582,-0.008684,-0.081117,-0.06935,-0.159481,-0.060118,0.248463,-0.04595,-0.039715,0.491334,-0.016013,0.489748,0.051479,1.0,0.022053,-0.054772,-0.027714,-0.077763,-0.135848,-0.187376,-0.118747,-0.154521,-0.104482,-0.194811,-0.161952,-0.148112,-0.140285,-0.182309,-0.191971,-0.036513,-0.065329,-0.123277,-0.104736,-0.086989,-0.059331,0.610284,0.498893,-0.114076,-0.119675,-0.09852,-0.001725,0.674513,0.073375,-0.126517,-0.021683,-0.11231,-0.011604,-0.002208,-0.104673,-0.001323,-0.026154,0.113885,-0.14958,0.217614,-0.115016,-0.13547,-0.122314,0.044552,0.307511,-0.038364,-0.180473,-0.136042,-0.063753
Mary Bennet,-0.153436,-0.142467,0.074664,-0.072348,0.031745,-0.050996,-0.039922,0.025043,-0.066113,0.148515,0.141586,0.086823,-0.045588,0.067801,0.046307,-0.00317,-0.160046,0.113104,-0.077086,-0.001129,-0.081916,0.030526,-0.04012,0.217033,0.013172,-0.02361,-0.131747,0.082331,0.068664,-0.0964,-0.027637,0.019232,-0.109298,0.02606,0.139445,-0.009562,0.058565,-0.007464,0.048794,-0.116917,0.066233,0.029077,0.17063,-0.027517,-0.137602,-0.061618,-0.049799,-0.024394,0.113565,0.334465,-0.004237,0.115582,0.065854,-0.00479,-0.060984,0.046271,0.009906,0.245044,0.007579,0.099378,0.022053,1.0,0.069751,0.46479,-0.033555,-0.127844,0.041414,0.067368,-0.018268,-0.099193,-0.090284,-0.109777,-0.131723,-0.191191,-0.090641,-0.084041,-0.045151,-0.060867,0.138689,-0.019551,-0.100686,-0.063303,-0.054638,-0.076957,0.042443,0.016743,-0.037775,0.022434,-0.083415,-0.003484,-0.01446,0.001266,0.039835,0.149165,-0.020867,-0.128324,-0.111332,-0.105536,-0.041472,-0.111083,-0.141306,-0.044503,-0.10284,0.007382,0.032059,-0.133661,0.060643,0.117198,-0.164728,-0.006116
Mary Crawford,-0.045957,-0.037868,0.100695,-0.260761,-0.042659,0.264443,-0.153899,0.168714,-0.106619,0.039322,0.331314,-0.189974,-0.253232,-0.050768,-0.11541,-0.038694,-0.004456,0.121755,0.006061,0.705757,0.114431,0.239544,0.039166,0.153653,-0.258901,0.248192,0.137943,0.766856,0.035483,0.159145,0.278115,0.04896,0.167942,-0.015953,-0.014483,0.22623,-0.143283,0.631524,0.150108,-0.253155,0.337838,0.195422,-0.021161,0.193829,-0.127033,0.175952,0.25398,0.143586,0.429691,-0.067792,0.585567,-0.032424,-0.102778,-0.134183,-0.258283,-0.182125,0.092333,-0.021416,-0.229868,0.568635,-0.054772,0.069751,1.0,-0.080982,0.058779,-0.152215,0.12359,0.064842,-0.008947,-0.366806,0.070102,0.482259,-0.234007,-0.047174,-0.014114,0.0321,-0.054087,-0.158478,-0.180276,-0.178103,-0.165126,-0.16394,-0.054648,-0.170153,-0.054567,0.655124,-0.182047,-0.231717,-0.178642,-0.202424,-0.216246,0.560222,-0.355958,0.26968,0.096676,0.079237,-0.117526,-0.045666,-0.038966,0.060125,-0.147023,0.534732,-0.191415,-0.048772,0.237156,0.017591,0.366692,-0.20676,-0.04314,0.4949
Mary Musgrove,0.199524,-0.19879,0.579528,-0.031705,-0.006184,-0.233218,0.31086,0.138573,0.438033,-0.124525,-0.074962,-0.21404,0.33133,0.482035,-0.171925,-0.053615,-0.284559,-0.16824,-0.022847,-0.136614,-0.193473,-0.122876,-0.177498,-0.192782,0.318706,-0.204817,-0.14104,-0.105963,-0.287041,-0.194576,-0.131073,-0.077223,-0.26796,-0.204655,-0.072881,-0.173266,0.554879,-0.149588,-0.080479,-0.044944,-0.17527,-0.171274,-0.142798,-0.150922,-0.178878,-0.24587,-0.22745,-0.222228,-0.005101,0.076641,-0.069828,-0.135126,0.016566,-0.009806,0.408395,0.548057,-0.095133,-0.017365,0.103556,-0.04974,-0.027714,0.46479,-0.080982,1.0,-0.095113,-0.108365,-0.296704,-0.187015,-0.141247,0.408424,-0.241444,-0.144991,0.184065,-0.251908,-0.225398,-0.092734,-0.107961,-0.043089,-0.21811,0.453724,-0.030928,0.438108,-0.160764,-0.038558,-0.133958,-0.165916,0.296659,0.023712,-0.145467,-0.03318,0.511208,-0.044875,-0.043,0.033575,0.030271,0.050925,0.019603,-0.225725,-0.06052,-0.23228,-0.162058,-0.127797,0.264461,-0.133187,0.074667,-0.189675,-0.065227,-0.216645,0.196202,-0.144038
Miss Bates,-0.071387,0.441434,-0.168078,-0.051494,0.034824,0.424775,-0.160091,-0.183278,-0.235204,0.165436,-0.054867,-0.023651,-0.142861,-0.199537,0.114295,0.11853,-0.15201,-0.015861,0.10281,-0.127876,-0.239926,-0.009111,-0.136947,-0.07034,-0.1724,0.463087,-0.011163,-0.048732,-0.118806,0.275069,-0.19232,-0.224763,0.339572,-0.169746,-0.009749,0.349586,-0.104309,-0.261152,-0.216768,0.3229,-0.040754,-0.11663,0.048573,0.555225,-0.180838,0.145955,-0.154726,-0.242827,-0.004343,0.08462,-0.036286,0.038905,0.083407,0.052017,-0.10062,-0.128462,-0.123596,0.024731,0.037546,-0.088948,-0.077763,-0.033555,0.058779,-0.095113,1.0,0.026719,0.014076,-0.083338,-0.074018,-0.142799,0.355639,-0.122478,-0.118596,0.339585,0.405519,-0.075269,0.144792,0.648556,0.09344,0.033811,0.178605,-0.054029,-0.070846,-0.128001,0.084413,0.050581,-0.049047,0.16896,-0.002279,-0.001013,-0.016602,0.061093,0.029017,-0.047395,-0.070758,-0.035304,0.133781,0.31307,-0.248209,0.061332,-0.091487,-0.28371,-0.19549,-0.101957,-0.061933,0.066281,-0.162811,-0.088253,-0.265242,-0.252378
Mr. Allen,0.0923,0.033727,-0.171533,0.021589,-0.054008,-0.031518,-0.102709,-0.195347,-0.134816,-0.141408,0.082986,0.012369,0.001599,-0.098635,0.002541,0.131369,-0.103577,-0.062211,0.104332,-0.192526,-0.186441,0.067592,-0.199819,-0.221214,-0.053245,-0.084907,-0.096611,-0.22446,-0.083359,0.001561,-0.050611,0.209823,-0.015087,-0.098524,-0.153975,-0.107609,-0.110644,-0.112178,0.140576,0.045446,-0.005631,0.119608,-0.149431,-0.065684,0.004211,-0.027818,0.122447,-0.186607,-0.114165,0.016462,-0.162087,-0.010683,-0.04968,-0.030822,-0.04131,-0.120085,-0.229214,-0.130836,0.034953,-0.196926,-0.135848,-0.127844,-0.152215,-0.108365,0.026719,1.0,-0.017844,0.000366,-0.017173,0.03771,0.153413,0.022753,0.11436,0.1261,0.127254,0.148973,0.581079,0.030368,-0.027943,-0.030932,0.123079,-0.045329,-0.120936,-0.129609,-0.019778,-0.136126,-0.072601,-0.058031,-0.071161,0.339699,-0.002912,-0.10543,0.143368,-0.1088,0.004366,-0.001145,0.198148,0.05363,-0.093738,0.080212,0.090547,-0.114536,0.049754,0.013708,-0.07591,0.049707,-0.062787,0.016757,-0.01706,-0.13013
Mr. Bennet,-0.03814,0.142614,-0.102796,-0.332694,0.003486,0.430866,-0.083259,0.167607,-0.222937,0.303022,0.174116,0.435947,-0.292565,0.04175,0.302936,0.009574,0.13276,0.388433,-0.229607,0.131475,-0.03873,0.082775,-0.061488,0.589578,-0.23921,0.2249,-0.142846,0.203445,0.59388,0.211873,0.251636,-0.022249,0.263311,0.368168,0.180303,0.180523,-0.319381,0.155903,0.06139,-0.170673,0.381829,0.241457,0.364925,0.093944,-0.086696,0.365598,0.368631,0.159818,-0.040928,0.061764,0.113493,0.246434,0.019846,-0.263036,-0.469292,-0.387772,-0.064136,0.252861,-0.365201,0.104662,-0.187376,0.041414,0.12359,-0.296704,0.014076,-0.017844,1.0,0.512027,0.204712,-0.358622,0.313522,0.087061,-0.282816,0.211011,0.248258,-0.099376,0.065056,-0.190733,0.548025,-0.335306,-0.092124,-0.163231,-0.002348,-0.381586,0.265751,0.338007,-0.191234,-0.032197,-0.185479,-0.24419,-0.24447,-0.029118,-0.095404,-0.002602,-0.347316,0.18758,-0.190286,0.084239,-0.216782,0.250743,-0.069197,0.038123,-0.301036,0.222404,-0.356447,0.084463,0.068783,0.402185,0.018972,0.167353
Mr. Gardiner,-0.072586,0.041374,-0.066855,-0.142949,0.039684,0.153459,-0.234252,0.126759,-0.180612,0.092554,0.243737,0.216728,-0.216133,0.062565,0.092823,0.001081,0.093004,0.212075,-0.21775,0.123872,-0.021659,0.197749,-0.015696,0.466764,-0.278247,0.078388,-0.137455,0.184025,0.315624,0.140195,0.154664,0.06962,0.079486,0.258718,0.046643,0.06348,-0.241173,0.117945,0.159803,-0.141678,0.28585,0.24246,0.338178,-0.009711,-0.027097,0.160551,0.299154,0.170498,-0.03684,0.220719,0.12817,0.11198,-0.140767,-0.301835,-0.422897,-0.272219,-0.055294,0.326776,-0.115686,0.024705,-0.118747,0.067368,0.064842,-0.187015,-0.083338,0.000366,0.512027,1.0,0.055152,-0.234114,0.186295,-0.052348,-0.221268,0.117862,0.085405,-0.085991,0.047328,-0.200418,0.382213,-0.275997,0.127342,-0.166098,-0.02306,-0.232482,0.247298,0.251604,-0.076956,-0.077045,-0.066709,-0.196888,-0.229155,0.019365,-0.070107,0.181002,-0.158607,0.194808,-0.154962,-0.133624,-0.050796,0.165358,-0.1239,0.077124,-0.295373,0.081675,-0.264101,0.063283,0.117499,0.248768,0.00679,0.278949
Mr. Hurst,-0.035946,-0.092332,-0.101733,-0.113635,0.022062,-0.004525,0.014136,-0.006978,-0.025801,0.142169,-0.059091,0.238085,0.056275,0.038319,0.139423,-0.071055,-0.068972,0.162325,-0.002523,-0.003797,-0.067028,-0.068806,-0.173101,0.092212,-0.05716,-0.080401,-0.147025,-0.031409,0.232455,-0.025499,0.079352,-0.031975,-0.022343,0.138259,0.101851,-0.055062,-0.05213,-0.00056,-0.031957,-0.14239,0.02293,0.034596,0.044396,-0.111804,-0.04547,0.026182,0.07335,-0.109314,-0.022914,0.060369,-0.036356,0.076695,0.050814,-0.044303,-0.16734,-0.074335,-0.082952,0.033738,-0.124856,-0.020624,-0.154521,-0.018268,-0.008947,-0.141247,-0.074018,-0.017173,0.204712,0.055152,1.0,-0.045511,-0.038913,0.099299,-0.099176,-0.044029,-0.033032,0.060891,-0.0575,-0.08136,0.108053,-0.130818,-0.1313,-0.114643,-0.125044,-0.217305,0.096564,0.055892,-0.035942,0.120112,-0.248495,-0.137513,-0.048288,-0.128328,0.047425,-0.025582,-0.014915,-0.101282,-0.085015,-0.054202,-0.031345,0.10367,0.0054,-0.052093,-0.087329,0.165878,-0.083562,-0.038247,-0.016118,0.137931,0.009693,0.009108
Mr. Musgrove,0.176024,-0.121372,0.201404,0.157755,-0.055098,-0.466066,0.431689,0.038347,0.555587,-0.227296,-0.370758,-0.134848,0.497514,0.477533,-0.160068,-0.166578,-0.217746,-0.179872,0.148022,-0.270492,-0.217788,-0.257233,-0.289322,-0.462471,0.261548,-0.364806,-0.126159,-0.432673,-0.292871,-0.221489,-0.198896,-0.084833,-0.235005,-0.184923,-0.154857,-0.340305,0.507481,-0.24117,-0.13849,0.103649,-0.423052,-0.277933,-0.302798,-0.299023,-0.00442,-0.261844,-0.255353,-0.335182,-0.186791,-0.067006,-0.321638,-0.248569,-0.109302,0.01782,0.382208,0.546782,-0.243086,-0.198008,0.137898,-0.22035,-0.104482,-0.099193,-0.366806,0.408424,-0.142799,0.03771,-0.358622,-0.234114,-0.045511,1.0,-0.125361,-0.013682,0.290424,-0.094317,-0.090566,0.16411,-0.108785,-0.011395,-0.175499,0.359626,0.097993,0.413149,-0.175878,0.021903,-0.308202,-0.481503,0.30001,0.081215,-0.077637,0.105238,0.674227,-0.249635,0.160077,-0.222092,0.155604,-0.137295,0.065209,-0.116712,0.040764,-0.171472,-0.005536,-0.177808,0.290261,-0.076736,0.006875,-0.215429,-0.050021,-0.104162,0.128204,-0.221521
Mr. Perry,0.108967,0.542533,-0.120941,-0.166462,-0.04343,0.470049,-0.169433,0.014487,-0.188665,-0.072772,0.119548,-0.060482,-0.219637,0.019602,0.028682,0.023365,0.013714,0.134171,-0.080681,0.069365,-0.116038,0.105378,-0.139781,0.043537,-0.246943,0.502673,-0.111688,0.076913,0.071403,0.521046,0.122433,0.042109,0.521665,-0.010206,-0.165165,0.352708,-0.184159,0.097967,0.076546,0.174947,0.193943,0.110042,-0.074415,0.408892,-0.101997,0.429644,0.25553,0.019295,0.004727,-0.06392,-0.004462,-0.070292,-0.140559,-0.202793,-0.308555,-0.27176,-0.121549,-0.113613,-0.207494,0.0142,-0.194811,-0.090284,0.070102,-0.241444,0.355639,0.153413,0.313522,0.186295,-0.038913,-0.125361,1.0,0.106273,-0.032198,0.559408,0.595359,0.071316,0.182286,0.176239,0.074766,-0.173204,0.207073,-0.074317,-0.099138,-0.297412,-0.06578,0.174886,-0.093728,-0.134612,-0.050587,-0.09705,-0.103362,0.046323,-0.086677,-0.015923,-0.203347,0.185172,-0.098023,0.339367,-0.117162,0.337815,-0.017532,0.035281,-0.119551,-0.030681,-0.248579,0.058079,0.15558,-0.038804,-0.022072,0.058299
Mr. Rushworth,0.017873,-0.021036,-0.075486,-0.157824,-0.10234,0.063795,0.051285,0.058353,0.026785,-0.159067,-0.040906,-0.04357,-0.01489,0.072237,-0.130904,-0.175578,0.014043,0.025482,0.064093,0.391909,0.046806,-0.065366,-0.145009,-0.135957,-0.099262,0.042891,-0.106315,0.216792,0.065644,0.136488,0.20211,0.044752,0.198725,0.053815,-0.148639,0.057334,-0.043596,0.476294,0.109466,-0.126189,0.092432,0.128285,-0.222696,-0.107735,-0.020314,0.202443,0.225656,0.018446,0.362928,-0.191676,0.176674,-0.164797,-0.199353,-0.100326,-0.076567,-0.111987,-0.112243,-0.192604,-0.160953,0.599018,-0.161952,-0.109777,0.482259,-0.144991,-0.122478,0.022753,0.087061,-0.052348,0.099299,-0.013682,0.106273,1.0,0.023005,0.116178,0.115267,0.397967,-0.095183,-0.239145,-0.207778,-0.127289,-0.042049,-0.13753,-0.130508,-0.178329,-0.224547,0.275903,-0.120154,-0.180025,-0.21754,-0.074406,-0.088381,0.229117,-0.164628,-0.077799,0.055562,-0.049554,-0.101953,0.16486,0.011368,0.246202,0.074198,0.446041,0.041865,0.101482,0.047437,-0.063815,0.365916,-0.049395,0.115703,0.317638
Mr. Shepherd,0.518088,-0.141004,0.153607,0.085526,-0.035413,-0.241385,0.156077,-0.113748,0.246184,-0.236167,-0.360442,-0.124437,0.272052,0.00945,-0.11766,-0.09629,-0.126374,-0.212544,0.139403,-0.28675,-0.128623,-0.310177,-0.193182,-0.403101,0.47477,-0.250829,-0.064773,-0.346303,-0.214748,-0.144263,-0.307268,-0.073835,-0.12642,-0.108018,-0.161122,-0.170771,0.219995,-0.148154,-0.173399,0.03453,-0.375284,-0.315176,-0.330078,-0.196579,0.112216,-0.181237,-0.281855,-0.222429,-0.08923,-0.13523,-0.184053,-0.139383,-0.051529,0.12506,0.541773,0.141955,-0.189955,-0.218865,0.045411,-0.204125,-0.148112,-0.131723,-0.234007,0.184065,-0.118596,0.11436,-0.282816,-0.221268,-0.099176,0.290424,-0.032198,0.023005,1.0,-0.032217,-0.071646,0.220541,-0.151256,0.055789,-0.187725,0.345668,0.07132,0.243774,-0.127006,0.052621,-0.151333,-0.26467,0.043642,-0.088099,-0.076145,0.005423,0.210121,-0.107204,0.127515,-0.149903,0.054311,0.145626,-0.021743,0.020443,0.090525,0.035118,0.24792,0.032997,0.817463,0.056539,0.022083,-0.109762,-0.115196,-0.102399,0.332956,-0.205793
Mr. Weston,0.03975,0.842312,-0.174427,-0.167164,-0.141379,0.514679,-0.127889,-0.00422,-0.176691,-0.134773,-0.037486,-0.076183,-0.153843,-0.026558,-0.013611,0.012492,0.099224,0.05938,-0.07018,0.021812,-0.034391,0.024602,-0.062537,-0.032655,-0.204413,0.587161,-0.077931,-0.049241,0.062127,0.661733,0.038073,-0.047267,0.655563,0.037538,-0.196567,0.406187,-0.243969,0.037354,0.033164,0.311939,0.067906,0.048627,-0.11996,0.400496,0.001219,0.506336,0.169894,0.032527,-0.064279,-0.183931,-0.107665,-0.145416,-0.172159,-0.179376,-0.262544,-0.288767,-0.132217,-0.199185,-0.139554,-0.012835,-0.140285,-0.191191,-0.047174,-0.251908,0.339585,0.1261,0.211011,0.117862,-0.044029,-0.094317,0.559408,0.116178,-0.032217,1.0,0.625318,0.069948,0.093138,0.22593,-0.000467,-0.15635,0.218088,-0.066419,-0.037797,-0.198575,-0.053637,0.051975,-0.127309,-0.070901,-0.054074,-0.022397,-0.09288,-0.066711,-0.091491,-0.1466,-0.164861,0.163127,-0.023449,0.564151,-0.06389,0.412119,0.022608,-0.014807,-0.118876,0.018719,-0.242319,0.066851,0.076383,-0.037992,0.041448,0.016087
Mr. Woodhouse,0.007442,0.591439,-0.15305,-0.224923,-0.071198,0.53366,-0.143632,0.00786,-0.21534,-0.147368,0.038262,-0.045617,-0.194435,-0.012637,-0.074098,-0.02455,0.030597,-0.002197,-0.069968,0.081689,-0.041946,0.052108,-0.109752,-0.012061,-0.208002,0.664068,-0.139789,0.038685,0.03685,0.567664,0.079333,0.007427,0.689653,0.005505,-0.152301,0.509705,-0.189579,0.083763,0.051219,0.501065,0.148116,0.12015,-0.029412,0.452541,0.023338,0.57432,0.154009,-0.011216,-0.011371,-0.136609,-0.011471,-0.125823,-0.110108,-0.201433,-0.241682,-0.265229,-0.114558,-0.152528,-0.156387,0.043747,-0.182309,-0.090641,-0.014114,-0.225398,0.405519,0.127254,0.248258,0.085405,-0.033032,-0.090566,0.595359,0.115267,-0.071646,0.625318,1.0,0.030296,0.043856,0.291581,0.006152,-0.193808,0.164671,-0.142754,-0.023069,-0.224798,-0.063574,0.063148,-0.10522,-0.194144,-0.12837,0.021504,-0.120674,-0.042082,-0.124391,-0.080999,-0.238662,0.03818,-0.015497,0.577816,-0.114445,0.423147,-0.034281,0.007015,-0.134695,-0.038648,-0.211345,0.028611,0.079236,-0.037935,-0.037156,0.047952
Mr. Yates,0.104098,-0.085997,-0.134712,0.03347,-0.100807,-0.19492,0.028008,-0.079011,0.021801,-0.205168,-0.192416,-0.030801,0.136202,0.032379,-0.133571,-0.091867,-0.118401,0.012,0.103759,0.019033,-0.097244,-0.160563,-0.258895,-0.297938,0.029029,-0.179497,-0.163966,-0.146871,-0.074711,-0.00717,-0.098725,0.037048,-0.013294,-0.084114,-0.240692,-0.176271,0.000145,0.163547,0.042983,-0.031402,-0.175135,-0.059318,-0.303881,-0.223829,-0.008762,-0.005885,0.000711,-0.172341,0.20387,-0.108847,-0.10379,-0.122129,-0.199774,0.040234,0.025805,-0.043789,-0.229165,-0.213387,-0.036737,0.166699,-0.191971,-0.084041,0.0321,-0.092734,-0.075269,0.148973,-0.099376,-0.085991,0.060891,0.16411,0.071316,0.397967,0.220541,0.069948,0.030296,1.0,-0.018658,-0.043489,-0.148365,0.053482,0.094076,-0.082475,-0.215113,-0.104864,-0.203825,-0.105643,-0.059206,-0.025764,-0.108662,0.004481,0.073228,-0.021678,0.132749,-0.120769,0.1479,-0.055825,-0.039471,0.030373,0.055257,0.067802,0.199124,0.262649,0.208757,0.195906,-0.008915,-0.138154,0.369523,0.011354,0.091753,0.084148
Mrs. Allen,-0.037012,0.147031,-0.174386,0.020181,-0.081612,0.128072,-0.217204,-0.173625,-0.226836,-0.015865,0.291164,-0.120994,-0.147361,-0.148145,0.061569,0.20962,-0.106562,0.001346,-0.019062,-0.158577,-0.241453,0.264195,-0.101117,-0.044561,-0.185116,0.032899,-0.048649,-0.099748,-0.120133,-0.056855,0.017774,0.156997,-0.021523,-0.208065,-0.089246,-0.024852,-0.160094,-0.204083,0.144326,0.064024,0.204494,0.225113,-0.069886,0.072971,-0.159686,-0.002114,0.232766,-0.130959,-0.035915,0.126495,-0.105661,0.098103,0.007255,-0.006594,-0.190605,-0.153209,-0.141182,-0.018584,0.04454,-0.102204,-0.036513,-0.045151,-0.054087,-0.107961,0.144792,0.581079,0.065056,0.047328,-0.0575,-0.108785,0.182286,-0.095183,-0.151256,0.093138,0.043856,-0.018658,1.0,0.099529,0.141283,0.020088,0.147889,0.020511,-0.038431,-0.106858,0.093483,0.017609,-0.060068,0.15115,0.094393,0.399491,0.005267,0.069716,0.107006,0.051872,-0.051127,0.094007,0.290385,-0.054658,-0.185249,-0.09177,-0.057266,-0.165585,-0.189652,-0.106425,-0.121612,0.089101,-0.074826,-0.056705,-0.179238,-0.176897
Mrs. Bates,-0.079313,0.329142,-0.204972,0.075091,0.06805,0.180256,-0.165699,-0.261139,-0.225658,0.022908,-0.184305,-0.071565,-0.004531,-0.229277,0.035852,0.056937,-0.189514,-0.211923,0.202066,-0.250389,-0.200558,-0.112423,-0.138734,-0.214901,-0.061836,0.282338,0.006158,-0.202189,-0.223922,0.109721,-0.298529,-0.167686,0.193957,-0.189226,-0.052861,0.230298,-0.027137,-0.360747,-0.241259,0.351493,-0.247789,-0.256135,-0.01021,0.444264,0.007796,-0.030768,-0.329146,-0.271798,0.000626,0.064624,-0.069314,-0.045315,0.106668,0.087751,0.07532,-0.026016,-0.132504,-0.064075,0.114953,-0.211627,-0.065329,-0.060867,-0.158478,-0.043089,0.648556,0.030368,-0.190733,-0.200418,-0.08136,-0.011395,0.176239,-0.239145,0.055789,0.22593,0.291581,-0.043489,0.099529,1.0,0.050381,0.112803,0.204912,0.013349,0.001072,0.085617,0.0745,-0.101243,0.088621,0.185443,0.054526,0.118107,0.044931,0.044713,0.156268,0.027032,0.051352,-0.053184,0.141918,0.213685,-0.034814,-0.037579,-0.101204,-0.264193,-0.035869,-0.182296,0.02244,-0.041765,-0.202886,-0.079505,-0.27219,-0.352672
Mrs. Bennet,-0.184868,0.052504,-0.322911,-0.100391,0.138114,0.107569,-0.169453,-0.207222,-0.343866,0.509266,-0.046468,0.545769,-0.230741,-0.173064,0.503238,0.023161,-0.070809,0.207877,-0.028747,-0.23222,-0.207932,-0.047548,-0.085369,0.525187,-0.131823,-0.072971,-0.086812,-0.152192,0.48315,-0.151169,-0.156727,-0.124643,-0.100475,0.272226,0.367952,-0.085377,-0.236872,-0.248787,-0.158557,-0.06337,0.002927,-0.048938,0.501779,0.003262,-0.052861,-0.045627,-0.038103,-0.093144,-0.132466,0.272969,-0.095826,0.439772,0.246598,-0.027507,-0.21806,-0.269037,-0.085836,0.455413,-0.079133,-0.120263,-0.123277,0.138689,-0.180276,-0.21811,0.09344,-0.027943,0.548025,0.382213,0.108053,-0.175499,0.074766,-0.207778,-0.187725,-0.000467,0.006152,-0.148365,0.141283,0.050381,1.0,-0.132799,0.018108,-0.110571,0.084833,-0.060897,0.372177,-0.000263,-0.149142,0.277518,0.01051,0.004603,-0.13273,-0.085181,0.26521,0.021842,-0.12655,-0.06967,-0.038487,-0.095265,-0.187861,-0.112472,-0.140759,-0.240672,-0.282943,0.107118,-0.267947,0.003942,-0.142027,0.638125,-0.243922,-0.20941
Mrs. Clay,0.23818,-0.085435,0.390205,0.087131,-0.06925,-0.167004,0.210919,-0.044222,0.28425,-0.130095,-0.252681,-0.197284,0.317728,0.184801,-0.141683,0.015791,-0.288114,-0.175134,0.162064,-0.310755,-0.290165,-0.209854,-0.241021,-0.327649,0.463102,-0.219831,-0.096992,-0.288269,-0.327565,-0.24422,-0.294694,-0.182829,-0.268229,-0.266012,-0.106685,-0.175092,0.38434,-0.300347,-0.241746,0.071035,-0.338833,-0.348251,-0.261454,-0.104039,-0.154595,-0.32757,-0.393677,-0.367366,-0.091538,-0.033342,-0.129866,-0.075338,0.033351,0.159066,0.602352,0.378269,-0.203942,-0.116884,0.088762,-0.118304,-0.104736,-0.019551,-0.178103,0.453724,0.033811,-0.030932,-0.335306,-0.275997,-0.130818,0.359626,-0.173204,-0.127289,0.345668,-0.15635,-0.193808,0.053482,0.020088,0.112803,-0.132799,1.0,0.057607,0.397219,-0.096311,0.012774,-0.051173,-0.197221,0.304459,0.139203,-0.029386,-0.030121,0.462931,-0.055046,0.069775,-0.089979,0.06164,0.195161,0.149785,-0.106514,-0.111281,-0.235722,-0.051627,-0.204438,0.416702,-0.090825,0.025179,-0.224724,-0.191757,-0.165929,0.301977,-0.303602
