character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Mrs. Price,0.905574,0.928036,0.951862,0.52189,0.900881,0.938141,0.862082,0.934892,0.926619,0.926867,0.962814,0.918132,0.759929,0.937856,0.920922,0.924654,0.928465,0.902209,0.607011,0.953473,0.938645,0.953422,0.94376,0.951696,0.897934,0.948198,0.921822,0.969531,0.930501,0.945919,0.933009,0.94098,0.935547,0.920069,0.913874,0.94445,0.916727,0.950386,0.948781,0.883578,0.947869,0.939386,0.932627,0.940988,0.914573,0.925818,0.940131,0.947363,0.949302,0.901345,0.959924,0.919457,0.757301,0.895753,0.862882,0.908567,0.942178,0.935744,0.830468,0.9411,0.925646,0.908713,0.960732,0.93296,0.931847,0.893174,0.917738,0.937909,0.785055,0.788308,0.934236,0.930389,0.843283,0.931441,0.93603,0.852931,0.932323,0.920097,0.938615,0.916062,0.876704,0.916408,0.932814,0.920158,0.935829,0.962888,0.88948,0.768664,0.934689,0.914018,0.899792,0.967778,0.803046,1.0,0.839001,0.934661,0.848009,0.918274,0.897311,0.919916,0.92215,0.957767,0.878575,0.875523,0.894012,0.935084,0.929959,0.932893,0.922323,0.961258
Mrs. Rushworth,0.814044,0.828015,0.843896,0.579903,0.805983,0.808922,0.794314,0.806655,0.839495,0.833103,0.824389,0.822023,0.725354,0.828302,0.838337,0.811372,0.830747,0.804161,0.618832,0.857733,0.842882,0.834096,0.845534,0.826137,0.839403,0.828307,0.859485,0.849785,0.822389,0.833067,0.798285,0.830644,0.829259,0.810727,0.824807,0.818665,0.829762,0.845863,0.834247,0.803694,0.79967,0.803441,0.821553,0.834568,0.833151,0.811099,0.811104,0.831492,0.841543,0.794012,0.863427,0.838013,0.693032,0.846768,0.836786,0.835381,0.847647,0.819328,0.777182,0.840558,0.836277,0.803266,0.864219,0.844274,0.835783,0.816581,0.776284,0.812384,0.70847,0.781624,0.820295,0.851131,0.790976,0.830958,0.824132,0.816338,0.831583,0.836723,0.831794,0.842442,0.810353,0.8322,0.829453,0.847011,0.828533,0.829063,0.784826,0.73696,0.856271,0.827297,0.830814,0.868428,0.787066,0.839001,1.0,0.821943,0.763311,0.825879,0.825192,0.805028,0.853997,0.867405,0.825117,0.814139,0.84684,0.838472,0.845789,0.845347,0.83351,0.854275
Mrs. Smith,0.940631,0.953559,0.974088,0.527603,0.90625,0.960959,0.898017,0.954649,0.945428,0.93063,0.951835,0.929289,0.779445,0.947244,0.936391,0.913866,0.948009,0.923671,0.592062,0.950501,0.947803,0.950219,0.951116,0.955678,0.931773,0.961782,0.925281,0.957216,0.948013,0.960104,0.938955,0.928417,0.960918,0.939315,0.916002,0.959439,0.9204,0.955432,0.948147,0.89575,0.952917,0.942929,0.936792,0.956921,0.917241,0.952345,0.952352,0.957363,0.93963,0.874796,0.951885,0.933924,0.758125,0.889513,0.903926,0.907295,0.9457,0.926377,0.801625,0.942883,0.927758,0.890644,0.959101,0.942326,0.941036,0.911715,0.938554,0.94505,0.782998,0.811586,0.953393,0.940761,0.887524,0.956272,0.950732,0.871361,0.942008,0.922797,0.94117,0.945399,0.899217,0.945329,0.940129,0.910322,0.944815,0.962094,0.883572,0.75756,0.943261,0.911598,0.924268,0.955504,0.811201,0.934661,0.821943,1.0,0.851434,0.947999,0.892093,0.950252,0.935683,0.956733,0.918716,0.896216,0.855455,0.943278,0.921804,0.942884,0.974268,0.951604
Mrs. Thorpe,0.818931,0.859665,0.853329,0.522139,0.822215,0.85104,0.796976,0.818341,0.8324,0.82796,0.850162,0.829236,0.713869,0.833916,0.8367,0.846428,0.836669,0.793551,0.615308,0.833405,0.84003,0.856119,0.854017,0.83425,0.832498,0.852252,0.841562,0.840848,0.822153,0.844014,0.826144,0.833745,0.842487,0.818171,0.823749,0.848395,0.838404,0.830506,0.84661,0.845374,0.847115,0.852988,0.835478,0.854709,0.841267,0.824669,0.852341,0.833957,0.844384,0.801917,0.849011,0.838101,0.709752,0.846854,0.824398,0.830052,0.846674,0.836266,0.787333,0.843565,0.844159,0.795249,0.853277,0.851098,0.867412,0.8571,0.807221,0.820866,0.696889,0.7663,0.840212,0.84081,0.783646,0.853607,0.855499,0.785109,0.882471,0.858297,0.8493,0.863056,0.803784,0.855629,0.860711,0.854497,0.850161,0.851452,0.822259,0.737036,0.861362,0.897069,0.857514,0.867484,0.779287,0.848009,0.763311,0.851434,1.0,0.850158,0.794566,0.821845,0.847401,0.849851,0.806608,0.790698,0.794339,0.855829,0.805408,0.842629,0.835543,0.831113
Philip Elton,0.919345,0.972676,0.950566,0.523337,0.911215,0.976273,0.898543,0.93826,0.934703,0.940656,0.941339,0.943158,0.784641,0.933916,0.946424,0.913352,0.952089,0.921822,0.607986,0.948072,0.954733,0.945177,0.956845,0.953874,0.931229,0.982261,0.928425,0.947274,0.957239,0.976782,0.940937,0.93158,0.985155,0.947965,0.924776,0.982061,0.917168,0.955699,0.948526,0.937194,0.945374,0.942733,0.940599,0.971928,0.924699,0.974927,0.950061,0.955032,0.942211,0.869434,0.934161,0.93225,0.765836,0.898086,0.890407,0.901763,0.94906,0.92847,0.817275,0.949527,0.935447,0.895303,0.956601,0.928262,0.962644,0.918251,0.933596,0.926004,0.791561,0.816421,0.964006,0.954991,0.875136,0.978389,0.979469,0.881803,0.935477,0.943631,0.942701,0.927133,0.904938,0.925969,0.942079,0.919394,0.939235,0.947538,0.872454,0.779635,0.94487,0.926996,0.909227,0.945997,0.82741,0.918274,0.825879,0.947999,0.850158,1.0,0.895079,0.975129,0.942891,0.95111,0.90466,0.9011,0.858778,0.944872,0.919661,0.953284,0.952292,0.945367
Robert Ferrars,0.857161,0.88688,0.899703,0.578725,0.859858,0.881685,0.835355,0.881558,0.886185,0.874338,0.894053,0.875535,0.758056,0.889731,0.880232,0.854404,0.907138,0.847369,0.585651,0.91473,0.94486,0.894677,0.922937,0.895248,0.878206,0.897735,0.910577,0.902975,0.891921,0.90044,0.890587,0.897473,0.901071,0.887556,0.86485,0.895615,0.872022,0.910005,0.90674,0.852237,0.886817,0.888067,0.881343,0.89013,0.918987,0.890756,0.897648,0.912868,0.901565,0.828746,0.89132,0.864772,0.713913,0.857693,0.849154,0.865069,0.930514,0.87253,0.80434,0.897445,0.899654,0.849086,0.906108,0.884738,0.872592,0.851813,0.855709,0.880417,0.747104,0.790768,0.886241,0.897092,0.83746,0.895994,0.891953,0.836437,0.87173,0.873854,0.88193,0.870336,0.843712,0.873961,0.91017,0.940997,0.879549,0.896726,0.83527,0.723357,0.911556,0.879304,0.863,0.907266,0.779008,0.897311,0.825192,0.892093,0.794566,0.895079,1.0,0.901458,0.892015,0.915578,0.863106,0.838774,0.838367,0.883635,0.887414,0.892129,0.894868,0.908919
Robert Martin,0.919982,0.955153,0.948039,0.491631,0.903612,0.962938,0.8947,0.943374,0.933089,0.929291,0.943303,0.94058,0.777128,0.937216,0.936244,0.901496,0.946348,0.920291,0.578459,0.949386,0.949766,0.939992,0.9433,0.952083,0.911433,0.972914,0.913961,0.949611,0.957878,0.973294,0.949303,0.934728,0.979349,0.94769,0.914419,0.978263,0.909765,0.963047,0.951287,0.908278,0.950301,0.946179,0.934209,0.958046,0.913526,0.969999,0.9599,0.953866,0.935382,0.859608,0.932966,0.921816,0.742018,0.8703,0.865256,0.889177,0.938168,0.918339,0.792333,0.946238,0.918244,0.885087,0.953126,0.917334,0.941137,0.912854,0.94036,0.938717,0.806419,0.798193,0.958793,0.953023,0.867787,0.965862,0.966716,0.877155,0.924728,0.917135,0.932985,0.907611,0.889204,0.914686,0.928095,0.899485,0.931969,0.950971,0.864839,0.741494,0.925856,0.907512,0.89444,0.939401,0.796007,0.919916,0.805028,0.950252,0.821845,0.975129,0.901458,1.0,0.934007,0.953371,0.895184,0.898825,0.844873,0.936611,0.921978,0.945667,0.954258,0.953353
Sir John Middleton,0.925871,0.936136,0.940666,0.557107,0.901784,0.93972,0.887111,0.916345,0.927518,0.922738,0.927694,0.930652,0.778586,0.928643,0.928842,0.932462,0.958108,0.91057,0.625215,0.934522,0.94848,0.928386,0.955698,0.933891,0.925531,0.939148,0.934181,0.934812,0.936383,0.945404,0.917689,0.92782,0.941176,0.922761,0.913516,0.933715,0.90681,0.941791,0.935057,0.895152,0.92494,0.926965,0.921007,0.935666,0.941748,0.938542,0.934074,0.951028,0.930207,0.868281,0.933326,0.930071,0.762549,0.958236,0.891874,0.893672,0.94597,0.916048,0.853333,0.932077,0.945458,0.882521,0.945524,0.922736,0.932916,0.91408,0.917918,0.919342,0.791193,0.81942,0.938894,0.943533,0.890428,0.945756,0.942716,0.889794,0.929456,0.912192,0.933301,0.921352,0.885569,0.924842,0.948264,0.930567,0.93094,0.937135,0.865709,0.775107,0.957983,0.917736,0.906943,0.94653,0.841345,0.92215,0.853997,0.935683,0.847401,0.942891,0.892015,0.934007,1.0,0.954635,0.925737,0.923711,0.865762,0.963107,0.915988,0.943493,0.938683,0.93877
Sir Thomas Bertram,0.931805,0.948677,0.967202,0.524014,0.91795,0.956094,0.895605,0.953549,0.947901,0.936809,0.963324,0.938221,0.780172,0.951216,0.935884,0.911667,0.956023,0.924411,0.607463,0.981562,0.965296,0.959228,0.960659,0.962648,0.927565,0.96461,0.940566,0.983472,0.958174,0.966817,0.956023,0.954591,0.965138,0.948883,0.928986,0.960776,0.926836,0.986122,0.966323,0.895088,0.959792,0.955492,0.942564,0.955017,0.936971,0.955354,0.964627,0.966886,0.965233,0.87725,0.978098,0.940444,0.75973,0.907697,0.896096,0.913106,0.959003,0.933844,0.81892,0.974218,0.936928,0.906676,0.983479,0.940967,0.938228,0.911911,0.936344,0.944971,0.797628,0.81675,0.953501,0.97319,0.881044,0.956114,0.957842,0.90695,0.936323,0.918716,0.942976,0.928286,0.884953,0.932381,0.946037,0.930737,0.942929,0.973255,0.883574,0.755742,0.948116,0.926,0.913887,0.980472,0.809574,0.957767,0.867405,0.956733,0.849851,0.95111,0.915578,0.953371,0.954635,1.0,0.923649,0.922846,0.898189,0.945982,0.961541,0.955254,0.959321,0.981432
Sir Walter Elliot,0.941671,0.892331,0.935718,0.535103,0.868319,0.889385,0.894581,0.895312,0.932411,0.876049,0.879955,0.882376,0.813877,0.90949,0.884268,0.860385,0.896663,0.853147,0.597537,0.889454,0.899138,0.882781,0.898432,0.886565,0.957708,0.895154,0.882367,0.88975,0.890308,0.900718,0.874761,0.890169,0.899878,0.887051,0.87161,0.894206,0.91692,0.903767,0.894453,0.860242,0.873861,0.875472,0.872684,0.893839,0.890218,0.885076,0.880575,0.894518,0.893716,0.821687,0.895234,0.887904,0.743721,0.888403,0.950129,0.902189,0.895163,0.871349,0.793246,0.894164,0.881474,0.846831,0.904841,0.923499,0.885897,0.877406,0.856755,0.863078,0.739629,0.843516,0.895546,0.907619,0.9647,0.900535,0.898803,0.864358,0.881093,0.879932,0.882967,0.933973,0.848364,0.923205,0.887489,0.887726,0.886037,0.889992,0.854366,0.730814,0.896173,0.880891,0.908348,0.906234,0.805973,0.878575,0.825117,0.918716,0.806608,0.90466,0.863106,0.895184,0.925737,0.923649,1.0,0.882677,0.836909,0.891481,0.872726,0.898925,0.943574,0.89444
Sir William Lucas,0.883799,0.897257,0.903071,0.488648,0.88179,0.903657,0.858332,0.884995,0.892003,0.905941,0.89266,0.917816,0.743912,0.896744,0.91546,0.865953,0.904456,0.910381,0.573779,0.898543,0.896806,0.892179,0.898875,0.922858,0.900486,0.90231,0.87167,0.900528,0.929726,0.906988,0.889496,0.891658,0.905809,0.922155,0.902413,0.895863,0.864955,0.908155,0.901657,0.849741,0.896553,0.898303,0.903512,0.892923,0.874617,0.898406,0.902055,0.906747,0.890541,0.835297,0.900127,0.925514,0.750764,0.876866,0.846256,0.85503,0.893456,0.894864,0.769987,0.901849,0.880181,0.860998,0.910789,0.882984,0.89165,0.87116,0.9119,0.899681,0.794144,0.771505,0.899551,0.910245,0.835666,0.908121,0.903535,0.864197,0.885378,0.862118,0.913131,0.877959,0.825211,0.881179,0.888612,0.857262,0.912325,0.901353,0.824508,0.760226,0.891407,0.864518,0.863347,0.900924,0.809996,0.875523,0.814139,0.896216,0.790698,0.9011,0.838774,0.898825,0.923711,0.922846,0.882677,1.0,0.810214,0.899981,0.880729,0.932463,0.910091,0.919083
Susan Price,0.833374,0.854048,0.879143,0.554538,0.838043,0.853637,0.816181,0.843741,0.860173,0.854644,0.864237,0.847798,0.731664,0.851536,0.847022,0.848825,0.854346,0.817089,0.620291,0.892821,0.872248,0.865303,0.877495,0.859254,0.853624,0.866756,0.90604,0.90617,0.847637,0.865857,0.843748,0.856319,0.85852,0.845543,0.859534,0.865556,0.855176,0.89646,0.866493,0.828826,0.848993,0.852872,0.858563,0.869652,0.860218,0.843535,0.84653,0.865612,0.888539,0.816548,0.901314,0.852421,0.719503,0.855095,0.847954,0.851273,0.877433,0.853565,0.787123,0.874793,0.867335,0.835038,0.90172,0.873171,0.863058,0.826944,0.808142,0.827255,0.709568,0.759424,0.845065,0.875099,0.799645,0.852064,0.855151,0.798687,0.851214,0.854759,0.845419,0.859501,0.804196,0.854239,0.861173,0.872835,0.861384,0.87945,0.811893,0.71341,0.872292,0.856969,0.840018,0.902855,0.763775,0.894012,0.84684,0.855455,0.794339,0.858778,0.838367,0.844873,0.865762,0.898189,0.836909,0.810214,1.0,0.866478,0.858613,0.859314,0.857414,0.889775
Thomas Palmer,0.920466,0.946349,0.946108,0.552935,0.917116,0.95569,0.877142,0.924972,0.924844,0.938741,0.944094,0.936692,0.75803,0.930108,0.943472,0.950092,0.96309,0.92322,0.608797,0.943462,0.952818,0.945049,0.967872,0.950474,0.913074,0.953764,0.946061,0.949446,0.942798,0.951224,0.92686,0.924414,0.948208,0.930891,0.926368,0.94834,0.909706,0.943472,0.940529,0.900754,0.94332,0.940745,0.939118,0.952393,0.934147,0.94317,0.943344,0.961078,0.934857,0.886063,0.944968,0.935761,0.777395,0.931634,0.873752,0.894192,0.958831,0.93146,0.850553,0.935353,0.953802,0.888615,0.955372,0.925927,0.945712,0.914681,0.930242,0.935158,0.790262,0.799626,0.945129,0.93865,0.857631,0.950219,0.949074,0.860568,0.940769,0.92216,0.944118,0.914774,0.897576,0.927416,0.954831,0.930633,0.943377,0.952547,0.865766,0.78176,0.964024,0.920137,0.909789,0.953608,0.829589,0.935084,0.838472,0.943278,0.855829,0.944872,0.883635,0.936611,0.963107,0.945982,0.891481,0.899981,0.866478,1.0,0.913853,0.945041,0.934563,0.94332
Tom Bertram,0.899705,0.92219,0.933303,0.518501,0.874274,0.925651,0.867695,0.928326,0.916443,0.904805,0.936973,0.902762,0.754676,0.93057,0.901928,0.887376,0.92593,0.903264,0.583579,0.960886,0.935319,0.933626,0.929205,0.931019,0.882445,0.93611,0.906566,0.952336,0.923901,0.940452,0.928677,0.922657,0.937181,0.912656,0.88977,0.928451,0.895743,0.955205,0.939601,0.867717,0.933241,0.932722,0.9092,0.924121,0.901576,0.931528,0.938586,0.936622,0.943873,0.860702,0.946144,0.900639,0.713509,0.869507,0.842312,0.883792,0.927454,0.899298,0.801209,0.950925,0.910214,0.887946,0.95515,0.912058,0.909541,0.883544,0.912219,0.921762,0.774504,0.799241,0.934149,0.949557,0.831897,0.932302,0.932896,0.905627,0.909692,0.885191,0.914085,0.892312,0.863895,0.905102,0.911743,0.89461,0.902889,0.942152,0.855045,0.737451,0.920584,0.895516,0.891798,0.948978,0.785914,0.929959,0.845789,0.921804,0.805408,0.919661,0.887414,0.921978,0.915988,0.961541,0.872726,0.880729,0.858613,0.913853,1.0,0.920451,0.921256,0.953731
William Collins,0.914368,0.950184,0.951159,0.535408,0.9357,0.951664,0.8949,0.932941,0.93519,0.968288,0.94736,0.977716,0.784838,0.940612,0.976062,0.91552,0.947802,0.941299,0.605252,0.943784,0.948157,0.944784,0.950742,0.97913,0.933919,0.954856,0.92312,0.948512,0.982312,0.955887,0.934579,0.941845,0.955025,0.970166,0.956617,0.950771,0.916992,0.953815,0.948875,0.899954,0.943601,0.942314,0.968388,0.951323,0.925019,0.945204,0.948601,0.954096,0.94041,0.9041,0.942173,0.972827,0.805735,0.905554,0.890356,0.905167,0.947753,0.959646,0.822508,0.946012,0.930798,0.916519,0.955342,0.933375,0.945187,0.918463,0.958436,0.953425,0.81738,0.820458,0.948341,0.947596,0.864306,0.953313,0.953851,0.88087,0.940404,0.92684,0.982758,0.92714,0.892745,0.927924,0.940465,0.921265,0.965575,0.94891,0.878062,0.820042,0.946953,0.92511,0.909876,0.951349,0.874808,0.932893,0.845347,0.942884,0.842629,0.953284,0.892129,0.945667,0.943493,0.955254,0.898925,0.932463,0.859314,0.945041,0.920451,1.0,0.949307,0.950372
William Elliot,0.941864,0.943131,0.979974,0.512012,0.906047,0.943374,0.924786,0.956672,0.965971,0.931891,0.942793,0.939694,0.810579,0.954154,0.935583,0.896318,0.946514,0.920852,0.581795,0.949523,0.948749,0.942558,0.946291,0.953085,0.958259,0.953542,0.916559,0.949568,0.956322,0.958697,0.945465,0.939727,0.958138,0.950289,0.919268,0.9507,0.935735,0.961684,0.94931,0.893013,0.94219,0.938693,0.933933,0.944513,0.917245,0.946086,0.950503,0.955581,0.931012,0.862314,0.938201,0.929632,0.750961,0.884823,0.928984,0.924507,0.939592,0.919293,0.800872,0.942742,0.925206,0.886361,0.95376,0.950441,0.927335,0.909422,0.926721,0.93219,0.796957,0.843243,0.941584,0.949645,0.905552,0.949843,0.946491,0.884604,0.924716,0.905644,0.931446,0.951537,0.882104,0.940685,0.930557,0.908077,0.938304,0.946504,0.88606,0.765151,0.931569,0.90861,0.924101,0.942459,0.81035,0.922323,0.83351,0.974268,0.835543,0.952292,0.894868,0.954258,0.938683,0.959321,0.943574,0.910091,0.857414,0.934563,0.921256,0.949307,1.0,0.954572
William Price,0.927783,0.944378,0.964753,0.510203,0.908418,0.953609,0.897213,0.961874,0.948508,0.935015,0.968875,0.93857,0.768202,0.953352,0.933148,0.908729,0.954973,0.934358,0.591244,0.982471,0.96313,0.962937,0.958053,0.965879,0.913579,0.964216,0.935413,0.985242,0.95824,0.968952,0.963924,0.952673,0.963452,0.949575,0.922559,0.959024,0.919811,0.986976,0.969505,0.890071,0.9663,0.962393,0.944166,0.950788,0.924672,0.957747,0.968607,0.970781,0.955337,0.879981,0.967957,0.93187,0.74075,0.885717,0.868135,0.909597,0.955067,0.934994,0.807452,0.963775,0.934219,0.904192,0.979268,0.93389,0.933163,0.904463,0.941041,0.953241,0.799765,0.803721,0.950219,0.963832,0.851,0.952688,0.954774,0.885929,0.929962,0.905293,0.938403,0.914948,0.881783,0.928008,0.939083,0.915912,0.937813,0.970449,0.879956,0.744211,0.940843,0.913669,0.904661,0.967445,0.794825,0.961258,0.854275,0.951604,0.831113,0.945367,0.908919,0.953353,0.93877,0.981432,0.89444,0.919083,0.889775,0.94332,0.953731,0.950372,0.954572,1.0
