character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Mr. Perry,0.930839,0.974799,0.949246,0.520852,0.912396,0.971788,0.881598,0.936473,0.928541,0.93445,0.952103,0.935192,0.761794,0.94216,0.942263,0.916467,0.94406,0.929698,0.608022,0.949993,0.941677,0.950575,0.943718,0.95408,0.908536,0.975986,0.919538,0.953465,0.95113,0.976583,0.941003,0.936427,0.975986,0.937141,0.915623,0.966922,0.912173,0.953852,0.950277,0.920697,0.951994,0.94554,0.936328,0.970214,0.915781,0.965428,0.956423,0.949554,0.942412,0.882873,0.943188,0.932288,0.753285,0.889486,0.865814,0.894574,0.940721,0.927509,0.807432,0.943856,0.921734,0.89379,0.958647,0.924053,0.963328,0.92432,0.947806,0.9444,0.791261,0.812625,1.0,0.949481,0.867512,0.976844,0.979141,0.884319,0.947613,0.939227,0.949061,0.919736,0.909667,0.92978,0.933266,0.90232,0.937954,0.957546,0.874863,0.772421,0.942767,0.915851,0.911865,0.954769,0.826078,0.934236,0.820295,0.953393,0.840212,0.964006,0.886241,0.958793,0.938894,0.953501,0.895546,0.899551,0.845065,0.945129,0.934149,0.948341,0.941584,0.950219
Mr. Rushworth,0.922574,0.944676,0.951232,0.520508,0.906641,0.951226,0.901049,0.939088,0.940887,0.929755,0.943687,0.935517,0.78769,0.945003,0.933435,0.900292,0.944562,0.920289,0.631296,0.967635,0.950251,0.94178,0.944019,0.946409,0.918368,0.955611,0.920668,0.960917,0.951211,0.958549,0.947273,0.936159,0.960955,0.941416,0.91748,0.952596,0.921664,0.973314,0.951912,0.893072,0.946951,0.94723,0.928199,0.945303,0.921486,0.952722,0.955706,0.950189,0.962942,0.86917,0.953756,0.926645,0.746613,0.897293,0.886177,0.906154,0.941928,0.922479,0.810985,0.977509,0.923929,0.891448,0.976403,0.929594,0.935936,0.912851,0.932397,0.928693,0.809122,0.824878,0.949481,1.0,0.871057,0.95422,0.954668,0.916416,0.930711,0.908222,0.934028,0.922024,0.885339,0.925879,0.931762,0.910897,0.928673,0.963165,0.871624,0.765302,0.933911,0.917918,0.912562,0.963578,0.814661,0.930389,0.851131,0.940761,0.84081,0.954991,0.897092,0.953023,0.943533,0.97319,0.907619,0.910245,0.875099,0.93865,0.949557,0.947596,0.949645,0.963832
Mr. Shepherd,0.919694,0.859364,0.891825,0.532544,0.833393,0.851962,0.8497,0.846632,0.890754,0.83933,0.834619,0.846598,0.789974,0.866405,0.855439,0.826477,0.857069,0.810752,0.607077,0.843984,0.860213,0.839957,0.859568,0.843703,0.9151,0.858821,0.848392,0.843798,0.852645,0.864419,0.824626,0.84849,0.867014,0.852138,0.834872,0.860143,0.87956,0.861017,0.852766,0.834261,0.827814,0.830481,0.831493,0.858912,0.864554,0.849046,0.840163,0.854785,0.856171,0.787713,0.850471,0.846936,0.705596,0.85105,0.91508,0.859799,0.856051,0.833885,0.767882,0.848482,0.841994,0.805127,0.862922,0.884323,0.855313,0.854953,0.817338,0.831113,0.702765,0.824855,0.867512,0.871057,1.0,0.871608,0.867171,0.841437,0.846691,0.857193,0.852423,0.899336,0.830744,0.8916,0.851784,0.8573,0.850089,0.8501,0.819552,0.70104,0.863586,0.852329,0.875879,0.869465,0.792233,0.843283,0.790976,0.887524,0.783646,0.875136,0.83746,0.867787,0.890428,0.881044,0.9647,0.835666,0.799645,0.857631,0.831897,0.864306,0.905552,0.851
Mr. Weston,0.92961,0.992158,0.95241,0.525941,0.90989,0.976759,0.89082,0.939987,0.934801,0.936307,0.948617,0.939215,0.776317,0.944257,0.944752,0.920086,0.953312,0.927855,0.613363,0.952253,0.950934,0.950942,0.952721,0.955655,0.917436,0.982461,0.927315,0.952347,0.955257,0.985289,0.94017,0.9354,0.984667,0.944733,0.919522,0.972734,0.913877,0.955509,0.952531,0.934559,0.949151,0.946444,0.939195,0.972983,0.92805,0.972368,0.955554,0.955067,0.943409,0.876941,0.942776,0.933198,0.755323,0.897235,0.87654,0.899595,0.945769,0.927876,0.82116,0.947299,0.930858,0.890722,0.958815,0.929457,0.965429,0.925571,0.943925,0.943891,0.794867,0.82135,0.976844,0.95422,0.871608,1.0,0.982628,0.887317,0.946339,0.945845,0.949833,0.926359,0.913243,0.935466,0.942051,0.915552,0.943711,0.955983,0.876978,0.785964,0.947688,0.926319,0.917862,0.954744,0.830258,0.931441,0.830958,0.956272,0.853607,0.978389,0.895994,0.965862,0.945756,0.956114,0.900535,0.908121,0.852064,0.950219,0.932302,0.953313,0.949843,0.952688
Mr. Woodhouse,0.927331,0.980165,0.953973,0.51549,0.91523,0.978381,0.889822,0.941204,0.933031,0.936605,0.953099,0.94124,0.770431,0.945506,0.942459,0.917897,0.950597,0.923641,0.612162,0.955946,0.951262,0.953194,0.951575,0.957521,0.917548,0.986219,0.924427,0.957186,0.954835,0.981559,0.943702,0.939099,0.986698,0.943685,0.923448,0.978009,0.917909,0.958389,0.95394,0.94906,0.954487,0.951219,0.944996,0.975908,0.929936,0.97678,0.955723,0.953993,0.946693,0.881285,0.948533,0.935178,0.765066,0.895795,0.878428,0.901558,0.947655,0.931398,0.818908,0.951062,0.929147,0.899289,0.960921,0.931541,0.969141,0.925806,0.947281,0.942585,0.796307,0.821567,0.979141,0.954668,0.867171,0.982628,1.0,0.882815,0.944403,0.950084,0.950997,0.924373,0.908728,0.931778,0.943671,0.914507,0.943824,0.957334,0.879384,0.770816,0.944814,0.930035,0.916406,0.956624,0.826415,0.93603,0.824132,0.950732,0.855499,0.979469,0.891953,0.966716,0.942716,0.957842,0.898803,0.903535,0.855151,0.949074,0.932896,0.953851,0.946491,0.954774
Mr. Yates,0.864348,0.871092,0.873572,0.515979,0.8293,0.862904,0.832423,0.85685,0.870119,0.849246,0.858335,0.863546,0.757044,0.874637,0.859716,0.833087,0.863975,0.849897,0.59727,0.880988,0.869349,0.861888,0.859821,0.859597,0.858487,0.871251,0.841157,0.868912,0.872606,0.882599,0.857046,0.868114,0.883353,0.860913,0.830553,0.865795,0.854369,0.896595,0.880804,0.828853,0.856799,0.866169,0.841044,0.862633,0.852977,0.875064,0.877517,0.865844,0.894072,0.798614,0.865156,0.855074,0.670639,0.842357,0.826749,0.836826,0.858431,0.840928,0.753549,0.89406,0.842825,0.819141,0.890162,0.857683,0.866,0.865384,0.848817,0.854425,0.749279,0.798335,0.884319,0.916416,0.841437,0.887317,0.882815,1.0,0.868513,0.849185,0.862686,0.866417,0.839887,0.85703,0.847913,0.841116,0.850534,0.871609,0.805685,0.722643,0.866224,0.857767,0.860991,0.882852,0.797797,0.852931,0.816338,0.871361,0.785109,0.881803,0.836437,0.877155,0.889794,0.90695,0.864358,0.864197,0.798687,0.860568,0.905627,0.88087,0.884604,0.885929
Mrs. Allen,0.912899,0.947103,0.939245,0.554499,0.90216,0.947549,0.868649,0.916466,0.918045,0.931095,0.956463,0.923984,0.764392,0.924523,0.937886,0.926901,0.929815,0.91286,0.615086,0.930054,0.926973,0.954201,0.938254,0.942873,0.90505,0.947718,0.916964,0.937301,0.933613,0.942149,0.927456,0.938625,0.942472,0.916724,0.913655,0.940935,0.906129,0.930575,0.948112,0.905238,0.947207,0.94737,0.929398,0.947198,0.903627,0.932411,0.949821,0.93433,0.933135,0.896658,0.930055,0.936919,0.769173,0.900111,0.868805,0.896417,0.932065,0.926893,0.834012,0.929828,0.92516,0.891025,0.946305,0.924921,0.945456,0.958836,0.923545,0.928757,0.78226,0.807475,0.947613,0.930711,0.846691,0.946339,0.944403,0.868513,1.0,0.927939,0.946833,0.926662,0.899272,0.929438,0.929983,0.908956,0.941201,0.94283,0.871325,0.809041,0.944516,0.94944,0.913814,0.949409,0.84568,0.932323,0.831583,0.942008,0.882471,0.935477,0.87173,0.924728,0.929456,0.936323,0.881093,0.885378,0.851214,0.940769,0.909692,0.940404,0.924716,0.929962
Mrs. Bates,0.894688,0.952153,0.924978,0.557628,0.903479,0.943362,0.858872,0.89606,0.902944,0.924058,0.915641,0.914038,0.770494,0.905303,0.926824,0.90278,0.912836,0.878879,0.651672,0.912286,0.916688,0.920332,0.925092,0.922765,0.901282,0.953069,0.912013,0.920001,0.915415,0.941019,0.892219,0.900958,0.946353,0.905809,0.906403,0.94728,0.903935,0.908428,0.911393,0.925159,0.906071,0.902516,0.923461,0.961351,0.905901,0.921681,0.901395,0.914443,0.923751,0.877639,0.921433,0.915978,0.782316,0.897319,0.883769,0.893667,0.921822,0.912024,0.831148,0.911015,0.911395,0.87657,0.929989,0.916911,0.972556,0.896352,0.892189,0.897824,0.765087,0.807056,0.939227,0.908222,0.857193,0.945845,0.950084,0.849185,0.927939,1.0,0.931628,0.922065,0.89728,0.918438,0.922412,0.914304,0.929492,0.925293,0.877353,0.807223,0.931896,0.917579,0.905899,0.938137,0.841569,0.920097,0.836723,0.922797,0.858297,0.943631,0.873854,0.917135,0.912192,0.918716,0.879932,0.862118,0.854759,0.92216,0.885191,0.92684,0.905644,0.905293
Mrs. Bennet,0.910441,0.94993,0.942858,0.535218,0.928275,0.954593,0.883814,0.9246,0.921551,0.970885,0.94524,0.97337,0.762217,0.932979,0.971461,0.918246,0.94154,0.936527,0.618191,0.936411,0.939302,0.944393,0.94868,0.977993,0.918976,0.951874,0.923686,0.944473,0.973866,0.9471,0.925109,0.92751,0.947974,0.956093,0.954556,0.947147,0.910671,0.938818,0.939814,0.901503,0.942872,0.9381,0.971466,0.952318,0.921424,0.938973,0.941566,0.94618,0.936568,0.916265,0.940311,0.965442,0.810138,0.906377,0.876599,0.89715,0.944961,0.96526,0.825005,0.938589,0.928672,0.915493,0.950463,0.92785,0.950062,0.911079,0.965646,0.958648,0.812278,0.808318,0.949061,0.934028,0.852423,0.949833,0.950997,0.862686,0.946833,0.931628,1.0,0.924564,0.893183,0.929709,0.946308,0.921803,0.964724,0.950755,0.871582,0.829759,0.94812,0.925429,0.91178,0.95094,0.86947,0.938615,0.831794,0.94117,0.8493,0.942701,0.88193,0.932985,0.933301,0.942976,0.882967,0.913131,0.845419,0.944118,0.914085,0.982758,0.931446,0.938403
Mrs. Clay,0.929285,0.928709,0.962516,0.562191,0.894636,0.925834,0.906671,0.919194,0.946625,0.917969,0.917115,0.910008,0.829586,0.941079,0.919246,0.903466,0.91212,0.888448,0.642897,0.914605,0.917016,0.91958,0.924861,0.922437,0.952675,0.929729,0.908393,0.920843,0.91497,0.925765,0.899199,0.905611,0.923828,0.906104,0.907263,0.927156,0.945407,0.918682,0.917472,0.898103,0.905897,0.902102,0.910856,0.93249,0.896321,0.905452,0.90353,0.91486,0.922398,0.870389,0.922825,0.91909,0.772932,0.909066,0.948237,0.938099,0.92309,0.913343,0.83043,0.92352,0.913742,0.886269,0.934776,0.959102,0.932686,0.894976,0.885732,0.897829,0.761925,0.868027,0.919736,0.922024,0.899336,0.926359,0.924373,0.866417,0.926662,0.922065,0.924564,1.0,0.883685,0.953557,0.920515,0.912441,0.925508,0.925056,0.907349,0.801879,0.931406,0.908846,0.949507,0.937724,0.831713,0.916062,0.842442,0.945399,0.863056,0.927133,0.870336,0.907611,0.921352,0.928286,0.933973,0.877959,0.859501,0.914774,0.892312,0.92714,0.951537,0.914948
Mrs. Cole,0.871623,0.906864,0.889291,0.582645,0.854475,0.89684,0.81423,0.867595,0.872979,0.875779,0.885704,0.871774,0.743122,0.883361,0.88871,0.866124,0.888073,0.85986,0.593467,0.876806,0.88129,0.894776,0.889071,0.88303,0.8611,0.901849,0.864959,0.876755,0.878381,0.906029,0.861419,0.873668,0.903846,0.864714,0.855389,0.893815,0.861108,0.882725,0.890795,0.880335,0.875547,0.877594,0.87294,0.907386,0.861429,0.894144,0.886118,0.887905,0.881581,0.840064,0.872109,0.874146,0.70481,0.845603,0.834096,0.852293,0.884864,0.871736,0.798508,0.873709,0.871405,0.834176,0.889809,0.881344,0.906184,0.875736,0.862332,0.893392,0.71911,0.799241,0.909667,0.885339,0.830744,0.913243,0.908728,0.839887,0.899272,0.89728,0.893183,0.883685,1.0,0.88564,0.87579,0.86785,0.885186,0.885429,0.832826,0.7628,0.902808,0.878639,0.868012,0.896677,0.81143,0.876704,0.810353,0.899217,0.803784,0.904938,0.843712,0.889204,0.885569,0.884953,0.848364,0.825211,0.804196,0.897576,0.863895,0.892745,0.882104,0.881783
Mrs. Croft,0.96104,0.936913,0.963383,0.553099,0.903661,0.933456,0.925835,0.943129,0.964155,0.919244,0.924741,0.91374,0.823626,0.953806,0.920325,0.904164,0.924957,0.899137,0.62116,0.925502,0.927206,0.926347,0.933967,0.929554,0.930021,0.935537,0.914887,0.929763,0.92312,0.934556,0.91457,0.907588,0.932019,0.917557,0.913327,0.931919,0.950786,0.928426,0.924763,0.896041,0.919156,0.918816,0.919307,0.936303,0.905119,0.921296,0.918739,0.927976,0.926138,0.870949,0.929152,0.920704,0.764197,0.90129,0.916483,0.948045,0.931087,0.919263,0.82746,0.92643,0.921498,0.886728,0.93934,0.960771,0.930779,0.898531,0.903763,0.910883,0.770661,0.879077,0.92978,0.925879,0.8916,0.935466,0.931778,0.85703,0.929438,0.918438,0.929709,0.953557,0.88564,1.0,0.926075,0.912544,0.924715,0.932567,0.914572,0.79303,0.935129,0.912386,0.96561,0.941368,0.830739,0.916408,0.8322,0.945329,0.855629,0.925969,0.873961,0.914686,0.924842,0.932381,0.923205,0.881179,0.854239,0.927416,0.905102,0.927924,0.940685,0.928008
Mrs. Dashwood,0.902543,0.944077,0.942796,0.552289,0.911011,0.947429,0.877299,0.924337,0.917899,0.932303,0.940852,0.927744,0.75177,0.923231,0.927464,0.921986,0.967369,0.905573,0.617862,0.943457,0.969531,0.942823,0.982908,0.95013,0.913372,0.950199,0.947077,0.947006,0.941625,0.943086,0.926554,0.9284,0.945084,0.930332,0.926938,0.945196,0.904125,0.941846,0.938315,0.902211,0.934272,0.930697,0.939406,0.947576,0.967732,0.936672,0.931231,0.970806,0.935741,0.874658,0.940697,0.927352,0.767432,0.923691,0.88241,0.895021,0.966159,0.929641,0.868456,0.943217,0.972931,0.892798,0.949575,0.924484,0.934841,0.897008,0.921544,0.926634,0.774734,0.800759,0.933266,0.931762,0.851784,0.942051,0.943671,0.847913,0.929983,0.922412,0.946308,0.920515,0.87579,0.926075,1.0,0.964188,0.939222,0.946152,0.874576,0.777442,0.971865,0.928871,0.902916,0.952078,0.812897,0.932814,0.829453,0.940129,0.860711,0.942079,0.91017,0.928095,0.948264,0.946037,0.887489,0.888612,0.861173,0.954831,0.911743,0.940465,0.930557,0.939083
Mrs. Ferrars,0.878151,0.917721,0.922541,0.639649,0.896709,0.91069,0.855926,0.890208,0.902852,0.907905,0.912668,0.902495,0.764683,0.902193,0.90913,0.90093,0.944981,0.864216,0.632231,0.924757,0.96686,0.917307,0.967512,0.91866,0.905876,0.921205,0.955552,0.922616,0.909835,0.915508,0.896384,0.911417,0.915257,0.90426,0.903088,0.916864,0.89864,0.920111,0.916631,0.890684,0.900682,0.903763,0.912768,0.920904,0.955114,0.901739,0.900633,0.942298,0.923769,0.858234,0.920078,0.902889,0.768227,0.923612,0.896467,0.892452,0.964779,0.908657,0.872245,0.924097,0.957205,0.873603,0.92729,0.915989,0.914081,0.878159,0.871562,0.892986,0.740292,0.812561,0.90232,0.910897,0.8573,0.915552,0.914507,0.841116,0.908956,0.914304,0.921803,0.912441,0.86785,0.912544,0.964188,1.0,0.912251,0.916328,0.86296,0.773114,0.966999,0.928279,0.894653,0.939178,0.817363,0.920158,0.847011,0.910322,0.854497,0.919394,0.940997,0.899485,0.930567,0.930737,0.887726,0.857262,0.872835,0.930633,0.89461,0.921265,0.908077,0.915912
Mrs. Gardiner,0.909346,0.94461,0.94821,0.523972,0.923377,0.951311,0.87693,0.924185,0.924163,0.964454,0.944566,0.96188,0.767871,0.925928,0.959295,0.922605,0.938543,0.935317,0.609961,0.936739,0.937872,0.9419,0.945756,0.972451,0.926375,0.950027,0.920932,0.947027,0.967796,0.948134,0.925803,0.929438,0.945161,0.957987,0.956597,0.945215,0.904731,0.939318,0.936335,0.897771,0.939185,0.934863,0.96318,0.951864,0.916359,0.933278,0.936528,0.944161,0.929813,0.902182,0.941388,0.95932,0.803017,0.898754,0.881006,0.895741,0.939038,0.949944,0.816711,0.93156,0.925203,0.903515,0.952075,0.928402,0.946246,0.907697,0.944315,0.947599,0.807727,0.785179,0.937954,0.928673,0.850089,0.943711,0.943824,0.850534,0.941201,0.929492,0.964724,0.925508,0.885186,0.924715,0.939222,0.912251,1.0,0.952772,0.870939,0.823799,0.938014,0.913425,0.899685,0.949336,0.853082,0.935829,0.828533,0.944815,0.850161,0.939235,0.879549,0.931969,0.93094,0.942929,0.886037,0.912325,0.861384,0.943377,0.902889,0.965575,0.938304,0.937813
Mrs. Grant,0.926305,0.953053,0.964692,0.505052,0.919753,0.973254,0.883659,0.953925,0.935136,0.945189,0.971037,0.938336,0.762821,0.946709,0.941774,0.92546,0.950366,0.932842,0.63281,0.976058,0.957155,0.963934,0.958259,0.970495,0.911452,0.972063,0.932426,0.985016,0.956888,0.967141,0.957449,0.943235,0.964403,0.94668,0.93311,0.969193,0.920002,0.974426,0.959535,0.894457,0.972165,0.961153,0.950464,0.965851,0.91996,0.958068,0.964355,0.962819,0.966915,0.894047,0.977428,0.942302,0.763919,0.899952,0.868097,0.902561,0.95543,0.943741,0.804616,0.970775,0.933161,0.908565,0.9863,0.935451,0.951243,0.906912,0.952745,0.952684,0.808129,0.778793,0.957546,0.963165,0.8501,0.955983,0.957334,0.871609,0.94283,0.925293,0.950755,0.925056,0.885429,0.932567,0.946152,0.916328,0.952772,1.0,0.878569,0.762802,0.942829,0.91493,0.90866,0.978376,0.803745,0.962888,0.829063,0.962094,0.851452,0.947538,0.896726,0.950971,0.937135,0.973255,0.889992,0.901353,0.87945,0.952547,0.942152,0.94891,0.946504,0.970449
Mrs. Harville,0.873036,0.878211,0.911078,0.515747,0.855166,0.874153,0.881891,0.904916,0.912747,0.860299,0.872861,0.860521,0.795645,0.913923,0.862459,0.851206,0.866066,0.831343,0.604223,0.872541,0.872572,0.874073,0.877762,0.875503,0.877613,0.882737,0.85288,0.879078,0.865868,0.878833,0.863636,0.865586,0.874026,0.863385,0.856582,0.891884,0.912633,0.874034,0.870882,0.863918,0.864431,0.86266,0.862797,0.877786,0.864134,0.858394,0.863192,0.873989,0.876602,0.828667,0.887129,0.861417,0.707107,0.84641,0.86206,0.921967,0.873435,0.869687,0.784507,0.872952,0.863995,0.837601,0.882424,0.910426,0.878241,0.842167,0.844125,0.864369,0.735518,0.838604,0.874863,0.871624,0.819552,0.876978,0.879384,0.805685,0.871325,0.877353,0.871582,0.907349,0.832826,0.914572,0.874576,0.86296,0.870939,0.878569,1.0,0.756874,0.882321,0.856241,0.913323,0.89875,0.77732,0.88948,0.784826,0.883572,0.822259,0.872454,0.83527,0.864839,0.865709,0.883574,0.854366,0.824508,0.811893,0.865766,0.855045,0.878062,0.88606,0.879956
Mrs. Hurst,0.739248,0.794734,0.775738,0.49939,0.782326,0.770415,0.733179,0.738695,0.774348,0.850171,0.764968,0.825798,0.686965,0.764907,0.825383,0.772528,0.76334,0.788496,0.565959,0.750368,0.756416,0.774168,0.7782,0.808928,0.793219,0.775534,0.76383,0.753406,0.81326,0.765507,0.740035,0.756697,0.769971,0.788915,0.818906,0.769599,0.769764,0.742204,0.759055,0.775646,0.748361,0.751856,0.808352,0.787036,0.752292,0.751073,0.756661,0.766474,0.771794,0.794675,0.748713,0.805372,0.692157,0.779796,0.757307,0.775735,0.771525,0.805621,0.7454,0.761108,0.78253,0.759028,0.777586,0.789192,0.81353,0.750649,0.771534,0.768727,0.705305,0.715112,0.772421,0.765302,0.70104,0.785964,0.770816,0.722643,0.809041,0.807223,0.829759,0.801879,0.7628,0.79303,0.777442,0.773114,0.823799,0.762802,0.756874,1.0,0.798018,0.77384,0.776049,0.784771,0.775608,0.768664,0.73696,0.75756,0.737036,0.779635,0.723357,0.741494,0.775107,0.755742,0.730814,0.760226,0.71341,0.78176,0.737451,0.820042,0.765151,0.744211
Mrs. Jennings,0.911722,0.948814,0.945335,0.636936,0.91486,0.947756,0.87935,0.922406,0.923527,0.93581,0.942011,0.925966,0.763524,0.927141,0.937233,0.935429,0.972573,0.909282,0.62364,0.943362,0.971432,0.946714,0.985976,0.947992,0.918953,0.950261,0.959954,0.945631,0.936832,0.944016,0.922927,0.925487,0.945664,0.926208,0.924546,0.945209,0.912811,0.939739,0.939065,0.908482,0.935115,0.934647,0.939564,0.952095,0.950701,0.935995,0.93554,0.970128,0.941818,0.884224,0.943873,0.932223,0.774426,0.93778,0.892009,0.905752,0.974767,0.934293,0.878599,0.940924,0.978708,0.89653,0.951086,0.932394,0.945114,0.907766,0.91508,0.930095,0.765257,0.819893,0.942767,0.933911,0.863586,0.947688,0.944814,0.866224,0.944516,0.931896,0.94812,0.931406,0.902808,0.935129,0.971865,0.966999,0.938014,0.942829,0.882321,0.798018,1.0,0.934581,0.914359,0.959758,0.840798,0.934689,0.856271,0.943261,0.861362,0.94487,0.911556,0.925856,0.957983,0.948116,0.896173,0.891407,0.872292,0.964024,0.920584,0.946953,0.931569,0.940843
Mrs. Morland,0.885182,0.926442,0.922284,0.575191,0.893168,0.914171,0.867884,0.895902,0.905859,0.908821,0.9357,0.905961,0.778158,0.908176,0.913709,0.893641,0.921449,0.869459,0.616643,0.913324,0.925224,0.941714,0.93311,0.917088,0.899163,0.926532,0.909955,0.914881,0.911181,0.922985,0.915448,0.938173,0.924717,0.905344,0.90226,0.923216,0.903009,0.917589,0.944117,0.902169,0.923927,0.938616,0.913662,0.926238,0.918035,0.911994,0.931694,0.924008,0.91838,0.867083,0.909748,0.914781,0.757985,0.896999,0.882256,0.892882,0.925184,0.907155,0.83786,0.916648,0.920849,0.882072,0.924464,0.916209,0.922859,0.928646,0.882699,0.895062,0.75474,0.827482,0.915851,0.917918,0.852329,0.926319,0.930035,0.857767,0.94944,0.917579,0.925429,0.908846,0.878639,0.912386,0.928871,0.928279,0.913425,0.91493,0.856241,0.77384,0.934581,1.0,0.90419,0.93028,0.832301,0.914018,0.827297,0.911598,0.897069,0.926996,0.879304,0.907512,0.917736,0.926,0.880891,0.864518,0.856969,0.920137,0.895516,0.92511,0.90861,0.913669
Mrs. Musgrove,0.925293,0.917971,0.949758,0.550122,0.886203,0.909546,0.924071,0.924796,0.953731,0.897668,0.899121,0.8932,0.859629,0.954031,0.904354,0.881844,0.900241,0.880233,0.629844,0.906062,0.904735,0.903578,0.908678,0.901887,0.921113,0.913543,0.893233,0.905856,0.897593,0.913682,0.890038,0.887879,0.911606,0.889996,0.887047,0.911783,0.957892,0.905324,0.906521,0.883924,0.8953,0.896989,0.894019,0.915347,0.889478,0.899071,0.897976,0.900457,0.909999,0.85584,0.909021,0.899355,0.748349,0.889281,0.912947,0.949768,0.908407,0.898953,0.814119,0.907543,0.899514,0.876116,0.919669,0.956946,0.917655,0.887082,0.879186,0.887875,0.765631,0.919739,0.911865,0.912562,0.875879,0.917862,0.916406,0.860991,0.913814,0.905899,0.91178,0.949507,0.868012,0.96561,0.902916,0.894653,0.899685,0.90866,0.913323,0.776049,0.914359,0.90419,1.0,0.923649,0.832852,0.899792,0.830814,0.924268,0.857514,0.909227,0.863,0.89444,0.906943,0.913887,0.908348,0.863347,0.840018,0.909789,0.891798,0.909876,0.924101,0.904661
Mrs. Norris,0.926821,0.952751,0.962972,0.554463,0.922161,0.963052,0.88461,0.940887,0.937219,0.941313,0.962083,0.930784,0.770647,0.946296,0.939938,0.927851,0.950636,0.919382,0.638071,0.975771,0.959816,0.958967,0.963344,0.959745,0.919011,0.965274,0.949413,0.981834,0.947511,0.960246,0.941461,0.94153,0.958707,0.937644,0.933412,0.961177,0.928049,0.969833,0.954106,0.90509,0.955806,0.948997,0.943202,0.963121,0.936586,0.947217,0.953072,0.959396,0.969423,0.896378,0.982825,0.943552,0.779694,0.921041,0.895341,0.916165,0.96093,0.941304,0.839115,0.96865,0.94281,0.910882,0.984774,0.946097,0.955359,0.913519,0.933075,0.942533,0.790015,0.810596,0.954769,0.963578,0.869465,0.954744,0.956624,0.882852,0.949409,0.938137,0.95094,0.937724,0.896677,0.941368,0.952078,0.939178,0.949336,0.978376,0.89875,0.784771,0.959758,0.93028,0.923649,1.0,0.827367,0.967778,0.868428,0.955504,0.867484,0.945997,0.907266,0.939401,0.94653,0.980472,0.906234,0.900924,0.902855,0.953608,0.948978,0.951349,0.942459,0.967445
Mrs. Phillips,0.804697,0.830168,0.813751,0.572013,0.818848,0.811803,0.793345,0.781131,0.816694,0.841334,0.794922,0.85116,0.728935,0.809604,0.865527,0.807929,0.812426,0.806704,0.616416,0.788599,0.806724,0.800956,0.818894,0.828537,0.83336,0.811941,0.80801,0.790395,0.836186,0.813659,0.76895,0.799449,0.813754,0.835723,0.836049,0.806508,0.811236,0.796966,0.802285,0.798186,0.785125,0.795675,0.833902,0.820575,0.812102,0.797508,0.794899,0.805572,0.819397,0.818773,0.798166,0.854098,0.736136,0.843119,0.810173,0.807207,0.81906,0.859356,0.771206,0.79743,0.811251,0.803606,0.814831,0.823716,0.83819,0.830414,0.807697,0.815784,0.715328,0.770298,0.826078,0.814661,0.792233,0.830258,0.826415,0.797797,0.84568,0.841569,0.86947,0.831713,0.81143,0.830739,0.812897,0.817363,0.853082,0.803745,0.77732,0.775608,0.840798,0.832301,0.832852,0.827367,1.0,0.803046,0.787066,0.811201,0.779287,0.82741,0.779008,0.796007,0.841345,0.809574,0.805973,0.809996,0.763775,0.829589,0.785914,0.874808,0.81035,0.794825
