character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Mr. Gardiner,0.937924,0.956129,0.952145,0.946934,0.810018,0.921608,0.936927,0.951148,0.933186,0.934817,0.948448,0.952038,0.920191,0.937745,0.934312,0.885219,0.949614,0.935899,0.948278,0.947435,0.954299,0.942989,0.950104,0.899294,0.937896,0.94859,0.948128,0.784526,0.931972,0.949351,0.953909,0.904392,0.946044,0.824774,0.950737,0.946414,0.896427,0.94575,0.90357,0.958946,0.949205,0.93542,0.944593,0.938187,0.945262,0.935072,0.959241,0.738836,0.903452,0.930032,0.926249,0.940833,0.943914,0.900392,0.936866,0.941098,0.862638,0.951274,0.943397,0.943499,0.926879,0.947142,1.0,0.894819,0.920371,0.912943,0.948446,0.943545,0.909407,0.923098,0.909603,0.959225,0.923263,0.874957,0.933653,0.951841,0.784138,0.959598,0.941243,0.715761,0.869564,0.946263,0.890587,0.947391,0.921377,0.9456,0.916999,0.949889,0.922938,0.932592,0.947309,0.927282,0.937983,0.769016,0.860895,0.939333,0.925736,0.92875
Mr. Hurst,0.887468,0.925392,0.934391,0.9024,0.85966,0.927154,0.941868,0.943652,0.949846,0.937477,0.919195,0.939528,0.92371,0.931806,0.923183,0.902227,0.938786,0.943593,0.937931,0.941114,0.948735,0.909302,0.936434,0.870602,0.949543,0.945156,0.937675,0.839032,0.942556,0.935221,0.946052,0.921921,0.941588,0.793079,0.93146,0.93652,0.89771,0.930751,0.929479,0.940878,0.925282,0.912165,0.926072,0.947503,0.934486,0.941836,0.9239,0.828071,0.931276,0.927915,0.917785,0.937864,0.936319,0.925827,0.938287,0.942739,0.900253,0.943966,0.919774,0.897889,0.922571,0.93993,0.894819,1.0,0.936246,0.875227,0.922626,0.922039,0.914985,0.938811,0.87677,0.930501,0.895722,0.867418,0.915264,0.932326,0.777715,0.932932,0.91206,0.641453,0.858843,0.931309,0.8929,0.917623,0.899432,0.917819,0.925549,0.92289,0.902141,0.932601,0.941629,0.899176,0.938291,0.761125,0.906226,0.906329,0.902788,0.906126
Mr. Rushworth,0.92975,0.952782,0.958945,0.934607,0.867604,0.94705,0.963308,0.954779,0.972429,0.953776,0.945852,0.953692,0.945594,0.948419,0.946392,0.9188,0.968479,0.958013,0.963099,0.961208,0.968139,0.936888,0.959578,0.886647,0.974038,0.964107,0.96589,0.843923,0.960501,0.95933,0.958869,0.926093,0.962473,0.793289,0.962969,0.968456,0.91011,0.962269,0.940509,0.959617,0.94772,0.931624,0.960542,0.962481,0.967847,0.966145,0.946769,0.793936,0.940057,0.935045,0.945782,0.956953,0.958996,0.925377,0.968588,0.963823,0.904151,0.969372,0.944885,0.925364,0.942819,0.951658,0.920371,0.936246,1.0,0.893042,0.952653,0.947117,0.954942,0.961354,0.913933,0.948956,0.917697,0.880705,0.939637,0.954612,0.781899,0.953933,0.948321,0.691016,0.90462,0.95732,0.911823,0.949648,0.930503,0.937523,0.929084,0.951568,0.918534,0.959449,0.96837,0.915581,0.953818,0.797718,0.922259,0.916711,0.918414,0.947479
Mr. Shepherd,0.929894,0.930125,0.940298,0.930113,0.8038,0.912541,0.923989,0.917274,0.909269,0.908445,0.941318,0.910099,0.90311,0.914429,0.91358,0.891603,0.930836,0.921227,0.922425,0.928588,0.920376,0.936822,0.929763,0.886602,0.921117,0.918332,0.927833,0.750353,0.918956,0.927645,0.921562,0.884405,0.924376,0.808609,0.925768,0.921618,0.89615,0.91536,0.890071,0.9173,0.933601,0.930155,0.914607,0.921812,0.919542,0.91855,0.918008,0.734721,0.896743,0.924449,0.917591,0.926095,0.910911,0.87816,0.91816,0.921459,0.852273,0.932868,0.935069,0.920651,0.904507,0.91659,0.912943,0.875227,0.893042,1.0,0.928954,0.922441,0.897251,0.901207,0.883218,0.921102,0.941118,0.831369,0.924066,0.926712,0.763654,0.918268,0.910521,0.70381,0.847313,0.930473,0.874028,0.932986,0.901466,0.942964,0.897479,0.927746,0.900825,0.912834,0.931462,0.944544,0.913063,0.757143,0.859781,0.913398,0.926802,0.907491
Mr. Weston,0.957468,0.985297,0.980751,0.974019,0.85458,0.964722,0.97551,0.968799,0.974213,0.961413,0.97223,0.969737,0.968677,0.969392,0.954489,0.924213,0.978012,0.972712,0.977161,0.981718,0.975382,0.971265,0.983838,0.924867,0.975879,0.968751,0.986799,0.806165,0.966364,0.985142,0.968947,0.926569,0.979898,0.804855,0.976974,0.977159,0.93999,0.972266,0.945087,0.970064,0.982525,0.960807,0.97523,0.976706,0.970996,0.975286,0.969115,0.785078,0.959025,0.954708,0.956528,0.975523,0.970247,0.941714,0.970881,0.979013,0.891596,0.978581,0.972725,0.974228,0.956542,0.966609,0.948446,0.922626,0.952653,0.928954,1.0,0.975933,0.939646,0.959706,0.942873,0.972852,0.948188,0.904889,0.967423,0.979262,0.817558,0.967934,0.964163,0.709296,0.904905,0.985702,0.926059,0.969741,0.952131,0.972245,0.94479,0.979049,0.944054,0.975768,0.9803,0.94718,0.959255,0.80507,0.91715,0.944683,0.943988,0.961137
Mr. Woodhouse,0.957409,0.983755,0.977707,0.976103,0.863613,0.950693,0.966794,0.971706,0.965386,0.958362,0.973521,0.967879,0.961922,0.959914,0.944178,0.931578,0.975087,0.962201,0.973435,0.973173,0.971561,0.968859,0.986319,0.93147,0.973435,0.96985,0.982878,0.814451,0.956442,0.984696,0.963575,0.919063,0.982571,0.837622,0.971908,0.971329,0.950951,0.975939,0.945955,0.969694,0.98123,0.951452,0.96462,0.971187,0.966182,0.966101,0.9639,0.807783,0.954453,0.948888,0.958727,0.97578,0.967492,0.93277,0.961762,0.97337,0.904152,0.976006,0.967742,0.975423,0.958599,0.96743,0.943545,0.922039,0.947117,0.922441,0.975933,1.0,0.937345,0.963312,0.951115,0.974124,0.945986,0.882065,0.96588,0.973062,0.84008,0.969022,0.960439,0.717778,0.900345,0.975142,0.940405,0.973465,0.95562,0.96464,0.958119,0.980893,0.947911,0.962009,0.971561,0.940947,0.958494,0.796648,0.906522,0.952787,0.946944,0.953562
Mr. Yates,0.919456,0.940815,0.946077,0.927768,0.850751,0.932709,0.944696,0.941366,0.952008,0.935815,0.937928,0.936306,0.929268,0.93175,0.927822,0.915827,0.956311,0.938144,0.950296,0.946226,0.951797,0.929065,0.946734,0.877638,0.95941,0.949626,0.950237,0.816354,0.943901,0.945066,0.942132,0.908362,0.94502,0.796675,0.947996,0.950719,0.909771,0.946141,0.923829,0.943544,0.940224,0.927072,0.94166,0.948155,0.949196,0.950386,0.934721,0.783197,0.928705,0.917567,0.933069,0.945994,0.947585,0.906398,0.956358,0.944933,0.886335,0.957553,0.934536,0.920294,0.929612,0.939285,0.909407,0.914985,0.954942,0.897251,0.939646,0.937345,1.0,0.945121,0.902833,0.938106,0.912223,0.865371,0.927673,0.940236,0.770952,0.937739,0.934335,0.693743,0.889909,0.94577,0.903176,0.946093,0.925613,0.928784,0.917697,0.939526,0.912091,0.936918,0.95914,0.906359,0.938522,0.792461,0.906181,0.912485,0.910395,0.931371
Mrs. Allen,0.937486,0.959538,0.966165,0.94201,0.869203,0.948458,0.966712,0.965005,0.977417,0.963254,0.957186,0.960886,0.958152,0.954413,0.946006,0.926601,0.969519,0.95933,0.970118,0.968158,0.971682,0.947858,0.966378,0.906179,0.9762,0.966359,0.971445,0.845146,0.959433,0.964615,0.962713,0.916305,0.967161,0.820429,0.959559,0.971512,0.928625,0.969545,0.957093,0.963683,0.958348,0.935448,0.964546,0.969598,0.963745,0.974636,0.9522,0.812182,0.957953,0.940199,0.954621,0.967163,0.968879,0.940111,0.964996,0.966583,0.889931,0.967622,0.95523,0.941884,0.957604,0.959058,0.923098,0.938811,0.961354,0.901207,0.959706,0.963312,0.945121,1.0,0.928133,0.965625,0.932414,0.882221,0.95516,0.958591,0.816488,0.959029,0.95167,0.699573,0.907815,0.969482,0.931831,0.957784,0.9447,0.94808,0.952894,0.956136,0.929003,0.964483,0.968799,0.924852,0.957006,0.805165,0.930131,0.933185,0.926906,0.951684
Mrs. Bates,0.920578,0.951676,0.943176,0.946026,0.826345,0.908594,0.928761,0.935799,0.925365,0.92487,0.935819,0.932967,0.918796,0.925896,0.906676,0.886775,0.938992,0.919667,0.933874,0.93657,0.934713,0.935705,0.949228,0.896761,0.937071,0.936333,0.950414,0.771458,0.914682,0.947069,0.927493,0.878868,0.946769,0.802201,0.935959,0.936694,0.896303,0.937911,0.902222,0.935013,0.950847,0.912326,0.926921,0.931659,0.935557,0.931152,0.933133,0.74442,0.911687,0.910924,0.921262,0.938861,0.928549,0.892688,0.93212,0.934724,0.85749,0.934887,0.931479,0.946799,0.923531,0.927564,0.909603,0.87677,0.913933,0.883218,0.942873,0.951115,0.902833,0.928133,1.0,0.938198,0.905198,0.848577,0.935594,0.937954,0.802498,0.934447,0.928464,0.722764,0.874867,0.93442,0.906938,0.938482,0.919428,0.93145,0.909168,0.951603,0.912071,0.921226,0.937871,0.897065,0.922269,0.779869,0.864081,0.91913,0.9172,0.91697
Mrs. Bennet,0.95353,0.97542,0.975426,0.968441,0.856959,0.954005,0.965764,0.98779,0.970812,0.969872,0.972573,0.984112,0.962924,0.962661,0.953656,0.927964,0.977648,0.964993,0.976866,0.975371,0.985315,0.966255,0.979961,0.927605,0.976727,0.980385,0.978372,0.810338,0.959434,0.976878,0.977794,0.927037,0.977261,0.824253,0.977773,0.973027,0.935853,0.979544,0.953107,0.985725,0.97406,0.950156,0.973418,0.97046,0.969713,0.973037,0.986218,0.798548,0.951049,0.955232,0.956019,0.974209,0.980327,0.936787,0.967423,0.972005,0.895534,0.978694,0.96951,0.969664,0.960383,0.982542,0.959225,0.930501,0.948956,0.921102,0.972852,0.974124,0.938106,0.965625,0.938198,1.0,0.94323,0.887917,0.966559,0.971137,0.837806,0.983864,0.96504,0.710919,0.904582,0.977559,0.930604,0.97284,0.950839,0.965032,0.96127,0.972989,0.945672,0.965255,0.979345,0.940776,0.968907,0.799973,0.907512,0.971829,0.941457,0.956084
Mrs. Clay,0.945126,0.949041,0.95911,0.944162,0.838934,0.941037,0.944135,0.944037,0.937746,0.931406,0.952774,0.934584,0.933294,0.9283,0.920019,0.907231,0.949509,0.938523,0.944174,0.946473,0.943406,0.949918,0.953216,0.903517,0.943544,0.937219,0.949096,0.78558,0.934601,0.948832,0.943457,0.900659,0.951129,0.802336,0.949114,0.941688,0.927597,0.944924,0.914184,0.938491,0.947179,0.929531,0.941439,0.942561,0.941651,0.938208,0.934807,0.77362,0.922801,0.931832,0.930917,0.944884,0.938957,0.913998,0.937924,0.946767,0.863561,0.953952,0.954409,0.94191,0.916504,0.934733,0.923263,0.895722,0.917697,0.941118,0.948188,0.945986,0.912223,0.932414,0.905198,0.94323,1.0,0.86366,0.93904,0.940017,0.788979,0.936744,0.929897,0.678071,0.876624,0.953828,0.895641,0.941,0.919987,0.954477,0.925662,0.95148,0.915819,0.944671,0.947087,0.950298,0.935735,0.757041,0.882349,0.919474,0.93822,0.930001
Mrs. Cole,0.841889,0.908459,0.905542,0.870654,0.797091,0.894581,0.902138,0.892933,0.91384,0.887826,0.879116,0.896012,0.891976,0.910167,0.883666,0.847202,0.898483,0.91398,0.901831,0.917233,0.912534,0.892431,0.908658,0.843805,0.903585,0.903252,0.899674,0.771853,0.892478,0.905386,0.906258,0.867295,0.906227,0.737629,0.888312,0.906744,0.862094,0.890158,0.876704,0.906982,0.898539,0.877563,0.87926,0.910804,0.887266,0.905306,0.891586,0.739243,0.891521,0.883235,0.88099,0.909573,0.886374,0.887434,0.894575,0.913906,0.821238,0.897576,0.891501,0.880898,0.879443,0.891512,0.874957,0.867418,0.880705,0.831369,0.904889,0.882065,0.865371,0.882221,0.848577,0.887917,0.86366,1.0,0.877206,0.904825,0.75668,0.894131,0.88144,0.621827,0.820706,0.904528,0.853012,0.871371,0.857282,0.890228,0.868097,0.893563,0.860184,0.893857,0.900282,0.868968,0.8986,0.719617,0.869076,0.860764,0.861974,0.866977
Mrs. Croft,0.957076,0.968893,0.97741,0.959057,0.855306,0.956247,0.968529,0.961269,0.960623,0.961398,0.970538,0.963917,0.953472,0.960795,0.946927,0.916665,0.969423,0.962253,0.967263,0.972283,0.966683,0.960907,0.972286,0.916044,0.96854,0.965325,0.974636,0.807777,0.949893,0.972341,0.957634,0.912359,0.969675,0.809508,0.969504,0.965255,0.923069,0.967855,0.945942,0.963632,0.969864,0.948144,0.96093,0.967089,0.955824,0.961315,0.961579,0.796578,0.952421,0.954207,0.952353,0.971936,0.959802,0.930679,0.956206,0.967305,0.896323,0.970305,0.963791,0.958293,0.955452,0.962982,0.933653,0.915264,0.939637,0.924066,0.967423,0.96588,0.927673,0.95516,0.935594,0.966559,0.93904,0.877206,1.0,0.965433,0.820928,0.959923,0.95537,0.700342,0.885059,0.970861,0.923006,0.95754,0.938212,0.968975,0.949153,0.965516,0.949322,0.961268,0.970109,0.932186,0.956572,0.789414,0.903969,0.956413,0.945553,0.946759
Mrs. Dashwood,0.947618,0.980061,0.982763,0.963666,0.863673,0.959253,0.976004,0.970404,0.973749,0.958401,0.97064,0.970895,0.960427,0.977863,0.96039,0.922922,0.979033,0.977123,0.978073,0.988597,0.979143,0.969423,0.982616,0.926563,0.978235,0.973859,0.982761,0.822554,0.969042,0.981982,0.972044,0.932667,0.979001,0.820679,0.974009,0.977065,0.939739,0.972211,0.948799,0.976726,0.977583,0.966027,0.96458,0.981843,0.972227,0.975391,0.971318,0.791821,0.952632,0.96143,0.960567,0.982594,0.96559,0.947984,0.970896,0.987224,0.902538,0.978536,0.969829,0.962001,0.960415,0.968774,0.951841,0.932326,0.954612,0.926712,0.979262,0.973062,0.940236,0.958591,0.937954,0.971137,0.940017,0.904825,0.965433,1.0,0.843342,0.973906,0.964113,0.715994,0.895295,0.980011,0.933743,0.969706,0.949369,0.969903,0.94956,0.974148,0.953289,0.969724,0.98077,0.944596,0.957652,0.808186,0.91968,0.948202,0.946946,0.952906
Mrs. Ferrars,0.797946,0.828709,0.825659,0.819583,0.749808,0.803098,0.807427,0.834627,0.816121,0.797314,0.822391,0.835134,0.823494,0.817651,0.789219,0.785543,0.824055,0.820672,0.827205,0.836874,0.829664,0.824952,0.840384,0.817289,0.827336,0.831404,0.827888,0.698663,0.796995,0.84111,0.809289,0.773754,0.837096,0.69875,0.822833,0.82057,0.804341,0.836645,0.814343,0.840664,0.826699,0.795938,0.808778,0.826248,0.812055,0.817538,0.825093,0.721926,0.820181,0.815914,0.81343,0.843273,0.822988,0.822376,0.812015,0.844873,0.782061,0.821319,0.819187,0.828053,0.830148,0.839256,0.784138,0.777715,0.781899,0.763654,0.817558,0.84008,0.770952,0.816488,0.802498,0.837806,0.788979,0.75668,0.820928,0.843342,1.0,0.834065,0.815734,0.595215,0.746784,0.828151,0.803973,0.823944,0.800443,0.822892,0.838153,0.826772,0.834767,0.809231,0.824815,0.784745,0.807676,0.664581,0.764683,0.822154,0.786075,0.797561
Mrs. Gardiner,0.941962,0.976035,0.976034,0.960344,0.863483,0.954465,0.968348,0.982351,0.975799,0.96532,0.965159,0.981423,0.957501,0.971442,0.961532,0.927529,0.978955,0.968661,0.977378,0.979334,0.988692,0.964831,0.981445,0.92456,0.979275,0.983028,0.975635,0.820225,0.967304,0.978401,0.981782,0.936002,0.978093,0.812562,0.976321,0.975637,0.934708,0.977257,0.956355,0.987968,0.971377,0.951169,0.964601,0.973651,0.970582,0.972832,0.9811,0.81086,0.953307,0.958878,0.95349,0.976411,0.971668,0.936082,0.969872,0.977184,0.909234,0.979268,0.96399,0.958533,0.957069,0.979834,0.959598,0.932932,0.953933,0.918268,0.967934,0.969022,0.937739,0.959029,0.934447,0.983864,0.936744,0.894131,0.959923,0.973906,0.834065,1.0,0.962982,0.700153,0.907713,0.971522,0.931937,0.965993,0.946839,0.964666,0.959788,0.971185,0.945568,0.963365,0.97937,0.936508,0.966897,0.801182,0.914435,0.960009,0.941073,0.951361
Mrs. Grant,0.940357,0.965763,0.967582,0.951774,0.840267,0.944051,0.962135,0.959799,0.96241,0.952822,0.961091,0.961622,0.949827,0.954267,0.943637,0.920126,0.970421,0.955214,0.968368,0.965865,0.967511,0.953738,0.969085,0.910219,0.969743,0.960426,0.967479,0.800037,0.955093,0.968366,0.956111,0.912173,0.965534,0.806908,0.971253,0.963874,0.919944,0.967845,0.938363,0.966269,0.960463,0.939521,0.959957,0.959353,0.966714,0.966086,0.960483,0.776419,0.940266,0.944864,0.947832,0.963307,0.963783,0.928541,0.966346,0.964327,0.886372,0.974108,0.962396,0.950663,0.9512,0.961444,0.941243,0.91206,0.948321,0.910521,0.964163,0.960439,0.934335,0.95167,0.928464,0.96504,0.929897,0.88144,0.95537,0.964113,0.815734,0.962982,1.0,0.707433,0.88652,0.965896,0.923534,0.963961,0.938791,0.954364,0.943391,0.960757,0.93153,0.958394,0.972343,0.928821,0.951633,0.786851,0.897323,0.94166,0.929414,0.951559
Mrs. Harville,0.720699,0.723246,0.7307,0.710309,0.629566,0.678203,0.724196,0.699188,0.687476,0.678571,0.745846,0.691035,0.668602,0.692622,0.678034,0.649104,0.7132,0.673346,0.71174,0.705363,0.703165,0.72166,0.712611,0.670121,0.704271,0.702226,0.712887,0.595951,0.684338,0.705968,0.695112,0.645983,0.703245,0.700268,0.700397,0.713093,0.665308,0.702329,0.662516,0.714347,0.715863,0.68926,0.692567,0.697752,0.708271,0.70254,0.710028,0.49031,0.656505,0.70441,0.74465,0.696396,0.701,0.667972,0.698154,0.70141,0.612888,0.694825,0.733273,0.707646,0.695952,0.687823,0.715761,0.641453,0.691016,0.70381,0.709296,0.717778,0.693743,0.699573,0.722764,0.710919,0.678071,0.621827,0.700342,0.715994,0.595215,0.700153,0.707433,1.0,0.699315,0.701069,0.707902,0.733175,0.719902,0.719614,0.659132,0.718627,0.68133,0.684827,0.701718,0.705754,0.667652,0.652542,0.63072,0.692517,0.708346,0.716198
Mrs. Hurst,0.877895,0.901849,0.903962,0.888474,0.821955,0.884868,0.908395,0.914815,0.920678,0.90503,0.890259,0.896043,0.895348,0.903023,0.891591,0.879142,0.917596,0.895823,0.911813,0.910404,0.918171,0.892124,0.908221,0.841532,0.91714,0.912524,0.912972,0.783506,0.906155,0.901341,0.904938,0.876373,0.902655,0.719087,0.903197,0.918293,0.875833,0.91201,0.898163,0.907307,0.901183,0.880204,0.911293,0.912108,0.90707,0.91309,0.900722,0.744149,0.89573,0.867799,0.894431,0.905489,0.912257,0.872779,0.909768,0.910075,0.829076,0.909084,0.890178,0.880027,0.882252,0.900215,0.869564,0.858843,0.90462,0.847313,0.904905,0.900345,0.889909,0.907815,0.874867,0.904582,0.876624,0.820706,0.885059,0.895295,0.746784,0.907713,0.88652,0.699315,1.0,0.908884,0.878391,0.901266,0.899981,0.889831,0.869725,0.90018,0.873173,0.910338,0.912784,0.867254,0.893306,0.800156,0.893123,0.866018,0.874974,0.909664
Mrs. Jennings,0.960517,0.978074,0.982097,0.965787,0.871251,0.970217,0.979672,0.974011,0.980718,0.965801,0.97523,0.972262,0.977567,0.973235,0.958682,0.933073,0.980297,0.980417,0.978104,0.988119,0.979852,0.970142,0.982727,0.929806,0.981673,0.971606,0.985188,0.820033,0.968195,0.981084,0.971802,0.926544,0.980006,0.81025,0.977296,0.978144,0.94598,0.97606,0.957416,0.973472,0.977905,0.961435,0.97809,0.983671,0.969629,0.980566,0.969988,0.80237,0.969805,0.957659,0.960124,0.984308,0.979567,0.953459,0.972241,0.984223,0.891351,0.981444,0.974145,0.965912,0.962548,0.972395,0.946263,0.931309,0.95732,0.930473,0.985702,0.975142,0.94577,0.969482,0.93442,0.977559,0.953828,0.904528,0.970861,0.980011,0.828151,0.971522,0.965896,0.701069,0.908884,1.0,0.934189,0.970713,0.95409,0.970262,0.95336,0.973,0.947318,0.985068,0.982929,0.949175,0.963064,0.802879,0.930103,0.947754,0.940626,0.964752
Mrs. Morland,0.898315,0.936047,0.938481,0.912575,0.835807,0.908188,0.933289,0.930398,0.93876,0.926872,0.926017,0.929949,0.923092,0.931702,0.914744,0.894101,0.935987,0.92567,0.942475,0.940023,0.941341,0.927637,0.94371,0.874027,0.945609,0.937411,0.937899,0.79727,0.924079,0.93654,0.928418,0.884666,0.935768,0.791313,0.92644,0.937872,0.920668,0.942012,0.9229,0.94095,0.934926,0.912173,0.919144,0.938313,0.92156,0.933853,0.918827,0.786811,0.923638,0.918114,0.922161,0.94422,0.934509,0.908158,0.929235,0.939037,0.862957,0.93699,0.92841,0.920193,0.927375,0.935076,0.890587,0.8929,0.911823,0.874028,0.926059,0.940405,0.903176,0.931831,0.906938,0.930604,0.895641,0.853012,0.923006,0.933743,0.803973,0.931937,0.923534,0.707902,0.878391,0.934189,1.0,0.929415,0.921049,0.923954,0.92419,0.92813,0.904915,0.926154,0.937343,0.892455,0.917096,0.769913,0.881738,0.913145,0.913353,0.912172
Mrs. Norris,0.958771,0.972178,0.968477,0.974423,0.844504,0.942116,0.959144,0.967517,0.959582,0.955854,0.97137,0.962819,0.952755,0.948245,0.94443,0.93178,0.983322,0.953385,0.969835,0.964563,0.966924,0.963148,0.972473,0.92919,0.975753,0.964023,0.973097,0.805022,0.957591,0.971164,0.961161,0.917654,0.969312,0.836037,0.980682,0.968399,0.93076,0.971743,0.934946,0.966179,0.973224,0.959628,0.968489,0.961047,0.97401,0.975532,0.968631,0.782822,0.939298,0.943002,0.953363,0.96598,0.96865,0.922383,0.972358,0.962681,0.893092,0.981471,0.964744,0.966267,0.954405,0.96214,0.947391,0.917623,0.949648,0.932986,0.969741,0.973465,0.946093,0.957784,0.938482,0.97284,0.941,0.871371,0.95754,0.969706,0.823944,0.965993,0.963961,0.733175,0.901266,0.970713,0.929415,1.0,0.962856,0.960047,0.949409,0.97162,0.941734,0.953762,0.981258,0.936844,0.953334,0.828567,0.888554,0.952866,0.940588,0.968031
Mrs. Price,0.93683,0.949026,0.947367,0.945675,0.84349,0.929075,0.947126,0.949329,0.949491,0.942398,0.946751,0.94067,0.93539,0.938375,0.924386,0.909543,0.960415,0.933045,0.953436,0.94626,0.948402,0.939045,0.951463,0.908697,0.957057,0.943957,0.953673,0.803217,0.94366,0.948948,0.941356,0.903831,0.946932,0.812167,0.956293,0.954161,0.92263,0.951933,0.926204,0.946146,0.95223,0.938599,0.946922,0.946838,0.949339,0.955845,0.943043,0.768716,0.931922,0.919475,0.937523,0.946431,0.952447,0.909282,0.948575,0.946584,0.869081,0.95765,0.941431,0.937493,0.932735,0.942047,0.921377,0.899432,0.930503,0.901466,0.952131,0.95562,0.925613,0.9447,0.919428,0.950839,0.919987,0.857282,0.938212,0.949369,0.800443,0.946839,0.938791,0.719902,0.899981,0.95409,0.921049,0.962856,1.0,0.93547,0.924568,0.948044,0.922325,0.941551,0.957021,0.912776,0.929027,0.842551,0.882624,0.923292,0.920458,0.953047
Mrs. Smith,0.956834,0.975846,0.98712,0.962136,0.854475,0.961311,0.969452,0.962034,0.960374,0.954549,0.974101,0.961673,0.950698,0.966579,0.951753,0.917337,0.970552,0.966465,0.969241,0.977406,0.970925,0.974004,0.978667,0.917827,0.967244,0.969591,0.973949,0.803962,0.955102,0.977638,0.965951,0.926402,0.9742,0.823562,0.968546,0.966688,0.93144,0.964658,0.937843,0.968716,0.973619,0.955452,0.956031,0.971114,0.957016,0.960815,0.963341,0.790361,0.944998,0.965242,0.958093,0.972151,0.956639,0.935567,0.957027,0.973505,0.896438,0.97094,0.974849,0.965392,0.947452,0.962959,0.9456,0.917819,0.937523,0.942964,0.972245,0.96464,0.928784,0.94808,0.93145,0.965032,0.954477,0.890228,0.968975,0.969903,0.822892,0.964666,0.954364,0.719614,0.889831,0.970262,0.923954,0.960047,0.93547,1.0,0.946049,0.972366,0.951804,0.957175,0.968836,0.955257,0.955126,0.787273,0.907381,0.953305,0.96505,0.939761
