character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Charles Musgrove,0.968941,0.975197,0.983861,0.967957,0.861914,0.957766,0.97296,0.968165,0.962726,0.95467,1.0,0.963054,0.957942,0.958222,0.948154,0.92256,0.974264,0.962961,0.972488,0.973052,0.969646,0.972745,0.977655,0.921908,0.970768,0.964506,0.975782,0.81438,0.952928,0.975945,0.963305,0.917335,0.975129,0.846296,0.972587,0.968632,0.937317,0.972038,0.94112,0.967796,0.971618,0.954636,0.965541,0.967398,0.962378,0.965973,0.967857,0.784062,0.945296,0.959835,0.972596,0.971809,0.967298,0.934861,0.962337,0.970897,0.892097,0.974033,0.9859,0.964967,0.956415,0.962799,0.948448,0.919195,0.945852,0.941318,0.97223,0.973521,0.937928,0.957186,0.935819,0.972573,0.952774,0.879116,0.970538,0.97064,0.822391,0.965159,0.961091,0.745846,0.890259,0.97523,0.926017,0.97137,0.946751,0.974101,0.947809,0.971223,0.944861,0.964454,0.972837,0.95654,0.955378,0.799572,0.905644,0.95106,0.954587,0.956189
Charlotte Lucas,0.940581,0.974353,0.974033,0.960151,0.859803,0.954634,0.966726,0.981874,0.972316,0.96917,0.963054,1.0,0.960843,0.963069,0.95506,0.926647,0.975762,0.96827,0.974889,0.976615,0.985408,0.96093,0.980362,0.917618,0.977531,0.982788,0.97827,0.829049,0.962343,0.978442,0.977931,0.932848,0.978016,0.818991,0.975831,0.972176,0.933067,0.976153,0.95291,0.983862,0.971836,0.945136,0.96755,0.972374,0.969698,0.971113,0.975632,0.818984,0.955013,0.962538,0.952498,0.975156,0.974421,0.941681,0.967767,0.975225,0.913974,0.978938,0.962757,0.959727,0.957926,0.982385,0.952038,0.939528,0.953692,0.910099,0.969737,0.967879,0.936306,0.960886,0.932967,0.984112,0.934584,0.896012,0.963917,0.970895,0.835134,0.981423,0.961622,0.691035,0.896043,0.972262,0.929949,0.962819,0.94067,0.961673,0.962586,0.972021,0.94255,0.965571,0.979051,0.93189,0.972515,0.782721,0.908161,0.963977,0.939571,0.94753
Charlotte Palmer,0.936843,0.962475,0.965509,0.951807,0.863631,0.952426,0.962328,0.964736,0.969664,0.962999,0.957942,0.960843,1.0,0.956314,0.941941,0.925208,0.965545,0.966243,0.963077,0.971841,0.966916,0.956193,0.970496,0.923349,0.972055,0.958997,0.970602,0.805838,0.955385,0.968263,0.958843,0.914266,0.970194,0.789389,0.961481,0.962859,0.942147,0.967368,0.947098,0.96053,0.964264,0.943111,0.962424,0.97033,0.957844,0.966488,0.953097,0.819293,0.965477,0.94425,0.942428,0.973491,0.966729,0.938736,0.958877,0.971598,0.891869,0.969056,0.959916,0.955363,0.946988,0.960712,0.920191,0.92371,0.945594,0.90311,0.968677,0.961922,0.929268,0.958152,0.918796,0.962924,0.933294,0.891976,0.953472,0.960427,0.823494,0.957501,0.949827,0.668602,0.895348,0.977567,0.923092,0.952755,0.93539,0.950698,0.95176,0.960746,0.925401,0.970733,0.968639,0.930072,0.957187,0.78536,0.922385,0.933113,0.929028,0.94262
Colonel Brandon,0.927948,0.973211,0.978894,0.946976,0.866228,0.961446,0.976836,0.964776,0.977995,0.961144,0.958222,0.963069,0.956314,1.0,0.957872,0.918185,0.971941,0.977552,0.973764,0.986954,0.979448,0.962743,0.978725,0.91616,0.975582,0.973358,0.976226,0.816705,0.964592,0.976128,0.970784,0.938796,0.97424,0.799337,0.964843,0.972985,0.935718,0.965739,0.956544,0.974662,0.971034,0.953298,0.954297,0.983282,0.958511,0.969845,0.961329,0.808089,0.95777,0.956113,0.953221,0.980547,0.959316,0.944183,0.96598,0.982788,0.901375,0.969774,0.960568,0.949097,0.956781,0.965463,0.937745,0.931806,0.948419,0.914429,0.969392,0.959914,0.93175,0.954413,0.925896,0.962661,0.9283,0.910167,0.960795,0.977863,0.817651,0.971442,0.954267,0.692622,0.903023,0.973235,0.931702,0.948245,0.938375,0.966579,0.94466,0.962561,0.944783,0.966194,0.972649,0.931831,0.956671,0.791307,0.937603,0.938628,0.943579,0.940652
Colonel Fitzwilliam,0.928245,0.957088,0.965221,0.938985,0.840078,0.951822,0.961733,0.953813,0.965455,0.955092,0.948154,0.95506,0.941941,0.957872,1.0,0.919347,0.966034,0.960351,0.959951,0.968548,0.971302,0.950891,0.96176,0.8966,0.965038,0.965147,0.962498,0.815422,0.961243,0.963432,0.967396,0.93351,0.95633,0.780095,0.957487,0.964345,0.918852,0.954248,0.942065,0.962931,0.954489,0.943987,0.951964,0.96298,0.953384,0.95804,0.958711,0.778315,0.938083,0.944016,0.934926,0.961651,0.94958,0.913465,0.957526,0.963309,0.906657,0.965926,0.945863,0.933058,0.943049,0.955553,0.934312,0.923183,0.946392,0.91358,0.954489,0.944178,0.927822,0.946006,0.906676,0.953656,0.920019,0.883666,0.946927,0.96039,0.789219,0.961532,0.943637,0.678034,0.891591,0.958682,0.914744,0.94443,0.924386,0.951753,0.934609,0.948587,0.924701,0.953809,0.966259,0.922406,0.954613,0.793395,0.920506,0.935475,0.931264,0.932987
Dr. Grant,0.900536,0.925514,0.932175,0.920367,0.824901,0.915744,0.925449,0.931356,0.936372,0.928446,0.92256,0.926647,0.925208,0.918185,0.919347,1.0,0.938881,0.930314,0.932879,0.935062,0.938656,0.921352,0.937224,0.886676,0.944031,0.937164,0.933938,0.779107,0.935904,0.936045,0.930913,0.896187,0.932291,0.765116,0.932619,0.932987,0.908206,0.934307,0.922987,0.930084,0.927078,0.918925,0.927542,0.933593,0.929095,0.935968,0.920112,0.802034,0.930976,0.910383,0.910991,0.938004,0.928098,0.892455,0.930321,0.933635,0.884767,0.943574,0.915369,0.911198,0.920234,0.936085,0.885219,0.902227,0.9188,0.891603,0.924213,0.931578,0.915827,0.926601,0.886775,0.927964,0.907231,0.847202,0.916665,0.922922,0.785543,0.927529,0.920126,0.649104,0.879142,0.933073,0.894101,0.93178,0.909543,0.917337,0.926791,0.926439,0.899233,0.927968,0.93934,0.896929,0.927718,0.762189,0.902276,0.910092,0.899428,0.909768
Edmund Bertram,0.955783,0.981683,0.983191,0.969974,0.868848,0.967087,0.978419,0.979621,0.983683,0.971651,0.974264,0.975762,0.965545,0.971941,0.966034,0.938881,1.0,0.97597,0.985645,0.983984,0.987107,0.970319,0.98579,0.926685,0.991769,0.983776,0.985654,0.834741,0.973831,0.984999,0.978847,0.944865,0.982882,0.817306,0.989309,0.986246,0.942236,0.983695,0.959152,0.98157,0.979508,0.96177,0.977597,0.980789,0.981411,0.986417,0.977031,0.806949,0.95773,0.956842,0.964376,0.981049,0.976765,0.940252,0.986001,0.983359,0.919331,0.991657,0.970842,0.964287,0.964851,0.9755,0.949614,0.938786,0.968479,0.930836,0.978012,0.975087,0.956311,0.969519,0.938992,0.977648,0.949509,0.898483,0.969423,0.979033,0.824055,0.978955,0.970421,0.7132,0.917596,0.980297,0.935987,0.983322,0.960415,0.970552,0.957703,0.978406,0.951928,0.972563,0.992408,0.942327,0.973587,0.821423,0.925226,0.956089,0.951504,0.971555
Edward Ferrars,0.936106,0.972209,0.980177,0.953892,0.875797,0.969436,0.978152,0.968836,0.98188,0.96556,0.962961,0.96827,0.966243,0.977552,0.960351,0.930314,0.97597,1.0,0.976422,0.988787,0.98129,0.962645,0.980817,0.918708,0.980849,0.976174,0.979844,0.828762,0.968667,0.978989,0.974269,0.941484,0.978995,0.800823,0.970678,0.976559,0.937374,0.97102,0.957534,0.972323,0.971073,0.95544,0.965097,0.986453,0.964565,0.974303,0.96403,0.823097,0.965193,0.96037,0.954229,0.983737,0.965943,0.95334,0.969391,0.987084,0.913423,0.978128,0.965885,0.952287,0.956834,0.970903,0.935899,0.943593,0.958013,0.921227,0.972712,0.962201,0.938144,0.95933,0.919667,0.964993,0.938523,0.91398,0.962253,0.977123,0.820672,0.968661,0.955214,0.673346,0.895823,0.980417,0.92567,0.953385,0.933045,0.966465,0.95157,0.96613,0.943552,0.976371,0.977815,0.941135,0.968172,0.785106,0.939811,0.943988,0.94249,0.945343
Eleanor Tilney,0.950623,0.980535,0.983448,0.963809,0.872671,0.966606,0.978001,0.977586,0.986657,0.968588,0.972488,0.974889,0.963077,0.973764,0.959951,0.932879,0.985645,0.976422,1.0,0.984542,0.986961,0.967294,0.985082,0.92222,0.987056,0.982567,0.983253,0.831318,0.972048,0.982908,0.97684,0.938769,0.982117,0.811745,0.981976,0.989839,0.939599,0.987128,0.964545,0.982113,0.976935,0.954728,0.978067,0.980941,0.974965,0.978245,0.974669,0.812757,0.95927,0.9551,0.963525,0.980403,0.973774,0.945126,0.976904,0.984113,0.908526,0.986265,0.971942,0.964663,0.969166,0.97615,0.948278,0.937931,0.963099,0.922425,0.977161,0.973435,0.950296,0.970118,0.933874,0.976866,0.944174,0.901831,0.967263,0.978073,0.827205,0.977378,0.968368,0.71174,0.911813,0.978104,0.942475,0.969835,0.953436,0.969241,0.959563,0.975937,0.949714,0.971242,0.985315,0.937942,0.970561,0.804564,0.926879,0.956174,0.948726,0.96073
Elinor Dashwood,0.945412,0.984623,0.990302,0.960482,0.877432,0.972773,0.98535,0.976125,0.987242,0.969982,0.973052,0.976615,0.971841,0.986954,0.968548,0.935062,0.983984,0.988787,0.984542,1.0,0.990638,0.972889,0.990794,0.926716,0.988139,0.98522,0.988073,0.831616,0.974091,0.988682,0.981642,0.940154,0.987175,0.809202,0.976733,0.984621,0.946435,0.979424,0.965682,0.984883,0.981438,0.962779,0.969621,0.99289,0.972671,0.982293,0.974432,0.816464,0.971255,0.967926,0.965671,0.99304,0.972865,0.960622,0.975191,0.995061,0.911438,0.983147,0.974877,0.963562,0.965064,0.977799,0.947435,0.941114,0.961208,0.928588,0.981718,0.973173,0.946226,0.968158,0.93657,0.975371,0.946473,0.917233,0.972283,0.988597,0.836874,0.979334,0.965865,0.705363,0.910404,0.988119,0.940023,0.964563,0.94626,0.977406,0.958809,0.977098,0.956562,0.981553,0.985702,0.944994,0.970759,0.802147,0.9442,0.954183,0.951134,0.95323
Elizabeth Bennet,0.942602,0.981327,0.985539,0.958263,0.876524,0.968796,0.981264,0.985248,0.99018,0.975578,0.969646,0.985408,0.966916,0.979448,0.971302,0.938656,0.987107,0.98129,0.986961,0.990638,1.0,0.967317,0.988966,0.91811,0.991997,0.994595,0.985261,0.841748,0.975611,0.985992,0.990692,0.947346,0.985904,0.809824,0.98096,0.987434,0.943235,0.985103,0.96769,0.994546,0.977066,0.954639,0.973351,0.987083,0.976629,0.982787,0.983746,0.823041,0.965746,0.963266,0.964062,0.986049,0.979907,0.949831,0.977601,0.989125,0.921542,0.987685,0.970718,0.959785,0.964524,0.985826,0.954299,0.948735,0.968139,0.920376,0.975382,0.971561,0.951797,0.971682,0.934713,0.985315,0.943406,0.912534,0.966683,0.979143,0.829664,0.988692,0.967511,0.703165,0.918171,0.979852,0.941341,0.966924,0.948402,0.970925,0.962258,0.975241,0.952291,0.974771,0.987943,0.937928,0.978228,0.801586,0.939777,0.961798,0.947295,0.956437
Elizabeth Elliot,0.953111,0.977393,0.980761,0.970338,0.845849,0.952998,0.964586,0.967153,0.960045,0.955862,0.972745,0.96093,0.956193,0.962743,0.950891,0.921352,0.970319,0.962645,0.967294,0.972889,0.967317,1.0,0.977971,0.931696,0.96519,0.963394,0.974874,0.791446,0.953987,0.976353,0.96119,0.925532,0.972873,0.818828,0.966721,0.965492,0.939304,0.966494,0.937085,0.964075,0.975922,0.951669,0.956595,0.965942,0.958558,0.959878,0.964968,0.779068,0.941836,0.958295,0.950945,0.972378,0.957054,0.922117,0.960278,0.969889,0.895902,0.968894,0.972814,0.965985,0.950313,0.957925,0.942989,0.909302,0.936888,0.936822,0.971265,0.968859,0.929065,0.947858,0.935705,0.966255,0.949918,0.892431,0.960907,0.969423,0.824952,0.964831,0.953738,0.72166,0.892124,0.970142,0.927637,0.963148,0.939045,0.974004,0.945544,0.974041,0.938157,0.957883,0.969754,0.958384,0.957553,0.788162,0.906983,0.949279,0.961159,0.945528
Emma Woodhouse,0.953954,0.993386,0.990262,0.976807,0.872871,0.968703,0.980833,0.980248,0.981532,0.970337,0.977655,0.980362,0.970496,0.978725,0.96176,0.937224,0.98579,0.980817,0.985082,0.990794,0.988966,0.977971,1.0,0.931698,0.987077,0.985927,0.991427,0.828325,0.969435,0.996316,0.979678,0.938609,0.995601,0.824905,0.981841,0.98379,0.953536,0.985052,0.958686,0.985911,0.988565,0.960438,0.971508,0.986173,0.975101,0.977139,0.977049,0.819957,0.965324,0.965314,0.96875,0.989684,0.974012,0.950495,0.974905,0.990298,0.917324,0.986734,0.977821,0.97809,0.965338,0.979724,0.950104,0.936434,0.959578,0.929763,0.983838,0.986319,0.946734,0.966378,0.949228,0.979961,0.953216,0.908658,0.972286,0.982616,0.840384,0.981445,0.969085,0.712611,0.908221,0.982727,0.94371,0.972473,0.951463,0.978667,0.963525,0.98918,0.956734,0.973874,0.984959,0.945083,0.973933,0.796465,0.929303,0.961082,0.956222,0.954968
Fanny Dashwood,0.903759,0.930357,0.927505,0.928797,0.804447,0.903827,0.910099,0.931662,0.913902,0.922174,0.921908,0.917618,0.923349,0.91616,0.8966,0.886676,0.926685,0.918708,0.92222,0.926716,0.91811,0.931696,0.931698,1.0,0.920361,0.913315,0.927483,0.753296,0.906727,0.930274,0.914241,0.88235,0.930507,0.784705,0.927414,0.917639,0.908092,0.92355,0.904488,0.916066,0.933333,0.911936,0.912429,0.917658,0.9196,0.924624,0.919849,0.789435,0.912221,0.900774,0.903427,0.93143,0.917044,0.886921,0.92124,0.924831,0.858472,0.925157,0.921882,0.929989,0.912428,0.918374,0.899294,0.870602,0.886647,0.886602,0.924867,0.93147,0.877638,0.906179,0.896761,0.927605,0.903517,0.843805,0.916044,0.926563,0.817289,0.92456,0.910219,0.670121,0.841532,0.929806,0.874027,0.92919,0.908697,0.917827,0.925098,0.933607,0.896131,0.912511,0.924375,0.906292,0.917912,0.758176,0.845538,0.913549,0.901234,0.902103
Fanny Price,0.945874,0.978341,0.984147,0.95917,0.886809,0.968919,0.984208,0.97862,0.992506,0.974854,0.970768,0.977531,0.972055,0.975582,0.965038,0.944031,0.991769,0.980849,0.987056,0.988139,0.991997,0.96519,0.987077,0.920361,1.0,0.987686,0.986507,0.844797,0.977854,0.984618,0.982428,0.941504,0.985166,0.811494,0.984304,0.987812,0.945762,0.985547,0.96852,0.985144,0.977473,0.956361,0.975152,0.986809,0.980404,0.989463,0.9746,0.83125,0.970973,0.960585,0.965635,0.986418,0.980432,0.951888,0.98491,0.988661,0.921135,0.991563,0.971935,0.958402,0.966673,0.979242,0.937896,0.949543,0.974038,0.921117,0.975879,0.973435,0.95941,0.9762,0.937071,0.976727,0.943544,0.903585,0.96854,0.978235,0.827336,0.979275,0.969743,0.704271,0.91714,0.981673,0.945609,0.975753,0.957057,0.967244,0.962807,0.973598,0.949953,0.976948,0.992757,0.93516,0.973833,0.816102,0.940792,0.952102,0.944038,0.966151
Fitzwilliam Darcy,0.939015,0.978203,0.981849,0.956836,0.871544,0.962311,0.975045,0.982166,0.982041,0.972611,0.964506,0.982788,0.958997,0.973358,0.965147,0.937164,0.983776,0.976174,0.982567,0.98522,0.994595,0.963394,0.985927,0.913315,0.987686,1.0,0.982734,0.833878,0.96969,0.983776,0.985569,0.942439,0.982816,0.812849,0.977855,0.982152,0.936514,0.981012,0.961683,0.991257,0.975091,0.951185,0.966645,0.982725,0.972784,0.975032,0.978776,0.82458,0.961282,0.960877,0.960138,0.982934,0.972717,0.942069,0.971972,0.983451,0.929637,0.98394,0.963043,0.956813,0.959614,0.983636,0.94859,0.945156,0.964107,0.918332,0.968751,0.96985,0.949626,0.966359,0.936333,0.980385,0.937219,0.903252,0.965325,0.973859,0.831404,0.983028,0.960426,0.702226,0.912524,0.971606,0.937411,0.964023,0.943957,0.969591,0.960517,0.975699,0.956212,0.964251,0.982683,0.930296,0.979257,0.794824,0.930854,0.965911,0.948714,0.948275
Frank Churchill,0.959221,0.987852,0.988092,0.975019,0.870085,0.969206,0.984386,0.978257,0.982442,0.973443,0.975782,0.97827,0.970602,0.976226,0.962498,0.933938,0.985654,0.979844,0.983253,0.988073,0.985261,0.974874,0.991427,0.927483,0.986507,0.982734,1.0,0.829957,0.97298,0.991117,0.975132,0.935634,0.987958,0.815163,0.982926,0.983686,0.942204,0.981931,0.959248,0.979437,0.986969,0.961033,0.978648,0.986096,0.977038,0.979926,0.974341,0.809189,0.965933,0.963382,0.965038,0.98386,0.976508,0.94514,0.978836,0.98704,0.912789,0.985722,0.974426,0.973344,0.965267,0.976076,0.948128,0.937675,0.96589,0.927833,0.986799,0.982878,0.950237,0.971445,0.950414,0.978372,0.949096,0.899674,0.974636,0.982761,0.827888,0.975635,0.967479,0.712887,0.912972,0.985188,0.937899,0.973097,0.953673,0.973949,0.95389,0.985739,0.953191,0.978944,0.987051,0.945241,0.973106,0.806213,0.933386,0.953379,0.950096,0.963107
Frederick Tilney,0.787826,0.816213,0.826996,0.786904,0.790061,0.828244,0.837198,0.824326,0.850145,0.819126,0.81438,0.829049,0.805838,0.816705,0.815422,0.779107,0.834741,0.828762,0.831318,0.831616,0.841748,0.791446,0.828325,0.753296,0.844797,0.833878,0.829957,1.0,0.829808,0.824921,0.83142,0.808278,0.830207,0.723996,0.822518,0.84503,0.799036,0.833239,0.821325,0.832199,0.808605,0.788519,0.821285,0.840723,0.830474,0.833199,0.810303,0.728094,0.818056,0.814293,0.828495,0.829643,0.825917,0.822535,0.825355,0.843677,0.794946,0.831898,0.812074,0.778519,0.811201,0.819619,0.784526,0.839032,0.843923,0.750353,0.806165,0.814451,0.816354,0.845146,0.771458,0.810338,0.78558,0.771853,0.807777,0.822554,0.698663,0.820225,0.800037,0.595951,0.783506,0.820033,0.79727,0.805022,0.803217,0.803962,0.799117,0.810259,0.804535,0.832701,0.827121,0.783295,0.82482,0.681697,0.817909,0.772641,0.785089,0.81554
General Tilney,0.932694,0.962326,0.969829,0.947508,0.863198,0.956392,0.97159,0.965673,0.979139,0.962871,0.952928,0.962343,0.955385,0.964592,0.961243,0.935904,0.973831,0.968667,0.972048,0.974091,0.975611,0.953987,0.969435,0.906727,0.977854,0.96969,0.97298,0.829808,1.0,0.969145,0.971003,0.94014,0.96608,0.785796,0.968634,0.973015,0.93037,0.965958,0.952256,0.966366,0.962383,0.954309,0.963411,0.973202,0.969894,0.973155,0.957449,0.812234,0.956625,0.951678,0.942312,0.967489,0.964452,0.934431,0.971255,0.973321,0.910806,0.979056,0.953219,0.942354,0.947104,0.96295,0.931972,0.942556,0.960501,0.918956,0.966364,0.956442,0.943901,0.959433,0.914682,0.959434,0.934601,0.892478,0.949893,0.969042,0.796995,0.967304,0.955093,0.684338,0.906155,0.968195,0.924079,0.957591,0.94366,0.955102,0.949425,0.960483,0.929687,0.965914,0.97758,0.940029,0.957289,0.819315,0.930268,0.928542,0.933766,0.950279
George Knightley,0.955194,0.992816,0.988267,0.976509,0.863307,0.969639,0.979207,0.976673,0.979286,0.968754,0.975945,0.978442,0.968263,0.976128,0.963432,0.936045,0.984999,0.978989,0.982908,0.988682,0.985992,0.976353,0.996316,0.930274,0.984618,0.983776,0.991117,0.824921,0.969145,1.0,0.97718,0.938431,0.992403,0.817921,0.981968,0.982041,0.946354,0.982341,0.956829,0.982271,0.986367,0.959763,0.972719,0.983787,0.975556,0.975166,0.975318,0.809775,0.963552,0.964441,0.964413,0.986499,0.971654,0.944616,0.974009,0.987406,0.920521,0.985341,0.974275,0.976229,0.965661,0.977275,0.949351,0.935221,0.95933,0.927645,0.985142,0.984696,0.945066,0.964615,0.947069,0.976878,0.948832,0.905386,0.972341,0.981982,0.84111,0.978401,0.968366,0.705968,0.901341,0.981084,0.93654,0.971164,0.948948,0.977638,0.962045,0.9878,0.95621,0.973107,0.984143,0.943017,0.972745,0.797813,0.927331,0.957347,0.954086,0.95381
George Wickham,0.936471,0.973917,0.979418,0.953518,0.865055,0.959627,0.971925,0.978547,0.979452,0.970616,0.963305,0.977931,0.958843,0.970784,0.967396,0.930913,0.978847,0.974269,0.97684,0.981642,0.990692,0.96119,0.979678,0.914241,0.982428,0.985569,0.975132,0.83142,0.971003,0.97718,1.0,0.943106,0.977312,0.811855,0.973733,0.97684,0.939805,0.97416,0.954515,0.985744,0.970584,0.95165,0.964143,0.977626,0.972093,0.974174,0.976914,0.812592,0.954442,0.956808,0.952773,0.976732,0.969443,0.938378,0.969235,0.978748,0.915184,0.981342,0.963037,0.955654,0.953086,0.974114,0.953909,0.946052,0.958869,0.921562,0.968947,0.963575,0.942132,0.962713,0.927493,0.977794,0.943457,0.906258,0.957634,0.972044,0.809289,0.981782,0.956111,0.695112,0.904938,0.971802,0.928418,0.961161,0.941356,0.965951,0.957734,0.96729,0.938244,0.964383,0.978791,0.93997,0.971752,0.799397,0.924395,0.95449,0.948427,0.945798
Georgiana Darcy,0.890397,0.929991,0.937319,0.918786,0.830919,0.937652,0.934307,0.941236,0.944423,0.939982,0.917335,0.932848,0.914266,0.938796,0.93351,0.896187,0.944865,0.941484,0.938769,0.940154,0.947346,0.925532,0.938609,0.88235,0.941504,0.942439,0.935634,0.808278,0.94014,0.938431,0.943106,1.0,0.938054,0.764777,0.937171,0.94018,0.905368,0.930649,0.915059,0.935637,0.933943,0.915138,0.925409,0.940626,0.932864,0.931183,0.926921,0.793421,0.912465,0.916906,0.91088,0.933397,0.926638,0.899879,0.938989,0.942071,0.908142,0.945081,0.914417,0.908067,0.915087,0.933718,0.904392,0.921921,0.926093,0.884405,0.926569,0.919063,0.908362,0.916305,0.878868,0.927037,0.900659,0.867295,0.912359,0.932667,0.773754,0.936002,0.912173,0.645983,0.876373,0.926544,0.884666,0.917654,0.903831,0.926402,0.915228,0.927009,0.90103,0.926207,0.940373,0.901767,0.937505,0.759527,0.903796,0.905221,0.922652,0.904891
Harriet Smith,0.9514,0.989471,0.986202,0.974561,0.876076,0.965892,0.978418,0.978952,0.980618,0.968873,0.975129,0.978016,0.970194,0.97424,0.95633,0.932291,0.982882,0.978995,0.982117,0.987175,0.985904,0.972873,0.995601,0.930507,0.985166,0.982816,0.987958,0.830207,0.96608,0.992403,0.977312,0.938054,1.0,0.823915,0.980121,0.981312,0.949299,0.983283,0.957175,0.982232,0.984678,0.95557,0.970309,0.983203,0.975213,0.977181,0.973758,0.824356,0.963144,0.960809,0.968253,0.986954,0.972237,0.95532,0.974427,0.9878,0.914675,0.984623,0.975337,0.974791,0.963804,0.975204,0.946044,0.941588,0.962473,0.924376,0.979898,0.982571,0.94502,0.967161,0.946769,0.977261,0.951129,0.906227,0.969675,0.979001,0.837096,0.978093,0.965534,0.703245,0.902655,0.980006,0.935768,0.969312,0.946932,0.9742,0.962195,0.987734,0.954257,0.972033,0.981777,0.942369,0.974202,0.795011,0.926994,0.956582,0.951567,0.95248
Henrietta Musgrove,0.815317,0.825694,0.826772,0.819973,0.733199,0.782079,0.810825,0.815203,0.790629,0.800197,0.846296,0.818991,0.789389,0.799337,0.780095,0.765116,0.817306,0.800823,0.811745,0.809202,0.809824,0.818828,0.824905,0.784705,0.811494,0.812849,0.815163,0.723996,0.785796,0.817921,0.811855,0.764777,0.823915,1.0,0.80871,0.805698,0.800236,0.809413,0.774425,0.819632,0.820291,0.803099,0.790513,0.810609,0.813319,0.808229,0.807653,0.676571,0.776338,0.833723,0.838976,0.817901,0.809868,0.789641,0.796435,0.806166,0.747848,0.817457,0.838775,0.810402,0.805265,0.813895,0.824774,0.793079,0.793289,0.808609,0.804855,0.837622,0.796675,0.820429,0.802201,0.824253,0.802336,0.737629,0.809508,0.820679,0.69875,0.812562,0.806908,0.700268,0.719087,0.81025,0.791313,0.836037,0.812167,0.823562,0.810796,0.824294,0.802695,0.789767,0.807593,0.817613,0.798753,0.646699,0.726148,0.82461,0.822899,0.787851
Henry Crawford,0.960488,0.977789,0.978599,0.973743,0.862919,0.964319,0.972427,0.976975,0.976062,0.968297,0.972587,0.975831,0.961481,0.964843,0.957487,0.932619,0.989309,0.970678,0.981976,0.976733,0.98096,0.966721,0.981841,0.927414,0.984304,0.977855,0.982926,0.822518,0.968634,0.981968,0.973733,0.937171,0.980121,0.80871,1.0,0.979992,0.930137,0.984564,0.952227,0.977599,0.976997,0.95718,0.980262,0.973211,0.979634,0.976533,0.976366,0.805788,0.951576,0.951971,0.956659,0.974046,0.976472,0.935657,0.978383,0.976945,0.913678,0.99153,0.966436,0.967533,0.958368,0.973976,0.950737,0.93146,0.962969,0.925768,0.976974,0.971908,0.947996,0.959559,0.935959,0.977773,0.949114,0.888312,0.969504,0.974009,0.822833,0.976321,0.971253,0.700397,0.903197,0.977296,0.92644,0.980682,0.956293,0.968546,0.956233,0.978657,0.952253,0.969804,0.988289,0.937834,0.970224,0.808227,0.906336,0.95523,0.945738,0.967862
Henry Tilney,0.949803,0.979305,0.982448,0.962374,0.871072,0.966865,0.97785,0.97539,0.989804,0.969598,0.968632,0.972176,0.962859,0.972985,0.964345,0.932987,0.986246,0.976559,0.989839,0.984621,0.987434,0.965492,0.98379,0.917639,0.987812,0.982152,0.983686,0.84503,0.973015,0.982041,0.97684,0.94018,0.981312,0.805698,0.979992,1.0,0.937344,0.985583,0.959854,0.979951,0.975817,0.952737,0.978604,0.98055,0.977419,0.979091,0.973359,0.803053,0.958378,0.949707,0.963169,0.979064,0.971276,0.942015,0.9757,0.984653,0.90634,0.984544,0.968263,0.96001,0.965684,0.970849,0.946414,0.93652,0.968456,0.921618,0.977159,0.971329,0.950719,0.971512,0.936694,0.973027,0.941688,0.906744,0.965255,0.977065,0.82057,0.975637,0.963874,0.713093,0.918293,0.978144,0.937872,0.968399,0.954161,0.966688,0.949488,0.974097,0.946513,0.972809,0.98462,0.935945,0.972046,0.813636,0.933184,0.947672,0.943706,0.962967
