character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Marianne Dashwood,0.836134,0.932605,0.963391,0.318761,0.552627,0.895275,0.853306,0.825765,0.911732,0.880643,0.955156,0.899469,0.937725,0.895021,0.880219,0.915198,0.800096,0.788298,0.949859,0.931228,0.905466,0.968094,0.967554,0.904931,0.964589,0.795158,0.967999,0.922528,0.921601,0.756613,0.909228,0.937291,0.922764,0.856198,0.953022,0.837189,0.940347,0.925335,0.836353,0.952273,0.83448,0.943203,0.918663,0.814858,0.873092,0.927576,0.906566,0.921976,0.920798,0.436925,0.874996,0.883888,0.902463,0.943761,0.914562,0.782965,0.942738,1.0,0.843598,0.938686,0.938099,0.904771,0.74791,0.891296,0.86807,0.652783,0.652096,0.863504,0.772655,0.910076,0.928923,0.829384,0.799925,0.658985,0.918681,0.854641,0.6689,0.834815,0.931411,0.781454,0.828055,0.850918,0.644737,0.427624,0.938232,0.813163,0.924418,0.718142,0.831609,0.875972,0.785107,0.928251,0.831827,0.766903,0.860934,0.949273,0.881857,0.861766,0.875595,0.83836,0.922437,0.88029,0.872304
Mary Bennet,0.761153,0.843844,0.853923,0.289623,0.589034,0.795102,0.740179,0.732994,0.783653,0.820603,0.828334,0.785168,0.825165,0.795033,0.762557,0.785726,0.724684,0.676706,0.83944,0.808547,0.817399,0.849758,0.861262,0.798492,0.845382,0.720975,0.838746,0.803995,0.801906,0.637298,0.806551,0.815729,0.825062,0.762691,0.810026,0.727998,0.826979,0.804915,0.767182,0.852626,0.766787,0.846016,0.797714,0.73544,0.755472,0.784701,0.803421,0.853918,0.815529,0.403916,0.810763,0.772373,0.770933,0.838938,0.827895,0.702629,0.838855,0.843598,1.0,0.825055,0.838842,0.788526,0.7192,0.818431,0.780046,0.598874,0.57114,0.73787,0.677263,0.792664,0.837814,0.717879,0.784663,0.542986,0.837967,0.745584,0.577336,0.742918,0.849127,0.653371,0.738049,0.778789,0.55257,0.36459,0.828676,0.691589,0.855703,0.595056,0.722927,0.772458,0.701345,0.807776,0.6904,0.682558,0.745866,0.836559,0.769118,0.785446,0.745817,0.744798,0.829978,0.765108,0.755107
Mary Crawford,0.864963,0.951062,0.945038,0.354978,0.552198,0.926254,0.863516,0.803926,0.912438,0.892838,0.96134,0.916229,0.928612,0.905297,0.874883,0.91111,0.82941,0.786114,0.966175,0.930807,0.908169,0.943193,0.95455,0.899945,0.958937,0.795045,0.965107,0.951603,0.937398,0.806555,0.893058,0.956399,0.940574,0.864332,0.948681,0.828669,0.956031,0.945155,0.850209,0.958678,0.832517,0.958162,0.931831,0.799291,0.90938,0.929628,0.934803,0.912225,0.942204,0.415123,0.842286,0.881889,0.871865,0.941499,0.921745,0.72457,0.936215,0.938686,0.825055,1.0,0.930542,0.92305,0.727673,0.893505,0.86744,0.66564,0.673854,0.910956,0.78724,0.932463,0.922986,0.862729,0.810911,0.700999,0.907853,0.856455,0.699353,0.852391,0.893927,0.81067,0.847257,0.836714,0.647844,0.399572,0.909326,0.797666,0.912168,0.688574,0.819011,0.902051,0.785922,0.929578,0.813457,0.826735,0.870991,0.942266,0.844813,0.877448,0.842459,0.835517,0.925326,0.908222,0.882864
Mary Musgrove,0.848021,0.936771,0.945533,0.331785,0.551956,0.902569,0.845122,0.785354,0.876046,0.877708,0.938077,0.87036,0.922644,0.873412,0.840411,0.893972,0.770492,0.7565,0.938641,0.902794,0.8744,0.948787,0.94901,0.894887,0.950608,0.773977,0.944862,0.906899,0.907564,0.739729,0.878651,0.927888,0.901361,0.825459,0.927982,0.817341,0.918158,0.897622,0.84655,0.932073,0.81382,0.940414,0.898906,0.777226,0.862785,0.893336,0.89402,0.914193,0.906833,0.407874,0.844154,0.867132,0.855189,0.941892,0.897411,0.740475,0.918155,0.938099,0.838842,0.930542,1.0,0.885584,0.732212,0.871893,0.829459,0.63287,0.615759,0.846251,0.774118,0.90555,0.919423,0.811631,0.804843,0.666896,0.913878,0.848004,0.648259,0.829249,0.914662,0.783965,0.796119,0.838279,0.603719,0.396622,0.911712,0.76773,0.92799,0.684228,0.803888,0.884678,0.767702,0.911669,0.786817,0.768814,0.856805,0.925925,0.838077,0.862732,0.834499,0.826621,0.887637,0.85172,0.836196
Miss Bates,0.840774,0.916587,0.905353,0.331035,0.555769,0.891182,0.837453,0.776534,0.907123,0.831041,0.917746,0.894614,0.900072,0.882172,0.878086,0.890051,0.804936,0.768259,0.919777,0.899415,0.901899,0.895965,0.900082,0.839745,0.912326,0.762895,0.91476,0.90666,0.91873,0.77693,0.855754,0.929643,0.896381,0.831386,0.911453,0.792302,0.914111,0.916756,0.822633,0.917316,0.813343,0.897261,0.917616,0.73977,0.891766,0.90178,0.888278,0.865547,0.914221,0.425761,0.825205,0.843787,0.867206,0.891273,0.880297,0.722957,0.890029,0.904771,0.788526,0.92305,0.885584,1.0,0.738986,0.869067,0.841786,0.649384,0.714451,0.882643,0.766607,0.912785,0.888841,0.830728,0.783277,0.697632,0.87145,0.829842,0.72678,0.830663,0.84085,0.788363,0.805784,0.796335,0.634611,0.406773,0.888301,0.752631,0.861944,0.707007,0.767641,0.863238,0.773031,0.908929,0.769801,0.791589,0.856495,0.900525,0.833138,0.837965,0.811494,0.820303,0.880096,0.875807,0.86875
Mr. Allen,0.735461,0.775765,0.754437,0.28881,0.473313,0.744445,0.704622,0.656821,0.720223,0.686632,0.742897,0.730748,0.731595,0.779684,0.675312,0.735848,0.6432,0.648808,0.752444,0.715304,0.754165,0.765854,0.765204,0.689872,0.759083,0.640399,0.741449,0.746369,0.727229,0.592729,0.730332,0.765198,0.719203,0.688337,0.73962,0.684844,0.759536,0.726934,0.652324,0.776741,0.758016,0.72623,0.719777,0.696268,0.721217,0.719412,0.721526,0.79079,0.766785,0.437059,0.700932,0.707027,0.673362,0.710841,0.712452,0.622595,0.753462,0.74791,0.7192,0.727673,0.732212,0.738986,1.0,0.74292,0.705869,0.558077,0.57361,0.67423,0.641099,0.72951,0.726105,0.639241,0.709054,0.525421,0.767098,0.652919,0.656524,0.690305,0.754827,0.608574,0.653283,0.759867,0.499115,0.274078,0.765063,0.662374,0.775147,0.594931,0.641167,0.716235,0.70993,0.745854,0.606693,0.636556,0.748619,0.767708,0.7181,0.708833,0.718735,0.748854,0.739343,0.678086,0.668849
Mr. Bennet,0.820128,0.885537,0.886649,0.332075,0.562469,0.849193,0.799418,0.790162,0.872502,0.854903,0.886474,0.862958,0.879362,0.876047,0.841104,0.874261,0.802629,0.709317,0.904012,0.875635,0.872356,0.895907,0.903959,0.828403,0.890628,0.740046,0.883272,0.886764,0.880501,0.755119,0.869443,0.896777,0.884503,0.827675,0.860894,0.761811,0.894697,0.879357,0.79473,0.899737,0.794983,0.888322,0.845722,0.77134,0.844057,0.870789,0.868432,0.885452,0.894248,0.418827,0.829895,0.819603,0.815808,0.869953,0.860857,0.697418,0.886982,0.891296,0.818431,0.893505,0.871893,0.869067,0.74292,1.0,0.855916,0.670441,0.647396,0.837956,0.730524,0.884681,0.889915,0.799386,0.807351,0.623797,0.885584,0.796152,0.664559,0.802213,0.88087,0.738265,0.785332,0.821866,0.602173,0.444183,0.881005,0.748854,0.870608,0.662758,0.767658,0.83937,0.748566,0.870014,0.753916,0.75846,0.845526,0.903315,0.834313,0.840581,0.777906,0.817363,0.89636,0.829413,0.84558
Mr. Gardiner,0.784486,0.854673,0.860374,0.326802,0.520821,0.827395,0.798582,0.757271,0.865321,0.821698,0.865196,0.862165,0.867025,0.849042,0.799605,0.861967,0.755338,0.720084,0.877202,0.872744,0.854687,0.859192,0.867622,0.814001,0.856504,0.742108,0.866443,0.876904,0.856038,0.741974,0.841364,0.873343,0.869427,0.800014,0.857292,0.770546,0.893512,0.871382,0.781938,0.874271,0.804925,0.854285,0.83763,0.792943,0.837929,0.862283,0.835898,0.838942,0.868826,0.437716,0.800158,0.807766,0.823054,0.840464,0.854249,0.726909,0.871723,0.86807,0.780046,0.86744,0.829459,0.841786,0.705869,0.855916,1.0,0.615178,0.653424,0.81404,0.722592,0.865613,0.843762,0.794177,0.738416,0.611486,0.833621,0.764776,0.644667,0.760413,0.844784,0.718956,0.75199,0.798859,0.637066,0.364494,0.85672,0.764731,0.83555,0.667162,0.781404,0.797286,0.733745,0.863577,0.749787,0.767684,0.816024,0.875975,0.827318,0.814598,0.789452,0.761302,0.878896,0.845302,0.838258
Mr. Hurst,0.597137,0.663326,0.669622,0.215305,0.398383,0.616501,0.528361,0.55215,0.6185,0.590955,0.668502,0.619284,0.669825,0.652919,0.6466,0.657183,0.571446,0.485265,0.655616,0.629622,0.660361,0.666724,0.688852,0.602794,0.66446,0.538422,0.65617,0.637568,0.61852,0.561203,0.655645,0.641302,0.617771,0.571265,0.613463,0.578267,0.639816,0.633733,0.561684,0.678061,0.616262,0.667009,0.616578,0.549787,0.597436,0.628602,0.647632,0.655748,0.638939,0.289157,0.670611,0.611061,0.599913,0.630627,0.592406,0.436496,0.619124,0.652783,0.598874,0.66564,0.63287,0.649384,0.558077,0.670441,0.615178,1.0,0.454429,0.625062,0.523463,0.659106,0.679175,0.564315,0.639279,0.460257,0.657317,0.582232,0.537528,0.581415,0.634107,0.494197,0.620268,0.57234,0.443369,0.347006,0.639279,0.501602,0.634729,0.589957,0.549653,0.620945,0.607158,0.617054,0.529467,0.533269,0.598535,0.672247,0.638588,0.606398,0.556848,0.597315,0.656967,0.586627,0.595157
Mr. Perry,0.627181,0.668945,0.649668,0.230725,0.388368,0.680843,0.693172,0.644456,0.745649,0.624113,0.651657,0.711344,0.665665,0.669958,0.666403,0.67399,0.610999,0.579928,0.69009,0.682251,0.674499,0.640803,0.635143,0.614869,0.656749,0.550361,0.652456,0.672764,0.718787,0.620272,0.663789,0.706092,0.698861,0.656644,0.672989,0.585603,0.705764,0.714554,0.599675,0.67398,0.567514,0.640027,0.693318,0.578181,0.704357,0.695121,0.633385,0.630366,0.696422,0.463563,0.592657,0.673258,0.624191,0.656684,0.65731,0.569197,0.656215,0.652096,0.57114,0.673854,0.615759,0.714451,0.57361,0.647396,0.653424,0.454429,1.0,0.705058,0.560039,0.680622,0.634401,0.653389,0.603713,0.557286,0.632178,0.616572,0.665887,0.566114,0.613592,0.660498,0.62383,0.606928,0.518173,0.255694,0.672381,0.606784,0.615049,0.545895,0.609383,0.616846,0.628578,0.698537,0.602941,0.634092,0.705307,0.689418,0.621445,0.605754,0.600993,0.638683,0.666122,0.715654,0.711955
Mr. Rushworth,0.823757,0.880361,0.864869,0.330357,0.527947,0.872841,0.870542,0.774278,0.905255,0.814892,0.884545,0.901413,0.88484,0.845628,0.8344,0.879092,0.806248,0.756971,0.899483,0.89735,0.851692,0.851161,0.865787,0.846603,0.875597,0.734338,0.891403,0.917108,0.919997,0.843238,0.843252,0.901764,0.896827,0.856895,0.895077,0.784922,0.910775,0.909271,0.812162,0.891374,0.772117,0.877201,0.910318,0.738132,0.897978,0.893515,0.895617,0.826284,0.899096,0.394314,0.791222,0.836574,0.851799,0.867815,0.865182,0.67501,0.865542,0.863504,0.73787,0.910956,0.846251,0.882643,0.67423,0.837956,0.81404,0.625062,0.705058,1.0,0.713995,0.895169,0.856034,0.837318,0.76073,0.681906,0.837713,0.80636,0.682099,0.776412,0.795908,0.817781,0.788944,0.753889,0.642072,0.38829,0.842581,0.740211,0.830333,0.664623,0.763203,0.80782,0.720526,0.894977,0.774011,0.84121,0.830737,0.880205,0.807125,0.8048,0.80622,0.811056,0.872843,0.897423,0.886487
Mr. Shepherd,0.712163,0.795493,0.797282,0.294731,0.435995,0.776524,0.696073,0.666917,0.7252,0.730691,0.792705,0.706691,0.77366,0.750581,0.718158,0.744407,0.633883,0.63071,0.802441,0.717296,0.741877,0.811448,0.78918,0.738408,0.816051,0.645791,0.771321,0.761362,0.750271,0.642186,0.755099,0.811144,0.752614,0.655281,0.774924,0.628669,0.766061,0.772564,0.63943,0.782362,0.6795,0.765221,0.730857,0.708168,0.742079,0.747483,0.729371,0.759276,0.758967,0.373579,0.706703,0.752396,0.696496,0.770919,0.716087,0.613384,0.759696,0.772655,0.677263,0.78724,0.774118,0.766607,0.641099,0.730524,0.722592,0.523463,0.560039,0.713995,1.0,0.782029,0.772151,0.684978,0.719956,0.591049,0.796749,0.70968,0.57987,0.732108,0.777683,0.63305,0.651688,0.717769,0.52609,0.306737,0.795121,0.645564,0.763352,0.589172,0.667703,0.795548,0.705901,0.762959,0.677328,0.614461,0.739952,0.804254,0.718371,0.774792,0.709309,0.68213,0.781182,0.710859,0.670661
Mr. Weston,0.865069,0.928192,0.923377,0.344586,0.532288,0.892543,0.853526,0.785702,0.91091,0.849363,0.930127,0.908166,0.919163,0.882474,0.866934,0.927617,0.811852,0.7498,0.940587,0.923288,0.890166,0.92177,0.922342,0.889767,0.93344,0.77894,0.926265,0.936199,0.927577,0.813136,0.892232,0.94251,0.919172,0.846694,0.915072,0.802187,0.938424,0.926699,0.813947,0.927094,0.821444,0.917965,0.917656,0.785484,0.901998,0.92837,0.897615,0.87453,0.918578,0.401144,0.836987,0.856805,0.871785,0.915043,0.883376,0.701844,0.907121,0.910076,0.792664,0.932463,0.90555,0.912785,0.72951,0.884681,0.865613,0.659106,0.680622,0.895169,0.782029,1.0,0.911783,0.835654,0.798642,0.67524,0.893529,0.859648,0.688645,0.831383,0.867478,0.803693,0.802739,0.82272,0.637197,0.423178,0.907881,0.769116,0.88324,0.716423,0.787114,0.874192,0.781929,0.930643,0.813598,0.815682,0.887555,0.926748,0.854747,0.865983,0.824124,0.819409,0.909042,0.906153,0.871261
Mr. Woodhouse,0.834515,0.937414,0.936611,0.330905,0.539257,0.88958,0.82236,0.793343,0.8754,0.867785,0.926425,0.884679,0.925133,0.872713,0.861194,0.912371,0.781059,0.754828,0.934214,0.907181,0.891532,0.934366,0.939684,0.878449,0.941867,0.792998,0.938416,0.903557,0.903622,0.756211,0.89839,0.933069,0.896761,0.813588,0.908246,0.813263,0.919862,0.907236,0.835283,0.924676,0.810545,0.936501,0.894273,0.788694,0.855323,0.89187,0.891037,0.908657,0.901546,0.405803,0.875171,0.866694,0.860118,0.918057,0.879039,0.715206,0.903612,0.928923,0.837814,0.922986,0.919423,0.888841,0.726105,0.889915,0.843762,0.679175,0.634401,0.856034,0.772151,0.911783,1.0,0.803231,0.821119,0.6682,0.907633,0.830932,0.658393,0.819742,0.905196,0.749886,0.812879,0.826487,0.621016,0.470354,0.917209,0.759115,0.915615,0.710024,0.800894,0.872154,0.76222,0.909779,0.784422,0.749148,0.837844,0.930945,0.878397,0.866107,0.80357,0.820334,0.904032,0.851745,0.84266
Mr. Yates,0.769087,0.832605,0.830732,0.310077,0.485168,0.820296,0.810391,0.749549,0.862576,0.793906,0.845083,0.841816,0.832258,0.818593,0.782901,0.814987,0.750081,0.708398,0.866064,0.844534,0.80141,0.825494,0.829294,0.801397,0.836906,0.695713,0.853524,0.85205,0.868594,0.760767,0.807907,0.853393,0.853131,0.785912,0.857815,0.744959,0.870397,0.854566,0.754188,0.849105,0.745085,0.832519,0.841093,0.724529,0.829689,0.846032,0.836826,0.792027,0.848166,0.393011,0.730517,0.791898,0.798371,0.827623,0.838159,0.658291,0.844973,0.829384,0.717879,0.862729,0.811631,0.830728,0.639241,0.799386,0.794177,0.564315,0.653389,0.837318,0.684978,0.835654,0.803231,1.0,0.716761,0.613087,0.798227,0.756493,0.630231,0.729087,0.794523,0.747545,0.740603,0.754176,0.603024,0.326527,0.797967,0.755593,0.79848,0.634137,0.744077,0.76797,0.709484,0.846746,0.752628,0.780581,0.799903,0.852361,0.761455,0.765526,0.788849,0.748059,0.843642,0.852235,0.844544
Mrs. Allen,0.746084,0.8237,0.816405,0.273353,0.497459,0.787855,0.714732,0.734192,0.764847,0.785379,0.815738,0.760225,0.793327,0.78717,0.76271,0.778037,0.696902,0.649968,0.835605,0.755421,0.809978,0.825903,0.84421,0.759603,0.825677,0.660775,0.810974,0.789972,0.783363,0.663213,0.817289,0.813029,0.781276,0.729872,0.771085,0.690264,0.797027,0.797818,0.705243,0.821583,0.735731,0.825098,0.750088,0.682072,0.767084,0.758152,0.764313,0.833276,0.799294,0.381381,0.779446,0.784495,0.702573,0.798891,0.768806,0.660207,0.795086,0.799925,0.784663,0.810911,0.804843,0.783277,0.709054,0.807351,0.738416,0.639279,0.603713,0.76073,0.719956,0.798642,0.821119,0.716761,1.0,0.552941,0.850795,0.706422,0.605657,0.698809,0.828709,0.649206,0.70521,0.750064,0.540368,0.306737,0.821642,0.677837,0.831782,0.610176,0.687229,0.755798,0.731912,0.78472,0.66733,0.651343,0.769189,0.844654,0.715782,0.821475,0.725159,0.737484,0.791991,0.724285,0.73539
Mrs. Bates,0.610247,0.694204,0.653217,0.26082,0.345635,0.699443,0.608706,0.593385,0.654417,0.623725,0.693533,0.681545,0.651706,0.671818,0.643754,0.634835,0.559152,0.555108,0.686202,0.664245,0.642656,0.660274,0.649844,0.613255,0.680587,0.51178,0.672706,0.673442,0.673712,0.573225,0.599712,0.702377,0.659305,0.607098,0.679047,0.567696,0.667715,0.704889,0.59667,0.670243,0.607626,0.668307,0.698947,0.547021,0.682091,0.660951,0.655269,0.632823,0.684178,0.264041,0.550784,0.611042,0.614358,0.657855,0.659934,0.533511,0.655208,0.658985,0.542986,0.700999,0.666896,0.697632,0.525421,0.623797,0.611486,0.460257,0.557286,0.681906,0.591049,0.67524,0.6682,0.613087,0.552941,1.0,0.6056,0.638263,0.62688,0.624071,0.594674,0.592486,0.630462,0.58021,0.554322,0.220178,0.646243,0.598253,0.612343,0.538854,0.629885,0.713871,0.618655,0.653914,0.576751,0.580021,0.656323,0.643256,0.563912,0.608903,0.575852,0.600514,0.625855,0.633306,0.656114
Mrs. Bennet,0.844394,0.919487,0.928965,0.306988,0.539723,0.893359,0.811172,0.780065,0.860142,0.880391,0.916778,0.853019,0.90065,0.879027,0.84876,0.876708,0.769124,0.741153,0.930324,0.86722,0.898097,0.940944,0.943596,0.874117,0.932542,0.772641,0.920854,0.897526,0.885328,0.735383,0.898849,0.916714,0.888586,0.809519,0.893852,0.77887,0.906224,0.890722,0.798875,0.924128,0.806343,0.922316,0.862405,0.804889,0.851287,0.86879,0.869747,0.910339,0.902484,0.453785,0.864228,0.873928,0.823502,0.910009,0.860279,0.725936,0.899581,0.918681,0.837967,0.907853,0.913878,0.87145,0.767098,0.885584,0.833621,0.657317,0.632178,0.837713,0.796749,0.893529,0.907633,0.798227,0.850795,0.6056,1.0,0.811414,0.649486,0.817554,0.921274,0.759298,0.801343,0.843601,0.584282,0.40675,0.916013,0.769851,0.922166,0.691266,0.766469,0.865608,0.789971,0.889201,0.771454,0.735329,0.847881,0.930503,0.835948,0.883313,0.813129,0.819804,0.902258,0.831134,0.814746
Mrs. Clay,0.747305,0.844715,0.860243,0.2939,0.50378,0.816179,0.77155,0.712068,0.833193,0.781285,0.85387,0.832354,0.850153,0.794018,0.828922,0.858602,0.754797,0.722197,0.851869,0.860921,0.797184,0.85527,0.847018,0.838429,0.854292,0.729432,0.854485,0.839944,0.840653,0.706254,0.816477,0.856319,0.840313,0.801723,0.846915,0.772547,0.854054,0.83879,0.738535,0.850241,0.725357,0.840934,0.861605,0.708497,0.804748,0.839468,0.846867,0.809204,0.8362,0.37607,0.808418,0.802498,0.823838,0.857693,0.814521,0.649498,0.842796,0.854641,0.745584,0.856455,0.848004,0.829842,0.652919,0.796152,0.764776,0.582232,0.616572,0.80636,0.70968,0.859648,0.830932,0.756493,0.706422,0.638263,0.811414,1.0,0.636446,0.756086,0.797382,0.744081,0.787169,0.775445,0.619435,0.441772,0.848312,0.700594,0.820139,0.705129,0.720996,0.793358,0.697607,0.853965,0.763097,0.727181,0.797234,0.847838,0.816382,0.763158,0.760683,0.738707,0.843209,0.826778,0.818016
Mrs. Cole,0.63869,0.704041,0.667681,0.292968,0.420152,0.690654,0.656969,0.616406,0.694578,0.64106,0.690216,0.684822,0.670972,0.721697,0.665237,0.67302,0.629065,0.589849,0.688612,0.663414,0.68487,0.679755,0.677755,0.641906,0.686006,0.571961,0.666533,0.686309,0.690834,0.561295,0.653947,0.696617,0.66577,0.641112,0.685001,0.618338,0.689759,0.698616,0.589556,0.695401,0.618784,0.661192,0.691753,0.571189,0.66935,0.674929,0.662356,0.672167,0.708173,0.362188,0.588827,0.664632,0.618441,0.665442,0.659092,0.57365,0.674239,0.6689,0.577336,0.699353,0.648259,0.72678,0.656524,0.664559,0.644667,0.537528,0.665887,0.682099,0.57987,0.688645,0.658393,0.630231,0.605657,0.62688,0.649486,0.636446,1.0,0.624879,0.634998,0.622463,0.681172,0.636868,0.535812,0.274028,0.676344,0.597185,0.633336,0.619357,0.604078,0.682696,0.640856,0.677298,0.556702,0.62308,0.685092,0.691608,0.617834,0.612159,0.606855,0.662368,0.672935,0.663364,0.671954
Mrs. Croft,0.774658,0.851167,0.843263,0.30527,0.50101,0.828907,0.747849,0.689927,0.793133,0.77754,0.849952,0.792789,0.833788,0.811461,0.765976,0.823984,0.727839,0.69085,0.846171,0.819011,0.805148,0.852709,0.840704,0.796448,0.856228,0.708519,0.846761,0.838085,0.820887,0.687399,0.788651,0.860278,0.816575,0.751613,0.838356,0.712884,0.834669,0.826377,0.749405,0.854209,0.746981,0.845683,0.818903,0.697877,0.793459,0.841457,0.814223,0.819827,0.835666,0.371775,0.759753,0.767297,0.771059,0.831279,0.795282,0.637552,0.824135,0.834815,0.742918,0.852391,0.829249,0.830663,0.690305,0.802213,0.760413,0.581415,0.566114,0.776412,0.732108,0.831383,0.819742,0.729087,0.698809,0.624071,0.817554,0.756086,0.624879,1.0,0.792474,0.697802,0.753328,0.749155,0.553873,0.369549,0.840644,0.675659,0.81029,0.625969,0.700065,0.836178,0.711182,0.823327,0.725411,0.703865,0.770607,0.831715,0.761892,0.79658,0.716937,0.732543,0.820839,0.784345,0.741239
Mrs. Dashwood,0.801037,0.910045,0.935825,0.301726,0.544401,0.855621,0.809072,0.800767,0.852767,0.881478,0.913769,0.832272,0.890482,0.861734,0.826134,0.878428,0.750452,0.716616,0.922524,0.861656,0.880833,0.950622,0.944907,0.873608,0.932347,0.796434,0.920527,0.874453,0.869142,0.701751,0.901996,0.901195,0.88035,0.802143,0.89259,0.786178,0.894486,0.872801,0.805454,0.907394,0.795853,0.911132,0.836706,0.804745,0.815964,0.864994,0.857767,0.91775,0.880586,0.454801,0.855481,0.871279,0.821529,0.910422,0.860849,0.745184,0.909524,0.931411,0.849127,0.893927,0.914662,0.84085,0.754827,0.88087,0.844784,0.634107,0.613592,0.795908,0.777683,0.867478,0.905196,0.794523,0.828709,0.594674,0.921274,0.797382,0.634998,0.792474,1.0,0.747063,0.770385,0.854249,0.600219,0.389077,0.916033,0.772923,0.918589,0.668255,0.800025,0.847234,0.776331,0.873066,0.780628,0.706129,0.842449,0.93338,0.846585,0.867936,0.831158,0.820192,0.890112,0.815467,0.808059
Mrs. Ferrars,0.742205,0.799264,0.775919,0.327191,0.488543,0.795399,0.836916,0.68913,0.829541,0.771413,0.784692,0.83153,0.787701,0.753803,0.727574,0.818765,0.697103,0.689463,0.807915,0.822769,0.742892,0.779879,0.774181,0.77614,0.793428,0.680393,0.798619,0.848032,0.841485,0.762182,0.790315,0.817743,0.833008,0.794199,0.817355,0.718161,0.829694,0.829431,0.755728,0.788617,0.687928,0.790374,0.832294,0.656637,0.804117,0.83619,0.783445,0.746733,0.815572,0.361961,0.713511,0.78353,0.760981,0.804674,0.772857,0.624334,0.79861,0.781454,0.653371,0.81067,0.783965,0.788363,0.608574,0.738265,0.718956,0.494197,0.660498,0.817781,0.63305,0.803693,0.749886,0.747545,0.649206,0.592486,0.759298,0.744081,0.622463,0.697802,0.747063,1.0,0.696391,0.695808,0.564883,0.305977,0.758626,0.674037,0.742083,0.611317,0.687122,0.715851,0.642297,0.817305,0.738602,0.783568,0.789579,0.793065,0.707442,0.706068,0.726355,0.75463,0.767497,0.836345,0.782579
Mrs. Gardiner,0.745203,0.823415,0.821249,0.266351,0.517959,0.788789,0.73614,0.702059,0.796997,0.795981,0.845532,0.809105,0.817263,0.81613,0.797232,0.798224,0.755218,0.695571,0.824847,0.820423,0.824245,0.825943,0.837645,0.793395,0.832313,0.681172,0.828571,0.816546,0.807077,0.65728,0.782927,0.823355,0.816091,0.770695,0.822092,0.722666,0.8279,0.818043,0.734753,0.836569,0.69465,0.840221,0.820971,0.675406,0.759508,0.802959,0.816745,0.812498,0.813315,0.387649,0.770174,0.79723,0.759569,0.83032,0.80751,0.671444,0.817487,0.828055,0.738049,0.847257,0.796119,0.805784,0.653283,0.785332,0.75199,0.620268,0.62383,0.788944,0.651688,0.802739,0.812879,0.740603,0.70521,0.630462,0.801343,0.787169,0.681172,0.753328,0.770385,0.696391,1.0,0.739136,0.577907,0.407688,0.79951,0.693635,0.782742,0.679567,0.716038,0.78175,0.687371,0.801267,0.688632,0.719551,0.771866,0.824144,0.759665,0.732087,0.687831,0.731349,0.836872,0.806726,0.779465
Mrs. Grant,0.785615,0.85269,0.859222,0.306104,0.517482,0.828171,0.768063,0.760416,0.816802,0.797129,0.838339,0.807382,0.828872,0.841365,0.78395,0.817815,0.713421,0.711459,0.851952,0.824588,0.818515,0.870926,0.853472,0.807529,0.86693,0.702251,0.850055,0.830303,0.828119,0.66764,0.817134,0.861832,0.829918,0.766434,0.848548,0.758869,0.856369,0.815946,0.73458,0.853614,0.762173,0.825116,0.811032,0.785287,0.799378,0.819542,0.811767,0.861966,0.848285,0.468463,0.782228,0.82167,0.782236,0.834423,0.819231,0.690268,0.865486,0.850918,0.778789,0.836714,0.838279,0.796335,0.759867,0.821866,0.798859,0.57234,0.606928,0.753889,0.717769,0.82272,0.826487,0.754176,0.750064,0.58021,0.843601,0.775445,0.636868,0.749155,0.854249,0.695808,0.739136,1.0,0.596733,0.334994,0.854549,0.740236,0.864668,0.654518,0.742604,0.803593,0.770806,0.840918,0.735197,0.715991,0.820363,0.861713,0.78454,0.789736,0.789727,0.771888,0.852407,0.795001,0.793436
