character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Fanny Dashwood,0.042873,0.081223,-0.054048,0.206716,-0.132736,-0.099149,-0.258062,0.129742,-0.249262,0.073775,0.024449,-0.070863,0.123188,-0.04302,-0.126576,0.023281,-0.064235,-0.05885,-0.112467,-0.089221,-0.310834,0.205971,0.009495,1.0,-0.267617,-0.264151,-0.062834,-0.17498,-0.143506,0.022169,-0.14929,-0.031574,0.029763,0.039688,0.043505,-0.179992,0.140395,-0.052211,-0.023501,-0.200436,0.15886,0.075922,-0.084863,-0.206803,-0.012971,-0.006676,0.009121,0.080793,0.024773,-0.0885,-0.096574,0.062931,-0.069939,-0.082129,-0.003374,-0.107362,-0.026249,-0.111888,0.040595,0.231886,0.02347,-0.065729,0.041995,-0.157895,-0.246271,0.077071,0.029428,0.15668,-0.177821,-0.127392,0.081535,0.070862,0.073127,-0.050382,0.007392,0.042006,0.155316,0.021143,-0.016402,-0.021743,-0.139946,0.065374,-0.110592,0.160683,0.081203,-0.001745,0.202009,0.17975,-0.022225,-0.101901,-0.117018,0.121232,0.020268,-0.024989,-0.241694,0.119736,0.033708,-0.042971
Fanny Price,-0.322179,-0.291118,-0.207126,-0.400143,0.17908,0.044245,0.162446,-0.157091,0.569589,0.07181,-0.325254,-0.059396,0.102722,0.023159,0.061117,0.141047,0.374741,0.09545,0.175776,0.069571,0.360788,-0.361398,-0.120483,-0.267617,1.0,0.258287,-0.033539,0.144104,0.194144,-0.137374,0.155286,0.014416,-0.051248,-0.247305,0.122214,0.266218,-0.043043,0.159759,0.25392,0.127326,-0.221895,-0.168713,0.025368,0.157792,0.146554,0.458244,-0.065501,0.18704,0.209908,-0.148426,-0.06371,0.082413,0.096594,0.052695,0.335571,0.170314,0.111367,0.333436,-0.183499,-0.356793,0.048285,0.011667,-0.397623,0.197584,0.360152,-0.280775,-0.219357,-0.280153,0.245301,0.205055,-0.124941,-0.20138,-0.242917,0.013263,-0.129641,-0.167077,-0.111735,-0.019852,0.049213,-0.17311,0.085509,-0.10639,0.124433,0.03003,0.029175,-0.341112,0.003181,-0.34105,-0.111349,0.053822,0.472479,-0.405103,0.064543,0.065393,0.298054,-0.203506,-0.309195,0.144949
Fitzwilliam Darcy,-0.306405,-0.029498,-0.044706,-0.244318,-0.030587,-0.04003,-0.090216,0.22233,0.136208,0.122144,-0.320519,0.333093,-0.205087,0.083084,0.168242,0.052981,0.07744,0.05627,0.117581,0.129251,0.689935,-0.196176,0.11287,-0.264151,0.258287,1.0,-0.002817,0.021469,0.015577,0.089776,0.415794,0.122407,0.057984,-0.119609,-0.000933,0.134881,-0.156076,0.105208,0.113678,0.581214,-0.088142,-0.153957,-0.134208,0.124566,-0.01108,-0.101002,0.259759,0.100364,-0.005198,0.017545,-0.088606,0.097964,-0.056065,-0.096793,-0.080805,0.072583,0.312309,0.063229,-0.310198,-0.194102,-0.054794,0.356673,0.048523,0.14385,0.118566,-0.183928,-0.288108,-0.184726,0.057594,-0.033047,-0.027983,0.180296,-0.238356,0.066581,-0.069274,-0.131655,0.004999,0.307466,-0.107833,-0.120475,0.051515,-0.361194,0.007444,-0.233029,-0.207159,-0.027065,0.050502,0.002988,0.169192,-0.269213,0.030589,-0.311189,0.367796,-0.154986,0.106435,0.314077,-0.017074,-0.26147
Frank Churchill,0.103971,0.319845,0.146169,0.238005,-0.124327,0.080708,0.200932,-0.127243,0.01343,0.041836,-0.051282,0.017558,0.079772,0.097025,-0.00451,-0.115927,-0.030756,0.076663,-0.00606,0.130428,-0.089358,0.102869,0.310707,-0.062834,-0.033539,-0.002817,1.0,-0.095038,0.004681,0.374772,-0.166233,-0.128607,0.20566,-0.191803,0.072092,0.055334,-0.104944,-0.0023,-0.016766,-0.150682,0.339456,0.01477,0.210971,0.164005,0.00664,-0.025629,-0.043438,-0.131138,0.059215,-0.022357,-0.052669,-0.021527,-0.071757,-0.118754,0.054146,0.1132,-0.074486,-0.063038,-0.028828,0.242665,0.044289,-0.104405,-0.075939,-0.109244,0.069827,-0.100034,0.385074,0.220436,-0.025145,0.050523,0.263374,-0.06634,-0.045122,-0.044964,0.159807,0.118919,-0.07066,-0.148064,-0.027723,-0.053413,0.011786,0.153137,-0.069078,-0.068509,-0.051372,-0.004183,-0.262907,0.327317,0.018456,0.173797,0.114441,-0.132565,0.072586,-0.086572,0.145135,-0.130569,-0.098154,0.049673
Frederick Tilney,-0.112256,-0.193757,-0.124899,-0.253236,0.190967,0.076541,0.083027,-0.063774,0.209356,-0.039656,-0.10744,0.012751,-0.132229,-0.094305,0.004244,-0.073629,0.010175,0.007491,-0.035782,-0.072548,0.08508,-0.293992,-0.147825,-0.17498,0.144104,0.021469,-0.095038,1.0,0.063393,-0.143786,0.014984,0.080405,-0.075565,0.107876,-0.088116,0.161161,-0.02943,0.008913,0.029691,-0.008023,-0.248984,-0.167017,-0.034111,0.09009,0.049845,0.017168,-0.141256,0.097732,-0.007355,-0.002667,0.081552,-0.070804,-0.003262,0.111771,-0.01535,0.12374,0.111212,-0.036258,-0.125744,-0.316041,-0.068044,-0.093254,-0.10148,0.23794,0.225876,-0.177595,-0.249442,-0.129638,0.084545,0.180591,-0.15519,-0.208256,-0.118369,0.026334,-0.129931,-0.079481,-0.041553,-0.108204,-0.128862,-0.024109,0.043187,-0.15292,0.009167,-0.163208,-0.04122,-0.183028,-0.125225,-0.198994,-0.016449,0.06913,-0.121932,-0.067866,0.006895,0.001547,0.135024,-0.253609,-0.125033,0.023728
General Tilney,-0.14204,-0.214605,-0.110882,-0.15014,-0.011824,0.059311,0.144349,-0.038296,0.328285,0.092792,-0.258435,-0.056325,-0.010063,0.081475,0.240948,0.169719,0.070072,0.114809,0.060136,0.041503,0.097826,-0.126964,-0.223899,-0.143506,0.194144,0.015577,0.004681,0.063393,1.0,-0.116651,0.156491,0.206057,-0.225693,-0.225589,0.034822,0.127408,-0.061425,-0.09668,0.073509,-0.090178,-0.142948,0.147243,0.073794,0.101467,0.193318,0.175158,-0.104622,0.028914,0.095201,0.033324,-0.231916,-0.138372,0.019917,-0.035697,0.208217,0.044387,0.114964,0.275109,-0.212293,-0.232645,-0.106623,-0.051468,-0.06623,0.211145,0.220259,0.023912,0.023716,-0.217225,0.117347,0.035766,-0.210686,-0.195033,-0.044992,0.024877,-0.180306,0.073425,-0.23914,0.044905,0.036494,-0.157433,0.070554,-0.029343,-0.048762,-0.06341,0.024123,-0.125728,0.0054,-0.145236,-0.173985,0.113289,0.216428,0.102271,-0.030739,0.177824,0.181559,-0.281795,-0.092107,0.053778
George Knightley,0.03339,0.618554,0.191854,0.328218,-0.222738,0.11539,-0.037783,-0.167386,-0.155479,-0.12599,0.007307,0.05517,-0.003797,0.092415,0.048139,-0.030992,-0.017774,0.065404,-0.012799,0.19167,-0.014091,0.17782,0.720911,0.022169,-0.137374,0.089776,0.374772,-0.143786,-0.116651,1.0,-0.053671,-0.024132,0.496244,-0.097419,0.067883,-0.010973,0.00418,0.037723,-0.111286,0.024879,0.331503,0.005558,-0.022914,0.037838,-0.013361,-0.261488,0.035962,-0.131225,-0.027172,0.048224,-0.051902,0.155928,-0.242203,-0.120509,-0.130396,0.155635,0.125989,-0.024519,-0.003142,0.364244,0.040528,-0.017381,0.005912,-0.158308,-0.110395,-0.060023,0.324109,0.34503,-0.135435,-0.216716,0.168757,-0.102464,-0.029827,0.067365,0.080338,0.115871,0.111214,-0.001699,0.05869,-0.121132,-0.227417,-0.051552,-0.082232,-0.092465,-0.177538,0.186484,0.015843,0.455807,0.118265,-0.057001,-0.05917,-0.107131,0.06263,-0.170301,-0.019,0.023004,0.057432,-0.216611
George Wickham,-0.25752,-0.039016,0.039282,-0.208919,-0.068162,-0.003745,-0.049599,0.193548,0.188499,0.158908,-0.202913,0.247652,-0.06176,0.127205,0.286155,-0.011412,0.005102,0.113098,0.039935,0.143118,0.602374,-0.112793,-0.026245,-0.14929,0.155286,0.415794,-0.166233,0.014984,0.156491,-0.053671,1.0,0.171632,-0.002878,-0.110138,-0.021655,0.060938,0.020544,-0.015247,0.049499,0.442465,-0.098391,-0.041506,-0.068102,0.070839,0.078171,0.044817,0.274282,0.009936,-0.059829,-0.001663,-0.164803,-0.000187,-0.044249,-0.074493,-0.039063,0.038708,0.082674,0.103912,-0.146574,-0.09884,-0.083815,0.110847,0.19788,0.210835,0.05071,-0.061758,-0.101171,-0.249871,-0.039582,-0.000743,-0.104231,0.19447,-0.001852,0.157838,-0.15831,-0.041787,-0.177754,0.367914,-0.1283,-0.143376,-0.008125,-0.136436,-0.093073,-0.188885,-0.146194,-0.025259,0.08004,-0.161898,-0.148873,-0.10308,0.040995,-0.067773,0.221041,-0.071058,0.073604,0.090226,0.041727,-0.202158
Georgiana Darcy,-0.193513,-0.130709,-0.067423,-0.040037,-0.026385,0.216734,-0.002631,0.134229,0.148689,0.198659,-0.207292,0.016215,-0.139197,0.144376,0.202732,0.03057,0.142874,0.165568,0.012898,-0.016352,0.170824,-0.024683,-0.089042,-0.031574,0.014416,0.122407,-0.128607,0.080405,0.206057,-0.024132,0.171632,1.0,-0.040488,-0.091036,0.048296,0.070849,0.017661,-0.12474,-0.032419,-0.026529,-0.010375,0.007796,-0.046728,0.055083,0.048876,-0.084234,-0.033151,0.05547,-0.107107,-0.010366,-0.13727,-0.13051,-0.073517,-0.057878,0.135943,0.054838,0.297908,0.144739,-0.236274,-0.174203,-0.081213,0.023462,0.009975,0.232787,0.113626,-0.006977,-0.120615,-0.216747,0.036758,-0.146736,-0.182548,-0.119035,-0.052682,0.045636,-0.194956,-0.026253,-0.13421,0.040057,-0.109874,-0.160699,0.043812,-0.213509,-0.1082,-0.148299,-0.079164,-0.018536,-0.032048,-0.107104,-0.07879,-0.050102,0.013652,0.02237,0.158081,-0.053662,0.135386,-0.075549,0.171599,-0.125614
Harriet Smith,-0.100225,0.438112,0.079684,0.235863,-0.001729,-0.004434,-0.058452,-0.034822,-0.024706,-0.098267,-0.036968,0.050303,0.098951,0.055837,-0.1691,-0.126704,-0.144778,0.078333,-0.007236,0.134308,0.036716,0.058594,0.681963,0.029763,-0.051248,0.057984,0.20566,-0.075565,-0.225693,0.496244,-0.002878,-0.040488,1.0,-0.056477,-0.026864,-0.021172,0.114727,0.126791,-0.040045,0.066862,0.252266,-0.125534,-0.095768,0.050753,-0.032308,-0.104454,-0.024603,0.102736,0.001503,-0.074347,0.094889,0.22869,-0.214536,0.18961,-0.102016,0.222719,-0.018101,-0.067602,0.051407,0.308269,0.033817,-0.089983,-0.10561,0.020373,-0.016512,-0.153847,0.081756,0.232812,-0.140641,-0.067296,0.18313,-0.067215,0.038812,0.100963,0.003513,-0.025499,0.083177,0.027727,-0.064376,-0.151763,-0.173207,-0.081695,-0.093186,-0.179153,-0.212046,0.043871,0.051889,0.443188,0.075132,-0.081779,-0.159923,-0.181625,0.150624,-0.224326,0.025833,-7.5e-05,-0.027788,-0.255402
Henrietta Musgrove,0.155933,0.040018,0.014525,0.111707,0.008861,-0.207427,-0.10215,-0.048677,-0.421009,-0.120138,0.3124,0.008461,-0.198029,-0.184124,-0.176958,-0.078705,-0.086235,-0.174681,-0.183324,-0.283302,-0.284751,0.031277,-0.049293,0.039688,-0.247305,-0.119609,-0.191803,0.107876,-0.225589,-0.097419,-0.110138,-0.091036,-0.056477,1.0,-0.112726,-0.21326,0.008223,-0.176018,-0.263193,-0.064588,-0.00064,0.018322,-0.22608,-0.194962,-0.004149,-0.176887,-0.059892,-0.061964,-0.266782,0.218361,0.226645,-0.121132,-0.042033,-0.04215,-0.191112,-0.296531,-0.034755,-0.082902,0.216408,0.018861,-0.078783,-0.051752,0.224965,0.018783,-0.055653,0.19248,-0.147764,0.22048,0.036874,0.016399,0.050773,0.056547,0.048945,-0.093179,-0.040462,0.018121,-0.040409,-0.105982,0.036562,0.263216,-0.21341,-0.150164,0.030742,0.231158,0.07279,0.096507,0.010107,0.064737,0.025484,-0.24005,-0.273972,0.23655,-0.150979,-0.052418,-0.306022,0.169277,0.191419,-0.085132
Henry Crawford,0.265409,0.019074,-0.139891,0.316525,-0.124191,0.061532,-0.127697,0.060464,-0.090453,0.021795,0.053804,0.108071,-0.086801,-0.173079,-0.005337,-0.001073,0.458675,-0.095942,0.134939,-0.285936,-0.064116,-0.033404,-0.063873,0.043505,0.122214,-0.000933,0.072092,-0.088116,0.034822,0.067883,-0.021655,0.048296,-0.026864,-0.112726,1.0,0.0912,-0.265377,0.305867,-0.120586,-0.007304,0.057997,0.054382,0.369411,-0.274352,0.297225,0.011812,0.21713,-0.120389,-0.244779,-0.171663,-0.138871,-0.287216,0.154466,-0.204802,0.221324,-0.209296,0.069993,0.572753,-0.118969,0.166428,-0.071286,0.02359,0.144813,-0.119559,0.133822,0.011071,0.109087,-0.027796,0.062141,-0.211871,-0.016731,0.127752,0.079405,-0.156282,0.102472,-0.049479,-0.09934,0.07118,0.267395,-0.113745,-0.089176,-0.017981,-0.181679,0.395695,0.131445,-0.001963,-0.038367,0.180168,0.096689,-0.010925,0.387884,-0.065015,0.093902,0.035386,-0.33789,0.075624,-0.035224,0.306712
Henry Tilney,-0.045926,0.021347,-0.010758,-0.077699,-0.039045,0.098283,0.03098,-0.076983,0.507396,0.018066,-0.170141,-0.091463,-0.081501,0.072541,0.144598,-0.038109,0.215398,0.070167,0.484951,0.094943,0.255422,-0.124304,-0.029729,-0.179992,0.266218,0.134881,0.055334,0.161161,0.127408,-0.010973,0.060938,0.070849,-0.021172,-0.21326,0.0912,1.0,-0.134431,0.321169,0.070272,0.050191,-0.057994,-0.114823,0.290268,0.01707,0.160351,0.079627,0.058723,-0.159748,-0.086613,-0.305924,0.002139,-0.102995,-0.117338,-0.097665,0.062329,0.141965,-0.104019,0.093787,-0.121608,-0.099005,0.124387,-0.160409,-0.007972,-0.045691,0.237799,-0.124676,0.06004,-0.130407,0.080141,0.138264,-0.018123,-0.132699,-0.132724,0.126197,-0.071143,0.00472,-0.128471,0.006168,-0.010592,-0.012765,0.154433,-0.04876,0.016064,-0.085458,0.052964,-0.132774,-0.255716,-0.066099,-0.069825,0.043222,0.141174,-0.20142,0.128117,0.064627,0.156569,-0.163751,-0.143704,0.138989
Isabella Knightley,-0.155041,0.019429,-0.036597,-0.048814,0.039928,-0.034982,-0.126521,-0.014151,-0.023979,-0.052375,-0.019016,-0.10681,0.193579,0.024509,-0.069988,0.065641,-0.124871,-0.033465,-0.091247,0.001676,-0.09426,0.098201,0.179995,0.140395,-0.043043,-0.156076,-0.104944,-0.02943,-0.061425,0.00418,0.020544,0.017661,0.114727,0.008223,-0.265377,-0.134431,1.0,-0.098672,0.055504,-0.13773,0.044613,0.029838,-0.225419,0.018509,-0.163994,0.02729,-0.208648,0.199313,0.176763,-0.076028,-0.011728,0.167019,-0.07653,0.052714,-0.130911,0.091078,-0.031959,-0.114228,0.05554,0.036752,-0.043772,-0.03932,-0.194147,-0.063328,-0.212269,-0.000237,0.000485,0.212933,-0.044803,-0.026868,-0.056938,-0.09337,0.168007,-0.022869,-0.130314,-0.034499,0.043492,-0.079952,-0.150855,-0.113438,0.004605,0.065143,0.179672,-0.094951,0.069138,-0.065404,0.227297,-0.009953,-0.107775,-0.019025,-0.152861,0.020331,-0.044351,-0.113432,0.100658,-0.097861,0.064663,-0.160783
Isabella Thorpe,0.035876,0.018761,-0.103482,0.10705,0.01099,-0.087903,-0.215369,0.111889,0.175781,0.108001,-0.029256,0.086806,0.083949,-0.150339,-0.121694,-0.005093,0.092488,-0.126958,0.376171,-0.167332,0.154733,-0.065109,0.095816,-0.052211,0.159759,0.105208,-0.0023,0.008913,-0.09668,0.037723,-0.015247,-0.12474,0.126791,-0.176018,0.305867,0.321169,-0.098672,1.0,0.144586,0.235795,-0.056285,-0.190182,0.343001,-0.172348,0.057966,-0.118227,0.132284,0.029202,-0.088852,-0.259268,-0.031828,-0.003222,0.126297,-0.098347,-0.085182,-0.021216,-0.032455,0.251626,-0.031364,0.127207,0.130762,0.080296,-0.023119,-0.153183,0.066899,-0.241671,-0.116522,0.065209,-0.022918,0.102264,0.026949,0.159367,-0.042189,-0.131199,0.036691,-0.179224,0.089796,0.102932,0.107523,-0.116073,0.055603,-0.115474,0.112049,0.037902,0.011965,-0.183612,0.263921,0.065861,0.079343,-0.016609,0.078559,-0.331464,0.16947,-0.072318,-0.129873,0.135145,-0.164006,0.075285
James Morland,-0.342437,-0.237128,-0.150236,-0.407639,0.137873,0.042887,0.13377,0.008767,0.45149,0.103941,-0.246882,0.001816,0.079407,0.17558,0.063871,0.084393,-0.066404,0.095463,0.2048,0.181842,0.248654,-0.188647,-0.115514,-0.023501,0.25392,0.113678,-0.016766,0.029691,0.073509,-0.111286,0.049499,-0.032419,-0.040045,-0.263193,-0.120586,0.070272,0.055504,0.144586,1.0,0.039462,-0.211328,-0.213474,-0.00291,0.202644,-0.076339,0.226448,-0.10588,0.27401,0.35381,-0.039766,-0.016567,0.124621,-0.036553,0.084016,0.029219,0.102681,-0.021696,-0.146745,-0.157657,-0.298046,0.213823,0.094514,-0.326817,0.149145,-6.7e-05,-0.225936,-0.206268,-0.177081,-0.05623,0.243997,-0.148773,-0.038029,-0.164247,-0.005489,0.014903,-0.165498,0.050163,0.089621,-0.118854,-0.209098,0.100177,0.007238,0.073489,-0.316047,-0.059836,-0.230783,0.273556,-0.275194,-0.058083,0.174732,0.09133,-0.289076,0.033087,-0.014594,0.321252,-0.027873,-0.219907,-0.071477
Jane Bennet,-0.27084,0.064686,-0.020859,-0.231748,-0.09082,-0.126827,-0.123808,0.22521,0.067496,-0.009376,-0.194214,0.379922,-0.128197,0.156956,0.112197,-0.097044,-0.037272,-0.08316,0.128425,0.145009,0.710036,-0.15077,0.143199,-0.200436,0.127326,0.581214,-0.150682,-0.008023,-0.090178,0.024879,0.442465,-0.026529,0.066862,-0.064588,-0.007304,0.050191,-0.13773,0.235795,0.039462,1.0,-0.135371,-0.108546,-0.103353,0.019359,-0.037035,-0.05395,0.389623,-0.039506,-0.125806,0.077332,-0.07247,0.117384,0.074228,0.002381,-0.113862,0.104681,0.027294,0.016459,-0.091468,-0.077733,-0.004486,0.392281,0.269352,0.059769,-0.013306,-0.212654,-0.21304,-0.184439,-0.089489,-0.083987,-0.034891,0.406737,-0.19703,0.139743,-0.102652,0.002636,0.141605,0.528296,0.052546,-0.001313,-0.026101,-0.243946,0.086326,-0.161477,-0.135004,-0.052263,0.107141,-0.059352,0.129609,-0.212356,0.034233,-0.311631,0.13473,-0.158014,-0.02298,0.269861,-0.14195,-0.226394
Jane Fairfax,0.079783,0.499875,0.1172,0.491,-0.221767,-0.127716,-0.099211,-0.067604,-0.291731,0.000995,0.031896,-0.012732,0.025789,0.069055,-0.06398,-0.101537,-0.032619,-0.053232,-0.05029,0.031085,-0.222163,0.280471,0.396601,0.15886,-0.221895,-0.088142,0.339456,-0.248984,-0.142948,0.331503,-0.098391,-0.010375,0.252266,-0.00064,0.057997,-0.057994,0.044613,-0.056285,-0.211328,-0.135371,1.0,0.114855,-0.022964,-0.075085,-0.050619,-0.194107,0.034386,-0.165213,-0.073359,-0.01131,-0.120798,0.026721,-0.1458,-0.166148,-0.046403,-0.057702,-0.052717,-0.033611,0.022074,0.53339,-0.057271,-0.110845,0.107177,-0.222647,-0.254048,0.147004,0.342778,0.324563,-0.101681,-0.204425,0.299279,0.007945,0.048518,0.018839,0.138121,0.116794,-0.030983,-0.074518,-0.031866,0.030816,-0.102499,0.043543,0.00083,0.156076,0.053422,0.177344,-0.098814,0.386458,-0.012691,-0.139269,-0.020135,0.028838,0.015551,-0.086997,-0.169527,0.173115,0.171025,-0.067286
John Dashwood,0.137037,0.036406,0.020266,0.15601,-0.173966,-0.067979,-0.047817,-0.147569,-0.229497,-0.067915,0.097313,-0.153102,-0.012481,0.079416,0.109545,0.07641,0.070692,0.071211,-0.095614,0.066432,-0.219625,0.090082,-0.049916,0.075922,-0.168713,-0.153957,0.01477,-0.167017,0.147243,0.005558,-0.041506,0.007796,-0.125534,0.018322,0.054382,-0.114823,0.029838,-0.190182,-0.213474,-0.108546,0.114855,1.0,0.031805,-0.011194,-0.028904,0.029189,0.007509,-0.171843,-0.115443,0.070287,-0.074976,0.07894,-0.048888,-0.086573,0.01598,-0.054833,-0.029933,0.122049,-0.006589,0.085261,-0.088024,-0.075064,0.156495,-0.062033,-0.087561,0.277848,0.177732,-0.004238,0.031679,-0.191937,-0.054452,-0.079906,0.058641,-0.015809,0.049972,0.287808,-0.127059,-0.056316,-0.020848,-0.044171,-0.089142,0.127697,-0.038099,0.237958,0.118256,0.153616,-0.097746,0.04104,0.162956,-0.069721,0.072619,0.131658,-0.154681,0.114572,-0.046675,0.004536,0.077518,-0.019692
John Thorpe,0.325667,-0.069406,-0.177495,0.258838,-0.132116,0.096536,-0.011792,0.027598,0.184098,0.1241,0.034245,0.057683,0.134913,-0.202956,0.03068,0.019034,0.170476,-0.024506,0.252505,-0.195016,-0.040095,-0.092015,-0.182389,-0.084863,0.025368,-0.134208,0.210971,-0.034111,0.073794,-0.022914,-0.068102,-0.046728,-0.095768,-0.22608,0.369411,0.290268,-0.225419,0.343001,-0.00291,-0.103353,-0.022964,0.031805,1.0,-0.078174,0.215593,0.018411,0.159808,-0.210382,-0.090927,-0.251768,-0.116414,-0.243674,0.278788,-0.136141,0.160334,-0.136018,-0.152732,0.277535,-0.034624,0.117349,0.192767,-0.062385,0.109581,-0.063511,0.190787,-0.071692,0.256627,-0.03281,0.050636,0.147101,-0.031725,0.190374,0.05027,-0.141891,0.057336,-0.110561,-0.13191,-0.058584,0.0982,-0.1128,0.130425,0.27667,-0.149771,0.166128,0.066125,-0.144438,-0.104134,0.045352,-0.10984,0.33868,0.216845,-0.079006,0.104728,0.000842,-0.001067,-0.115311,-0.215006,0.344408
John Willoughby,-0.306616,-0.091127,0.073159,-0.335791,0.162018,0.199684,0.349654,-0.240076,0.301918,-0.01731,-0.273824,-0.124786,0.141373,0.438354,0.083188,-0.054058,-0.16533,0.448165,0.006564,0.571741,0.200208,-0.141082,0.078704,-0.206803,0.157792,0.124566,0.164005,0.09009,0.101467,0.037838,0.070839,0.055083,0.050753,-0.194962,-0.274352,0.01707,0.018509,-0.172348,0.202644,0.019359,-0.075085,-0.011194,-0.078174,1.0,-0.192129,0.060889,-0.202486,0.136093,0.307026,0.119609,-0.025812,0.35675,-0.094633,0.248587,-0.044821,0.525052,0.051457,-0.145381,-0.11673,-0.276737,-0.065798,0.03561,-0.247297,0.185904,0.032426,-0.159816,0.0028,-0.189114,-0.012524,0.065565,-0.141479,-0.293225,-0.140579,0.193963,-0.035978,0.174404,-0.053728,-0.103779,-0.199866,-0.184456,0.03742,0.181826,0.004556,-0.406543,-0.159879,-0.015568,-0.074005,-0.156435,0.081596,0.334504,-0.042406,-0.155726,-0.039741,-0.122279,0.421462,-0.220702,-0.112014,-0.182013
Julia Bertram,0.065944,-0.011135,-0.157818,0.14509,-0.124161,-0.115596,-0.076515,0.064128,0.046564,0.140848,-0.109898,0.049269,-0.049466,-0.194444,0.00927,0.019881,0.251064,-0.122029,0.022392,-0.209325,-0.035448,-0.120917,-0.155802,-0.012971,0.146554,-0.01108,0.00664,0.049845,0.193318,-0.013361,0.078171,0.048876,-0.032308,-0.004149,0.297225,0.160351,-0.163994,0.057966,-0.076339,-0.037035,-0.050619,-0.028904,0.215593,-0.192129,1.0,0.08935,0.054304,-0.157886,-0.190723,-0.134909,-0.067635,-0.212791,0.030637,-0.144167,0.356548,-0.142318,0.015217,0.328443,-0.099735,-0.022949,-0.074887,-0.140946,0.113235,0.029598,0.329928,-0.010294,0.053642,-0.04865,0.165393,0.043111,0.053528,0.000877,0.015065,-0.090265,-0.146296,0.06284,-0.155362,0.024822,0.236858,-0.004775,0.037963,-0.123102,-0.156712,0.287051,0.064355,-0.185946,-0.060842,0.124586,-0.142841,0.012496,0.20384,0.045501,0.08182,0.133404,-0.137417,-0.173644,-0.047777,0.190597
Lady Bertram,-0.274522,-0.217283,-0.248693,-0.32227,-0.008212,-0.065766,0.117619,-0.06254,0.408196,0.036903,-0.19288,-0.05011,0.098477,0.044809,0.018715,0.048645,0.298679,0.052283,0.019589,0.084088,0.102878,-0.2212,-0.29864,-0.006676,0.458244,-0.101002,-0.025629,0.017168,0.175158,-0.261488,0.044817,-0.084234,-0.104454,-0.176887,0.011812,0.079627,0.02729,-0.118227,0.226448,-0.05395,-0.194107,0.029189,0.018411,0.060889,0.08935,1.0,-0.071736,0.053962,0.21039,-0.119249,-0.026382,0.006769,0.131048,0.192119,0.358863,-0.008855,-0.190987,0.018402,-0.065673,-0.261836,0.126607,-0.052135,-0.227461,0.105678,0.19212,-0.153405,0.057872,-0.247036,0.095158,0.295444,-0.075828,-0.047227,-0.15696,0.1287,-0.116548,0.010803,-0.114132,-0.009379,0.081302,-0.099295,0.093247,0.150693,-0.029688,0.192502,0.134819,-0.253208,0.042286,-0.309336,-0.167435,0.121588,0.394172,-0.18017,-0.064158,0.221663,0.192579,-0.217336,-0.353728,0.244168
