character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Mrs. Gardiner,-0.036465,-0.017928,-0.050584,-0.116721,0.01917,-0.059668,-0.151793,-0.06631,-0.09954,0.102487,0.150357,-0.003864,-0.016007,0.112604,0.135679,-0.099882,0.112987,0.006961,-0.079421,-0.000642,0.143557,-0.003726,0.065438,0.030948,0.011636,-0.056958,-0.047804,-0.068422,-0.106111,-0.143153,-0.079392,-0.089618,-0.032964,0.033113,-0.043419,-0.042976,-0.068498,-0.031822,-0.040389,0.029656,-0.167038,0.118758,0.029259,-0.125563,-0.165461,-0.089882,0.06565,0.055374,-0.068062,-0.034833,0.047,0.076415,-0.085897,0.088495,0.031256,0.037986,-0.010933,0.00944,0.011409,0.139448,-0.085429,0.005123,-0.056455,-0.016063,-0.087934,0.106143,0.023516,0.019344,-0.103086,-0.083748,0.011763,-0.027241,-0.030506,0.085985,0.001733,0.141906,0.166101,0.060274,-0.119046,-0.049582,1.0,-0.054161,-0.000814,0.075549,-0.070107,-0.036252,-0.122969,0.128525,-0.024487,0.063096,-0.04486,-0.164069,-0.106689,0.000404,-0.004888,-0.028912,-0.037272,-0.134162,-0.241748,-0.05629,0.138355,0.051125,-0.007362
Mrs. Grant,0.048581,0.02244,0.07516,-0.055675,0.011554,0.018133,-0.122608,0.074464,-0.119514,0.003286,-0.089726,-0.164609,-0.087262,0.133581,-0.033852,-0.114878,-0.137643,0.005946,-0.065825,-0.121564,-0.016287,0.164415,0.016608,-0.017441,0.106652,-0.064038,-0.054588,-0.150115,-0.120436,-0.193957,-0.019659,0.042503,-0.09445,-0.083342,-0.017865,0.026624,-0.017016,-0.234973,-0.118319,-0.02033,0.011076,-0.13976,-0.187142,0.181046,-0.084189,-0.133868,-0.081646,0.20824,0.016224,0.117021,0.012118,0.095039,-0.075937,-0.038584,-0.025946,0.035087,0.160324,0.011141,0.10302,-0.145105,0.053132,-0.186252,0.217244,0.065109,0.036831,-0.076098,-0.085394,-0.30115,0.040417,-0.108123,-0.029915,-0.059812,0.048928,-0.103831,0.118506,0.011449,-0.022361,-0.021138,0.214165,-0.151225,-0.054161,1.0,-0.013023,-0.100691,0.140374,0.056545,0.243082,-0.005741,0.004777,0.058365,0.17464,-0.030339,-0.013705,-0.094627,0.108946,0.076605,-0.018601,0.027526,0.075248,0.037133,0.087219,-0.141703,-0.049327
Mrs. Harville,-0.149996,-0.106083,-0.204607,-0.046696,-0.042741,-0.068193,-0.01557,0.04177,0.011018,-0.114116,-0.138746,0.096608,-0.05257,0.016859,0.003566,-0.052749,0.078706,0.100946,-0.131741,0.030293,-0.073095,-0.193951,-0.273149,-0.072656,-0.224997,0.007107,-0.142841,-0.12731,-0.106287,0.043616,-0.103667,-0.091821,-0.033405,-0.016786,0.028735,0.110847,-0.083392,-0.071513,-0.060353,-0.179842,0.014909,-0.261948,0.026586,0.091487,0.003866,-0.084679,-0.008526,-0.042698,0.003247,-0.068202,-0.026497,-0.039828,0.070272,-0.122468,0.061616,0.004892,0.052265,-0.078995,-0.094607,-0.075079,-0.192972,-0.03274,-0.064772,-0.09626,0.057755,-0.027887,0.059793,0.070145,-0.034258,-0.062471,-0.118394,0.01811,-0.061065,0.146528,-0.20871,0.055482,0.0906,-0.10031,-0.115122,0.011222,-0.000814,-0.013023,1.0,-0.078496,-0.071762,0.067971,-0.205927,0.033206,0.220542,-0.051722,-0.042568,-0.143955,0.012087,0.078759,-0.124789,-0.121782,-0.03358,-0.115101,0.033831,-0.111708,0.02986,0.051219,0.096352
Mrs. Hurst,-0.086033,-0.171247,0.125755,-0.048592,-0.028218,-0.122744,-0.131169,-0.078771,-0.071254,-0.087726,-0.035527,-0.072752,0.096792,-0.153622,0.071648,0.154263,0.06284,-0.087686,-0.227812,-0.010491,0.066953,-0.027497,0.0571,0.140912,-0.047185,0.056878,0.065335,-0.129145,-0.131005,0.046225,0.119067,-0.098,-0.103978,-0.09523,-0.12263,0.050405,-0.188229,-0.154607,0.101696,-0.019649,-0.127993,-0.008239,0.055502,-0.16367,-0.214858,-0.045343,0.131942,-0.146175,-0.089132,-0.031475,0.34408,-0.033565,0.154799,-0.054067,-0.197342,-0.014786,-0.114998,0.046681,-0.007286,-0.09085,-0.0243,0.00564,-0.12959,0.134702,-0.055168,0.075272,-0.093484,-0.03647,-0.079555,0.044123,0.218847,-0.114192,-0.117704,-0.12749,0.005829,0.144952,-0.075614,0.005262,-0.03658,-0.120016,0.075549,-0.100691,-0.078496,1.0,0.079969,-0.155352,0.016623,0.179734,-0.115952,-0.13704,-0.17415,-0.007902,0.006599,-0.172625,-0.198088,-0.077135,0.31191,-0.108875,-0.160772,-0.102702,0.076414,-0.035099,-0.020459
Mrs. Jennings,-0.043733,0.049716,0.265438,-0.099712,-0.079569,0.023119,-0.282342,0.084708,-0.187411,0.04002,0.096546,-0.302528,0.080006,-0.069708,0.090936,0.030764,-0.109782,0.025256,0.06466,-0.189226,0.1056,0.384073,0.266798,0.058053,0.253735,0.132864,0.050789,-0.287005,-0.196887,-0.24845,0.142161,0.0508,-0.221761,-0.20212,-0.143011,-0.05962,-0.229282,-0.107553,-0.13084,0.019517,-0.026972,0.023465,-0.251209,0.10443,-0.191198,-0.142672,-0.12789,0.221695,-0.173972,-0.039394,0.210031,0.01832,-0.034511,0.12148,-0.141062,0.162999,0.018199,0.270541,0.097301,-0.140701,0.155307,-0.028098,0.079039,0.062393,0.02382,-0.026566,-0.055106,-0.246065,0.178272,0.04146,0.1994,-0.195123,0.154953,-0.076756,0.249107,0.098531,-0.080692,0.163588,0.303496,-0.193194,-0.070107,0.140374,-0.071762,0.079969,1.0,-0.004878,0.340499,0.062517,-0.013672,0.154018,0.079112,-0.085417,0.024748,-0.391341,0.019248,0.224229,0.101875,0.13476,0.00343,-0.063588,0.051979,-0.368018,-0.196293
Mrs. Morland,-0.048149,-0.139406,-0.012521,-0.059609,-0.105657,-0.003451,0.014305,0.111798,-0.032414,-0.058158,-0.027754,-0.01356,-0.098794,0.077702,-0.009827,-0.180953,-0.053192,-0.013694,0.028461,-0.057967,-0.050087,-0.039085,-0.035324,-0.009569,-0.044653,-0.077516,0.062547,-0.057173,0.017873,-0.075618,-0.016908,-0.102544,0.025527,0.004177,0.084813,-0.00277,-0.033666,-0.039149,-0.075383,-0.047617,0.090962,-0.098112,-0.059478,0.156084,-0.115936,-0.05877,-0.055551,0.037941,0.032034,0.042203,-0.110711,0.035676,-0.011245,-0.037929,0.132323,0.070313,0.141424,0.112539,-0.054645,-0.0172,-0.064956,-0.118444,0.036174,-0.04943,0.087842,-0.140812,0.031767,-0.080791,-0.044349,-0.100298,-0.115933,0.12791,-0.038064,0.052419,-0.012426,-0.089582,-0.011409,-0.114434,0.037243,-0.042627,-0.036252,0.056545,0.067971,-0.155352,-0.004878,1.0,-0.04461,-0.063854,0.155694,-0.0018,0.098447,-0.100611,0.054625,-0.066499,0.03001,0.039347,0.013312,-0.090665,0.222183,-0.036862,0.01989,0.037728,0.114525
Mrs. Norris,0.121448,0.216987,0.346543,-0.028856,0.045168,0.117564,-0.163347,0.021757,-0.279245,0.130225,0.039277,-0.360375,0.105839,-0.049118,-0.104605,-0.071655,-0.188761,0.041228,0.130797,-0.225807,-0.009014,0.35843,0.37065,0.105084,0.320244,0.087146,0.267956,-0.17661,-0.075151,-0.254965,0.06582,0.020982,-0.078283,-0.197676,-0.031569,0.053423,-0.043324,-0.167031,0.069979,0.173304,0.070646,0.228909,-0.191591,0.009619,-0.179816,-0.215319,0.014432,0.386062,-0.087917,-0.084488,0.138309,0.03425,-0.085086,0.245883,-0.032722,0.160114,0.096683,0.198313,0.292568,0.012133,0.383782,-0.165483,0.133091,0.050034,-0.048282,-0.026028,-0.26605,-0.268941,0.034839,-0.106069,0.26328,-0.123635,0.221142,-0.179364,0.346957,-0.027914,-0.239353,0.041301,0.359497,-0.241079,-0.122969,0.243082,-0.205927,0.016623,0.340499,-0.04461,1.0,-0.068798,0.038914,0.15169,-0.001625,0.030386,-0.003057,-0.300033,-0.02109,0.235103,0.023463,0.242929,0.042386,0.025131,-0.006201,-0.343491,-0.235094
Mrs. Phillips,-0.137668,-0.136432,-0.019449,-0.079346,-0.018234,-0.180754,-0.090611,-0.089437,-0.014091,-0.158291,-0.059027,0.047995,-0.020596,0.086492,0.075159,0.089616,-0.054845,-0.007919,-0.20624,-0.031771,-0.004423,0.032801,0.012822,0.050789,-0.107947,-0.021682,-0.067397,-0.186456,-0.172509,-0.131885,0.196464,-0.188984,-0.172141,-0.035404,-0.081261,-0.028121,-0.113238,-0.073362,-0.112102,-0.097879,0.005132,-0.090633,-0.033319,-0.039805,-0.151784,-0.040161,-0.109626,-0.072581,-0.125369,-0.027517,0.218138,-0.030586,-0.012988,-0.082514,-0.226197,-0.029014,-0.020791,-0.015636,-0.134397,-0.214668,-0.107511,0.022459,0.027773,-0.095784,-0.02243,0.17435,0.02246,-0.069714,-0.014338,0.025309,0.010708,-0.05396,-0.029814,0.036065,-0.029194,0.155407,0.172006,-0.051761,-0.092909,-0.01708,0.128525,-0.005741,0.033206,0.179734,0.062517,-0.063854,-0.068798,1.0,-0.035719,-0.083772,0.08557,0.044491,-0.078948,-0.16904,-0.031059,0.028286,0.133832,-0.089668,-0.087901,-0.055851,0.029418,-0.048797,0.067884
Mrs. Price,-0.096757,-0.024623,-0.019177,-0.061824,-0.008999,-0.06798,-0.054896,0.043171,-0.013021,0.056875,0.010397,0.04544,0.011848,0.018824,0.009908,-0.131703,-0.072957,0.070835,-0.030758,0.033289,-0.084449,-0.009293,0.031935,-0.024852,-0.024208,-0.018822,0.089284,-0.079941,-0.070513,-0.069913,-0.010422,-0.103026,0.060975,-0.064875,0.083889,0.021272,0.040328,0.063795,0.021208,0.079258,-0.047106,0.039517,-0.03567,0.064752,0.001997,-0.030707,-0.088433,0.070192,-0.029367,-0.059993,-0.067452,-0.070451,-0.037129,0.004368,0.200148,0.060046,0.07073,0.117891,0.00055,-0.00111,0.04554,-0.139578,-0.083021,-0.045041,0.095895,-0.065573,-0.002087,-0.072765,-0.033523,-0.107234,0.020819,0.026665,-0.071445,0.101648,-0.129735,-0.081021,-0.041244,-0.084075,0.082258,-0.067836,-0.024487,0.004777,0.220542,-0.115952,-0.013672,0.155694,0.038914,-0.035719,1.0,0.067628,-0.01239,-0.034522,0.008085,-0.015895,-0.016633,-0.027303,-0.066572,-0.045348,0.078332,-0.082134,-0.062854,-0.008632,0.088272
Mrs. Smith,0.11757,0.362921,0.232372,-0.040246,-0.197291,0.36692,-0.238865,-0.063415,-0.277934,0.121306,0.311242,-0.29666,-0.008918,0.088376,0.044123,-0.204164,-0.199557,-0.097522,0.271612,-0.202227,-0.049193,0.346355,0.191504,0.060163,0.435316,-0.095907,0.120401,-0.021639,-0.069734,-0.149774,-0.150058,0.341331,-0.125369,-0.199859,0.048766,-0.172566,-0.095881,0.008376,-0.13955,0.198149,-0.028057,0.136927,-0.095506,0.033662,0.008617,-0.097254,-0.036968,0.143627,0.02468,-0.105174,-0.19547,-0.061161,-0.220441,0.130656,0.007172,-0.001075,-0.039763,0.057468,-0.001451,0.277519,0.220723,0.112728,0.035124,0.059207,-0.074869,0.03408,-0.100311,-0.104342,0.289228,0.122599,0.136747,-0.084869,0.019383,0.269173,0.150852,0.01205,0.093759,0.270762,0.078039,-0.13148,0.063096,0.058365,-0.051722,-0.13704,0.154018,-0.0018,0.15169,-0.083772,0.067628,1.0,0.175186,-0.12365,-0.012215,-0.211982,0.11667,0.043625,-0.173315,0.150332,-0.098516,-0.107169,-0.067985,-0.241268,-0.246209
Mrs. Thorpe,-0.027338,0.043776,0.022979,-0.062107,-0.060043,0.113841,-0.099705,0.068575,-0.029031,-0.106012,-0.015797,-0.091512,-0.200202,0.125371,0.120959,-0.22041,-0.046543,-0.103238,0.007975,-0.285093,0.081933,0.122244,0.018199,-0.075495,0.022997,-0.091275,-0.096134,-0.230159,-0.093182,-0.146476,-0.036567,0.002842,-0.104804,-0.092109,-0.101979,-0.131627,-0.148458,0.002847,-0.181073,0.105376,0.067837,-0.137423,-0.126368,0.049375,-0.03528,-0.195563,-0.141135,0.156618,0.031678,0.116035,-0.115556,-0.087407,-0.212375,-0.148858,-0.064199,-0.01385,-0.055783,-0.063844,-0.017042,-0.082774,-0.061504,-0.002159,0.183504,-0.0415,-0.032652,0.119748,0.094431,-0.148983,0.143048,-0.011916,-0.091645,-0.031656,0.146875,0.106686,0.101565,-0.091712,0.111083,0.008939,0.065673,-0.126936,-0.04486,0.17464,-0.042568,-0.17415,0.079112,0.098447,-0.001625,0.08557,-0.01239,0.175186,1.0,-0.137413,-0.046184,-0.105721,0.143477,-0.0303,-0.103486,0.060045,0.084333,0.033468,-0.059678,-0.146038,-0.086171
Philip Elton,0.114768,-0.009629,-0.008925,-0.03663,0.020763,-0.026275,0.230161,-0.068319,0.301267,-0.180323,-0.176674,0.250499,0.184207,-0.126302,-0.104945,0.282668,0.001913,0.177644,-0.038265,0.411944,-0.129225,-0.150463,-0.196077,-0.027673,-0.048476,-0.106636,0.081935,0.162102,0.270023,0.073265,0.027879,0.200379,0.230649,-0.037457,0.178623,0.017041,0.367043,0.104307,0.139358,-0.101645,0.030917,-0.122476,0.25495,-0.086437,0.183283,0.289914,-0.109172,-0.251248,-0.074604,-0.050312,-0.027485,-0.04276,0.215859,-0.008006,0.066889,0.0468,-0.029683,-0.016528,-0.109234,-0.066246,0.060178,0.052032,-0.106029,-0.144961,-0.007954,-0.196183,0.011119,0.057223,-0.069401,0.162971,0.017444,0.048116,-0.156129,-0.099992,-0.129124,0.063317,-0.158486,-0.002069,-0.198135,0.060026,-0.164069,-0.030339,-0.143955,-0.007902,-0.085417,-0.100611,0.030386,0.044491,-0.034522,-0.12365,-0.137413,1.0,0.096904,0.18275,-0.056362,-0.034575,0.10163,-0.016551,0.03325,-0.01569,0.044189,0.334339,0.178411
Robert Ferrars,-0.06929,-0.141562,0.066761,-0.038912,-0.186269,0.060043,0.0548,0.029807,0.151682,-0.011219,-0.054023,0.016338,-0.005682,-0.169522,0.000454,0.148384,-0.050217,-0.037182,0.029386,0.180666,-0.197011,0.017451,-0.070348,0.075985,0.033677,-0.007027,0.023085,0.129108,0.104078,0.108609,0.114937,0.093852,0.266329,0.04413,0.079494,-0.067619,0.047832,0.0302,-0.05525,-0.01789,-0.100748,-0.028496,0.149861,0.018801,0.038519,0.275775,-0.027735,-0.177948,0.012842,-0.118935,-0.054449,0.036599,0.061309,0.09075,-0.052204,0.035323,-0.025301,0.141478,-0.108371,-0.016502,-0.040123,-0.110834,-0.169859,-0.096321,-0.029606,-0.106468,-0.00956,0.000545,0.009309,0.075155,-0.059734,0.069826,-0.123061,-0.029878,-0.084107,0.094208,-0.155617,0.012894,0.00275,0.120689,-0.106689,-0.013705,0.012087,0.006599,0.024748,0.054625,-0.003057,-0.078948,0.008085,-0.012215,-0.046184,0.096904,1.0,-0.025118,0.09877,0.069612,0.048404,-0.04424,0.074391,-0.036958,0.034698,0.233031,0.081462
Robert Martin,0.082239,-0.090113,-0.364373,0.026249,0.215216,-0.075378,0.416981,0.045625,0.269187,-0.094953,-0.250105,0.363188,0.00361,0.003901,-0.154687,0.109764,0.231089,0.111053,-0.135459,0.378755,-0.188874,-0.440495,-0.365782,-0.076906,-0.366787,-0.176779,-0.200262,0.38368,0.24523,0.289821,-0.16982,-0.032435,0.286146,0.229889,0.046104,-0.005124,0.340084,0.147881,0.119173,-0.023729,-0.007419,-0.129562,0.345144,-0.101405,0.294168,0.264846,0.15264,-0.256767,0.06516,-0.069354,-0.253012,-0.050645,0.039387,-0.057205,0.231901,-0.156776,-0.051827,-0.337664,-0.143564,0.074457,-0.153589,-0.001776,-0.081366,-0.082916,0.038021,-0.098295,0.072151,0.313412,-0.186653,0.078453,-0.271889,0.17104,-0.179434,-0.024207,-0.28332,-0.050549,0.022695,-0.072248,-0.374801,0.270611,0.000404,-0.094627,0.078759,-0.172625,-0.391341,-0.066499,-0.300033,-0.16904,-0.015895,-0.211982,-0.105721,0.18275,-0.025118,1.0,0.059125,-0.212526,-0.238231,-0.151331,-0.032271,0.029589,0.127863,0.503953,0.159229
Sir John Middleton,0.114748,-0.045794,-0.135583,-0.075624,-0.14519,0.066101,0.065591,0.113036,0.099043,-0.002838,-0.005482,0.055486,-0.151457,0.109473,0.07828,-0.04706,-0.039568,-0.027258,0.119612,-0.137613,-0.003585,-0.00077,-0.076955,-0.065874,0.007843,-0.099834,-0.259663,0.042534,0.138203,-0.055109,-0.067875,0.058125,0.064491,0.065793,-0.225222,-0.214148,0.015395,0.095883,-0.114552,-0.100554,-0.037733,-0.122088,-0.09745,-0.024891,0.187087,0.061741,-0.137937,0.00174,0.104862,0.025121,-0.189485,-0.033796,-0.195642,-0.003868,-0.126656,0.053357,-0.076351,-0.145607,-0.154897,-0.086741,-0.027087,0.01931,0.142575,0.055012,-0.016374,-0.050035,0.180515,-0.006063,0.060495,0.173954,-0.162343,0.034529,0.054613,0.071334,-0.010048,-0.001248,0.091111,-0.053919,0.007465,0.155968,-0.004888,0.108946,-0.124789,-0.198088,0.019248,0.03001,-0.02109,-0.031059,-0.016633,0.11667,0.143477,-0.056362,0.09877,0.059125,1.0,0.076501,-0.148846,0.040172,-0.045951,0.126097,-0.076163,0.034764,0.008083
Sir Thomas Bertram,-0.006608,0.058293,0.214003,-0.14965,-0.12285,-0.070931,-0.091204,0.059245,-0.02552,0.08786,0.12774,-0.230254,0.113446,0.024379,-0.083205,0.060953,-0.101935,-0.077103,0.379082,-0.147023,0.05274,0.348522,0.310833,0.080167,0.29324,0.029156,0.137382,-0.034042,-0.067828,-0.106219,0.373428,0.125891,-0.081528,-0.095986,-0.093056,-0.069299,0.142094,0.02373,-0.146038,-0.00786,0.025931,0.095464,-0.36173,0.088987,-0.138477,-0.048846,-0.138152,0.220467,-0.168784,-0.116057,0.085568,0.153906,-0.139096,0.067088,-0.187953,-0.010428,0.007671,0.192443,0.033067,0.02556,0.099462,-0.137134,0.029307,0.101506,0.017057,0.076907,-0.053168,-0.112631,0.18836,0.028276,0.157706,0.04311,0.251669,-0.200313,0.258983,-0.038309,-0.089461,-0.020405,0.367534,-0.106397,-0.028912,0.076605,-0.121782,-0.077135,0.224229,0.039347,0.235103,0.028286,-0.027303,0.043625,-0.0303,-0.034575,0.069612,-0.212526,0.076501,1.0,0.071906,0.205954,0.102216,-0.006029,0.119288,-0.162943,-0.06254
Sir Walter Elliot,-0.154979,-0.104715,0.196477,-0.081041,-0.101193,-0.152911,-0.118376,-0.114065,-0.003422,-0.102858,-0.00997,-0.077568,0.199142,-0.093785,0.105607,0.198302,-0.111436,-0.021234,-0.14625,0.084561,0.0694,0.006676,0.006862,0.136395,-0.010314,0.17972,0.048733,-0.155091,-0.082408,-0.101228,0.056899,-0.049596,-0.13661,-0.093793,0.026829,0.175798,-0.014767,-0.12241,-0.037374,-0.170812,-0.053237,-0.084571,-0.011455,0.104017,-0.208564,0.020227,0.062624,-0.033486,-0.03145,0.070603,0.317123,0.054012,0.287426,-0.074604,-0.158378,-0.013735,-0.044878,0.130788,0.00123,-0.245575,-0.058535,-0.06889,0.028289,0.046073,0.103732,0.083384,-0.087946,-0.116288,-0.0098,-0.005344,0.210289,-0.10403,-0.151928,-0.203813,-0.031618,0.131267,-0.131561,-0.034001,0.08205,-0.178814,-0.037272,-0.018601,-0.03358,0.31191,0.101875,0.013312,0.023463,0.133832,-0.066572,-0.173315,-0.103486,0.10163,0.048404,-0.238231,-0.148846,0.071906,1.0,-0.11602,0.031925,-0.01628,0.107992,0.029474,0.012818
Sir William Lucas,0.113858,0.168511,0.069461,-0.017571,0.015175,0.075038,-0.155722,-0.068096,-0.14923,0.186951,0.157057,-0.176341,-0.043126,-0.002683,-0.060305,-0.042189,-0.068528,-0.036051,0.289202,-0.193968,0.07501,0.211939,0.227308,-0.024646,0.175271,0.06634,0.05393,0.084068,-0.100915,-0.114698,0.15827,0.198294,0.016765,-0.149863,-0.114804,-0.067129,-0.001496,0.088784,-0.062576,0.094752,0.053218,0.201462,-0.265248,-0.000798,0.038354,-0.078856,-0.080782,0.166968,0.029019,-0.025534,-0.034368,-0.033387,-0.197224,0.099205,-0.050344,-0.077326,-0.06471,-0.000904,0.090697,0.106856,0.139923,-0.003519,0.009643,0.108379,0.061053,-0.004476,-0.123611,-0.099068,0.21423,0.114365,0.15609,-0.062025,0.294976,-0.048327,0.300075,-0.096889,-0.134156,0.135135,0.236226,-0.16234,-0.134162,0.027526,-0.115101,-0.108875,0.13476,-0.090665,0.242929,-0.089668,-0.045348,0.150332,0.060045,-0.016551,-0.04424,-0.151331,0.040172,0.205954,-0.11602,1.0,-0.130544,-0.028451,0.077263,-0.229528,-0.211431
Susan Price,-0.113366,-0.1533,0.115683,-0.030061,-0.102936,-0.034294,0.141683,0.07763,0.093908,-0.149444,0.050087,-0.053206,-0.047523,-0.041044,-0.056414,-0.13191,-0.070921,0.110149,0.006381,-0.070324,-0.067053,0.079939,0.068304,0.085072,0.080394,-0.013407,0.213408,0.002038,0.02182,0.046997,-0.007605,-0.076147,-0.017724,0.083349,0.242095,0.018662,0.048204,-0.084944,-0.163574,0.008442,0.10033,-0.127888,9.7e-05,0.168708,-0.058056,-0.005044,0.046589,-0.007167,-0.038468,0.03997,-0.070409,0.077099,0.092413,-0.032192,0.032549,0.101819,0.130471,0.218282,-0.034844,-0.078836,0.012671,-0.089202,0.100221,-0.168045,-0.014063,-0.107216,-0.090968,0.004203,0.026651,-0.091249,-0.18333,0.092409,-0.02778,-0.111649,-0.053214,-0.048396,-0.093822,-0.160718,0.094241,-0.010291,-0.241748,0.075248,0.033831,-0.160772,0.00343,0.222183,0.042386,-0.087901,0.078332,-0.098516,0.084333,0.03325,0.074391,-0.032271,-0.045951,0.102216,0.031925,-0.130544,1.0,-0.019274,-0.092849,-0.004797,0.053489
Thomas Palmer,0.033581,0.017761,-0.158259,-0.052195,0.127977,-0.111933,0.208765,0.042928,0.091716,-0.095953,-0.112434,0.055258,-0.006396,0.02498,-0.008474,0.061491,0.026213,0.014809,-0.05145,-0.012195,0.019276,-0.01192,-0.020201,-0.11303,-0.111696,-0.029036,-0.132153,0.043233,0.152431,-0.022774,-0.012011,0.001806,0.003852,0.075674,-0.05448,0.012244,0.06429,-0.045325,0.02703,-0.016137,0.042234,-0.014906,-0.074802,-0.073386,0.049254,0.073022,0.012793,0.048459,0.071726,-0.021621,-0.050839,0.007896,-0.037478,-0.011442,-0.068265,-0.069532,-0.143729,-0.00928,0.00566,-0.069569,0.05406,0.022586,0.185389,0.09012,-0.088064,0.008163,0.025827,0.037321,-0.061454,-0.059382,0.00289,-0.045073,0.02287,-0.023056,0.029224,-0.105871,0.064255,-0.041547,0.069203,0.084284,-0.05629,0.037133,-0.111708,-0.102702,-0.063588,-0.036862,0.025131,-0.055851,-0.082134,-0.107169,0.033468,-0.01569,-0.036958,0.029589,0.126097,-0.006029,-0.01628,-0.028451,-0.019274,1.0,-0.124483,-0.094626,-0.044254
William Collins,-0.08912,-0.166066,-0.045516,-0.077639,0.070031,-0.06361,-0.058541,0.058636,-0.006735,0.081968,-0.054853,-0.03941,0.072967,-0.031658,0.031083,0.047703,0.187764,0.007359,-0.070202,0.081129,0.066539,0.043856,3.5e-05,0.010094,-0.062867,0.015301,-0.123993,0.009798,-0.127231,-0.040973,0.131159,-0.035708,0.037014,-0.091887,-0.10043,-0.04515,0.03877,-0.049696,-0.104563,-0.052183,-0.087538,-0.069445,-0.090304,0.165965,-0.148913,0.049927,0.011733,-0.027378,-0.086968,-0.061575,0.156421,0.055037,0.002453,0.100531,0.031951,-0.032111,0.016852,-0.008692,0.06492,-0.019162,-0.167098,-0.181133,-0.066693,0.138788,0.136277,0.039208,-0.105908,-0.041797,0.092256,-0.020355,-0.006152,0.062636,-0.038852,-0.200043,0.073494,0.025137,-0.113003,-0.007427,0.035388,-0.168634,0.138355,0.087219,0.02986,0.076414,0.051979,0.01989,-0.006201,0.029418,-0.062854,-0.067985,-0.059678,0.044189,0.034698,0.127863,-0.076163,0.119288,0.107992,0.077263,-0.092849,-0.124483,1.0,0.093351,0.028891
William Elliot,0.020818,-0.18595,-0.147568,-0.071177,0.034699,-0.131239,0.352336,-0.031263,0.410032,-0.140294,-0.184076,0.358885,0.011336,-0.175991,-0.05583,0.196098,0.159499,0.040736,-0.153349,0.469176,-0.146198,-0.392956,-0.354854,0.089732,-0.266715,-0.141897,-0.069943,0.341905,0.324123,0.26874,-0.062353,0.006482,0.38064,0.177312,0.147225,0.021308,0.326588,0.210807,0.109746,-0.111209,-0.119806,-0.19915,0.360726,-0.068011,0.192113,0.374606,0.093812,-0.431887,0.00508,-0.024691,-0.16339,0.029645,0.196502,-0.038041,0.214907,-0.112746,-0.032493,-0.220901,-0.184181,0.040606,-0.242742,-0.006414,-0.258052,-0.208815,0.036384,-0.178754,0.171162,0.274401,-0.170253,0.158422,-0.255472,0.214605,-0.283678,-0.074454,-0.333726,0.042409,-0.073079,-0.088288,-0.369467,0.286324,0.051125,-0.141703,0.051219,-0.035099,-0.368018,0.037728,-0.343491,-0.048797,-0.008632,-0.241268,-0.146038,0.334339,0.233031,0.503953,0.034764,-0.162943,0.029474,-0.229528,-0.004797,-0.094626,0.093351,1.0,0.322293
