character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Isabella Knightley,0.630462,0.73915,0.752819,0.226672,0.501315,0.716486,0.613057,0.489934,0.729346,0.651569,0.74088,0.692454,0.722767,0.626619,0.745995,0.696249,0.377376,0.572209,0.759195,0.674748,0.729428,0.756517,0.756779,0.760978,0.76719,0.681117,0.762651,0.701333,0.689389,0.486264,0.662563,0.753391,0.695453,0.618785,0.738218,0.658114,0.757814,0.718221,1.0,0.72633,0.463624,0.717123,0.747375,0.623798,0.677178,0.65738,0.698054,0.738484,0.713003,0.575468,0.742311,0.750142,0.595597,0.765103,0.749362,0.556637,0.722805,0.712057,0.624994,0.769139,0.714119,0.734983,0.538114,0.703565,0.543827,0.316898,0.650104,0.703788,0.465756,0.760085,0.748406,0.581633,0.616141,0.5549,0.755368,0.623671,0.458535,0.4196,0.687521,0.66315,0.603699,0.651258,0.280943,0.446647,0.776822,0.569319,0.765974,0.472203,0.63013,0.646429,0.746811,0.713048,0.559761,0.615898,0.649674,0.752622,0.625294,0.644305,0.591702,0.528592,0.702006,0.677051,0.677616
Isabella Thorpe,0.776416,0.915939,0.887054,0.211239,0.500729,0.847537,0.620766,0.502253,0.810128,0.88116,0.937067,0.739285,0.846272,0.705369,0.825083,0.77304,0.466395,0.564783,0.888898,0.785259,0.845247,0.903205,0.902225,0.824844,0.944522,0.710066,0.905749,0.849036,0.819425,0.600593,0.757234,0.885062,0.792747,0.616338,0.826183,0.682728,0.829924,0.890408,0.72633,1.0,0.495739,0.915329,0.846145,0.5951,0.785729,0.77014,0.844768,0.911339,0.795502,0.609249,0.818599,0.705537,0.714781,0.882171,0.902601,0.764112,0.801909,0.893791,0.6712,0.898461,0.87302,0.825746,0.679335,0.772078,0.610547,0.228597,0.703246,0.743934,0.525152,0.854342,0.898458,0.687322,0.804202,0.728654,0.934338,0.750581,0.478274,0.611842,0.77551,0.564632,0.771481,0.74744,0.235274,0.560317,0.8879,0.600621,0.911225,0.519518,0.810146,0.787767,0.832415,0.775339,0.578191,0.698974,0.727221,0.849268,0.731553,0.818368,0.665102,0.580067,0.782037,0.739095,0.756951
James Morland,0.503221,0.542714,0.5342,0.331503,0.438684,0.578025,0.712753,0.447967,0.594536,0.441199,0.493125,0.627118,0.599791,0.564855,0.47071,0.651818,0.4966,0.488593,0.554107,0.641355,0.449889,0.46611,0.538292,0.437966,0.498093,0.457059,0.566498,0.641317,0.592554,0.488677,0.593023,0.577537,0.669345,0.514283,0.606613,0.426987,0.620902,0.541768,0.463624,0.495739,1.0,0.528276,0.614173,0.586829,0.616589,0.658075,0.524692,0.395922,0.649432,0.398533,0.543681,0.532001,0.549393,0.461904,0.483215,0.240932,0.544725,0.514282,0.514528,0.557139,0.457117,0.56671,0.412554,0.574751,0.445822,0.545869,0.544126,0.594482,0.405908,0.614032,0.499762,0.485788,0.340871,0.387671,0.469142,0.536524,0.264399,0.33989,0.474963,0.617541,0.377728,0.362082,0.311478,0.253972,0.484784,0.527358,0.459775,0.355327,0.417837,0.539035,0.486904,0.666784,0.370757,0.630695,0.639334,0.531812,0.567567,0.43553,0.524661,0.467092,0.566418,0.702111,0.56427
Jane Bennet,0.762956,0.918198,0.921291,0.248261,0.548163,0.872685,0.674115,0.544325,0.840525,0.891977,0.9354,0.786553,0.862397,0.738093,0.808436,0.808842,0.514819,0.607126,0.906324,0.843936,0.829121,0.904393,0.934509,0.834383,0.941643,0.752257,0.934862,0.873165,0.859011,0.654669,0.774517,0.901073,0.836863,0.64529,0.880299,0.720744,0.862578,0.884648,0.717123,0.915329,0.528276,1.0,0.884617,0.575337,0.79572,0.824912,0.857036,0.875821,0.833214,0.624803,0.82932,0.749147,0.766609,0.883819,0.893206,0.691438,0.857686,0.91354,0.734104,0.926088,0.868745,0.853056,0.67036,0.811461,0.650666,0.279284,0.683184,0.761181,0.598791,0.865551,0.889769,0.723233,0.793025,0.728211,0.909145,0.763917,0.487233,0.6091,0.798135,0.625667,0.775776,0.765345,0.269733,0.519014,0.876808,0.64026,0.914804,0.517437,0.79675,0.828073,0.779035,0.783295,0.570245,0.757226,0.744899,0.885522,0.785661,0.764545,0.701551,0.58699,0.819291,0.791205,0.797276
Jane Fairfax,0.718594,0.885439,0.897716,0.266581,0.654394,0.869351,0.768429,0.569657,0.85997,0.791329,0.865505,0.852107,0.882566,0.786518,0.815666,0.85657,0.525458,0.688149,0.879965,0.878926,0.775734,0.849895,0.891491,0.802187,0.888301,0.763475,0.916061,0.889732,0.885705,0.608944,0.786479,0.879508,0.860911,0.752977,0.914892,0.765145,0.891803,0.866001,0.747375,0.846145,0.614173,0.884617,1.0,0.619976,0.813414,0.869714,0.839558,0.795635,0.87046,0.654074,0.826451,0.7826,0.787924,0.855833,0.866852,0.570374,0.84681,0.884433,0.735789,0.883643,0.843127,0.886752,0.646826,0.787556,0.628789,0.340235,0.75488,0.80407,0.537702,0.873484,0.849009,0.688065,0.708451,0.705943,0.835008,0.785708,0.535719,0.549463,0.798054,0.688279,0.686215,0.685752,0.315953,0.498766,0.834723,0.656439,0.844035,0.568048,0.776046,0.821712,0.757824,0.854277,0.582763,0.808676,0.785019,0.869246,0.796245,0.737405,0.715435,0.660779,0.812264,0.851187,0.778488
John Dashwood,0.548558,0.645456,0.633726,0.251395,0.426974,0.605667,0.627457,0.472059,0.645241,0.519338,0.610799,0.609199,0.621302,0.512398,0.652466,0.626393,0.39476,0.526959,0.655409,0.620894,0.606314,0.61713,0.652163,0.604221,0.638147,0.551744,0.645661,0.644846,0.609853,0.449034,0.559893,0.649758,0.637278,0.50335,0.622382,0.472076,0.637412,0.598664,0.623798,0.5951,0.586829,0.575337,0.619976,1.0,0.642165,0.592715,0.544322,0.543698,0.645438,0.466849,0.62598,0.615644,0.541034,0.609042,0.591764,0.408329,0.603043,0.576987,0.574689,0.665565,0.534556,0.618551,0.475716,0.622145,0.509352,0.377155,0.570624,0.632424,0.360944,0.684177,0.642067,0.562873,0.471583,0.481807,0.618787,0.554698,0.369877,0.307911,0.541994,0.542117,0.540123,0.521226,0.19323,0.301869,0.599421,0.596183,0.569724,0.374222,0.442605,0.50462,0.618678,0.66761,0.440105,0.513943,0.615757,0.612416,0.547927,0.585188,0.495104,0.494688,0.655123,0.617779,0.58351
John Thorpe,0.751796,0.818509,0.796836,0.236136,0.575745,0.803956,0.72868,0.572891,0.794426,0.723836,0.82477,0.789476,0.808669,0.699266,0.762107,0.805657,0.521463,0.646107,0.843416,0.824504,0.741686,0.778504,0.818878,0.735104,0.815951,0.693006,0.842083,0.844463,0.829172,0.60947,0.731012,0.824618,0.832218,0.672111,0.80923,0.625232,0.843223,0.811836,0.677178,0.785729,0.616589,0.79572,0.813414,0.642165,1.0,0.820622,0.762986,0.739929,0.812095,0.555982,0.759872,0.697439,0.723729,0.783471,0.808289,0.550321,0.761214,0.776932,0.692558,0.848465,0.740445,0.788828,0.711039,0.798878,0.580404,0.456603,0.714467,0.754786,0.523826,0.836309,0.806859,0.705703,0.63978,0.617898,0.777904,0.689776,0.435915,0.536,0.723915,0.637512,0.69224,0.634941,0.265135,0.349719,0.757599,0.630363,0.752238,0.550368,0.669946,0.721751,0.742883,0.820126,0.524594,0.759046,0.781062,0.780932,0.731718,0.710726,0.703571,0.668514,0.763181,0.786197,0.723774
John Willoughby,0.65277,0.829077,0.846279,0.295177,0.616439,0.847279,0.793923,0.561641,0.84809,0.730645,0.797039,0.865609,0.853675,0.789611,0.740555,0.858757,0.546727,0.674567,0.846355,0.894117,0.698664,0.781665,0.845709,0.720217,0.816476,0.698101,0.879395,0.899312,0.864391,0.631775,0.790152,0.858579,0.912649,0.737708,0.881952,0.680453,0.890543,0.830282,0.65738,0.77014,0.658075,0.824912,0.869714,0.592715,0.820622,1.0,0.799752,0.687535,0.836419,0.65666,0.745515,0.778597,0.771396,0.761006,0.791936,0.468897,0.826094,0.83914,0.723051,0.84493,0.766575,0.848771,0.613018,0.800546,0.635826,0.377887,0.745693,0.80409,0.569406,0.835585,0.790056,0.643539,0.648586,0.659738,0.74581,0.744479,0.489611,0.504445,0.768904,0.660182,0.647614,0.656374,0.270396,0.418458,0.740767,0.640959,0.771238,0.582947,0.68639,0.769262,0.673037,0.849052,0.558677,0.854564,0.802803,0.846873,0.813149,0.690504,0.751848,0.685582,0.81337,0.888212,0.781939
Julia Bertram,0.709314,0.862553,0.849971,0.222483,0.56825,0.811941,0.656935,0.513538,0.831209,0.769934,0.85885,0.80927,0.844019,0.748506,0.799087,0.787275,0.454601,0.605704,0.869104,0.816039,0.777248,0.836367,0.865314,0.803987,0.87734,0.701631,0.876712,0.856766,0.829865,0.596233,0.745491,0.862936,0.805314,0.726422,0.858718,0.718448,0.881256,0.832724,0.698054,0.844768,0.524692,0.857036,0.839558,0.544322,0.762986,0.799752,1.0,0.80838,0.80327,0.597502,0.750769,0.747051,0.765041,0.830561,0.844188,0.661418,0.826077,0.857322,0.671509,0.853872,0.828697,0.841452,0.655915,0.778485,0.592404,0.252657,0.71272,0.769116,0.543039,0.847183,0.821059,0.668705,0.701154,0.669333,0.851493,0.744508,0.441074,0.55028,0.787408,0.564426,0.664679,0.720771,0.248692,0.479174,0.830694,0.594943,0.843461,0.562237,0.736154,0.774717,0.773872,0.809606,0.599579,0.781628,0.724441,0.842746,0.737807,0.743343,0.683624,0.627843,0.77706,0.789976,0.785598
Lady Bertram,0.786887,0.877102,0.840529,0.189399,0.464458,0.801087,0.534039,0.456346,0.756057,0.867357,0.914508,0.688808,0.797044,0.617402,0.820163,0.719998,0.404726,0.568752,0.867818,0.708809,0.821471,0.896546,0.865299,0.806213,0.916813,0.710562,0.851887,0.77855,0.77253,0.547917,0.732662,0.851927,0.727373,0.554235,0.779895,0.659041,0.779072,0.851348,0.738484,0.911339,0.395922,0.875821,0.795635,0.543698,0.739929,0.687535,0.80838,1.0,0.741038,0.572743,0.773911,0.662365,0.666676,0.8864,0.88031,0.790251,0.762355,0.848695,0.651364,0.850358,0.861919,0.78576,0.699968,0.720721,0.610431,0.211967,0.642934,0.673327,0.53658,0.831245,0.875058,0.664703,0.785343,0.707987,0.925283,0.688219,0.467618,0.568452,0.756588,0.520797,0.739969,0.76417,0.199561,0.576373,0.889288,0.570677,0.904818,0.452834,0.796379,0.754328,0.828617,0.708011,0.547868,0.626999,0.656769,0.816676,0.663607,0.747638,0.589798,0.543627,0.742952,0.649298,0.707738
Lady Catherine de Bourgh,0.728353,0.843826,0.838884,0.309467,0.620036,0.873471,0.767765,0.552591,0.783899,0.752733,0.815119,0.836291,0.838261,0.765488,0.778138,0.8275,0.541891,0.711441,0.846004,0.849353,0.751024,0.794356,0.852517,0.754743,0.843639,0.715155,0.873691,0.860201,0.820802,0.610695,0.751225,0.852284,0.835852,0.734413,0.871277,0.697061,0.857719,0.841347,0.713003,0.795502,0.649432,0.833214,0.87046,0.645438,0.812095,0.836419,0.80327,0.741038,1.0,0.63583,0.791161,0.805394,0.747819,0.802651,0.820137,0.519768,0.836532,0.800735,0.770665,0.862827,0.764868,0.861532,0.667753,0.785419,0.666509,0.388456,0.74972,0.784269,0.576162,0.85822,0.812435,0.685509,0.652578,0.697857,0.795473,0.765292,0.546243,0.560269,0.779611,0.740844,0.67894,0.661152,0.406476,0.398152,0.798537,0.701801,0.789112,0.554857,0.687934,0.784946,0.789156,0.841037,0.5203,0.797111,0.798603,0.828786,0.766188,0.734858,0.72264,0.643399,0.807177,0.809914,0.762286
Lady Lucas,0.455749,0.64597,0.656871,0.229972,0.447009,0.659183,0.587424,0.420993,0.639582,0.596665,0.625015,0.66029,0.662983,0.561591,0.584858,0.629522,0.418489,0.648968,0.642817,0.646342,0.584403,0.642118,0.678577,0.604684,0.655252,0.594222,0.675978,0.630773,0.633179,0.370598,0.618548,0.663491,0.637884,0.543315,0.679646,0.531213,0.670408,0.638839,0.575468,0.609249,0.398533,0.624803,0.654074,0.466849,0.555982,0.65666,0.597502,0.572743,0.63583,1.0,0.579218,0.609998,0.538026,0.589268,0.625941,0.430222,0.675451,0.688207,0.617104,0.662352,0.636244,0.691651,0.398423,0.587517,0.587294,0.247371,0.597474,0.656675,0.493588,0.645689,0.631164,0.460978,0.625788,0.607784,0.622911,0.543295,0.52189,0.342399,0.656957,0.480445,0.507196,0.543158,0.154829,0.344984,0.619936,0.515831,0.64285,0.37291,0.562525,0.561986,0.538103,0.664091,0.436074,0.624466,0.590679,0.666208,0.58521,0.562483,0.582664,0.521907,0.708936,0.651995,0.663766
Lady Middleton,0.700291,0.826082,0.839634,0.211772,0.598422,0.774636,0.664503,0.491213,0.788287,0.776199,0.839672,0.726999,0.795111,0.701335,0.787665,0.775389,0.460576,0.570405,0.83797,0.777145,0.776056,0.827706,0.844068,0.789031,0.844275,0.692838,0.853771,0.792324,0.7954,0.604277,0.740388,0.810889,0.773666,0.622271,0.808913,0.720114,0.802124,0.792478,0.742311,0.818599,0.543681,0.82932,0.826451,0.62598,0.759872,0.745515,0.750769,0.773911,0.791161,0.579218,1.0,0.723243,0.67787,0.802201,0.819274,0.583694,0.802994,0.828121,0.677125,0.832813,0.783704,0.777016,0.610619,0.763382,0.600192,0.315562,0.702356,0.717007,0.495296,0.825549,0.8174,0.682118,0.686103,0.633878,0.813183,0.726652,0.472125,0.500513,0.750281,0.647871,0.694893,0.707699,0.252394,0.437571,0.820364,0.620317,0.823983,0.534084,0.71507,0.731089,0.761807,0.766447,0.545479,0.665187,0.724766,0.811608,0.704902,0.714658,0.656116,0.601766,0.762319,0.752591,0.717477
Lady Russell,0.590679,0.773974,0.797175,0.262852,0.53742,0.787938,0.706896,0.518232,0.791476,0.657373,0.729937,0.757444,0.789795,0.698933,0.729578,0.777636,0.424087,0.601987,0.797679,0.787679,0.722508,0.775681,0.797563,0.744687,0.787805,0.653477,0.806534,0.793449,0.762186,0.547788,0.692113,0.801408,0.774171,0.667592,0.824909,0.679855,0.819616,0.749469,0.750142,0.705537,0.532001,0.749147,0.7826,0.615644,0.697439,0.778597,0.747051,0.662365,0.805394,0.609998,0.723243,1.0,0.692219,0.752367,0.764161,0.439177,0.78924,0.752418,0.658441,0.799623,0.715161,0.779169,0.531158,0.742219,0.578715,0.341996,0.730624,0.781552,0.49686,0.795919,0.76686,0.587956,0.586157,0.59462,0.730747,0.672617,0.465645,0.423669,0.734366,0.684328,0.634839,0.650437,0.310083,0.438069,0.774175,0.673091,0.736602,0.525329,0.598949,0.715689,0.712788,0.770374,0.550585,0.701278,0.694277,0.800301,0.751587,0.674745,0.678998,0.585039,0.757661,0.765092,0.741271
Louisa Musgrove,0.591982,0.78055,0.792578,0.247539,0.561917,0.73157,0.617347,0.503982,0.782525,0.640138,0.749407,0.741177,0.765148,0.689316,0.730929,0.765553,0.471326,0.552699,0.781544,0.785352,0.657228,0.726556,0.787097,0.671196,0.748211,0.639519,0.8107,0.796547,0.807884,0.603247,0.714885,0.772021,0.754574,0.686799,0.817573,0.657509,0.810862,0.745083,0.595597,0.714781,0.549393,0.766609,0.787924,0.541034,0.723729,0.771396,0.765041,0.666676,0.747819,0.538026,0.67787,0.692219,1.0,0.715675,0.749503,0.480444,0.759606,0.762222,0.64781,0.767272,0.728987,0.77497,0.563973,0.73235,0.533305,0.195467,0.61868,0.706852,0.439275,0.757485,0.744504,0.610427,0.581205,0.60563,0.693993,0.636029,0.378816,0.481382,0.717599,0.535021,0.594127,0.65592,0.283186,0.428325,0.671754,0.608235,0.694753,0.490312,0.645092,0.686115,0.619829,0.733976,0.512979,0.708667,0.677658,0.75062,0.742335,0.636052,0.617204,0.623451,0.689888,0.739499,0.675347
Lucy Steele,0.793158,0.893815,0.898324,0.221324,0.54173,0.831668,0.637263,0.544101,0.793879,0.859194,0.907626,0.749533,0.847624,0.688139,0.873606,0.789336,0.386581,0.618967,0.90225,0.78665,0.850642,0.941012,0.903566,0.838736,0.933194,0.767807,0.889453,0.839536,0.819048,0.590864,0.767419,0.896368,0.795097,0.649142,0.84321,0.733015,0.839112,0.872524,0.765103,0.882171,0.461904,0.883819,0.855833,0.609042,0.783471,0.761006,0.830561,0.8864,0.802651,0.589268,0.802201,0.752367,0.715675,1.0,0.88415,0.704866,0.804561,0.87631,0.670581,0.889002,0.866098,0.822107,0.700351,0.765853,0.626338,0.2677,0.716959,0.728474,0.551514,0.865823,0.902172,0.719447,0.713991,0.725265,0.914715,0.702272,0.534533,0.570829,0.795233,0.602703,0.785757,0.794088,0.215229,0.565306,0.904066,0.661898,0.907564,0.552917,0.792213,0.782838,0.81775,0.782893,0.591064,0.70056,0.698722,0.872452,0.750152,0.763969,0.637008,0.612464,0.773198,0.713432,0.753381
Lydia Bennet,0.76714,0.904454,0.892909,0.217454,0.557178,0.838267,0.625058,0.539894,0.837813,0.83684,0.929439,0.765443,0.83292,0.718592,0.863132,0.812363,0.457037,0.602635,0.901367,0.810738,0.845,0.894621,0.917649,0.845831,0.927307,0.738226,0.917015,0.856328,0.851766,0.651727,0.768896,0.867602,0.796336,0.668293,0.857658,0.757223,0.855178,0.878079,0.749362,0.902601,0.483215,0.893206,0.866852,0.591764,0.808289,0.791936,0.844188,0.88031,0.820137,0.625941,0.819274,0.764161,0.749503,0.88415,1.0,0.723877,0.837378,0.880134,0.709162,0.903624,0.83235,0.835443,0.712527,0.809881,0.604596,0.251026,0.733572,0.768387,0.51765,0.882565,0.902774,0.718919,0.752515,0.710486,0.897801,0.730412,0.488218,0.570036,0.780585,0.608873,0.760854,0.783525,0.248241,0.458075,0.892385,0.619759,0.883403,0.559556,0.807603,0.817921,0.809121,0.768623,0.619979,0.710468,0.724853,0.871412,0.76206,0.791082,0.668688,0.590882,0.789442,0.748051,0.76998
Margaret Dashwood,0.648983,0.684749,0.605831,0.133085,0.287549,0.581098,0.324893,0.296569,0.556674,0.700661,0.741078,0.478219,0.599002,0.413878,0.68161,0.504438,0.274855,0.382958,0.64741,0.471638,0.672579,0.70261,0.649998,0.673817,0.733956,0.563564,0.625891,0.575548,0.554691,0.402667,0.567083,0.642372,0.52089,0.395043,0.542552,0.468673,0.569168,0.636119,0.556637,0.764112,0.240932,0.691438,0.570374,0.408329,0.550321,0.468897,0.661418,0.790251,0.519768,0.430222,0.583694,0.439177,0.480444,0.704866,0.723877,1.0,0.556553,0.664723,0.431976,0.646094,0.696911,0.594913,0.56124,0.520781,0.434793,0.127718,0.476355,0.468367,0.370284,0.637608,0.682416,0.483864,0.634329,0.516223,0.783219,0.541439,0.346756,0.491907,0.521058,0.353412,0.560258,0.56721,0.117136,0.426142,0.745591,0.403006,0.754219,0.304552,0.681635,0.598418,0.720681,0.533668,0.428198,0.419565,0.467319,0.587028,0.437464,0.587258,0.372832,0.39629,0.551853,0.432543,0.542062
Maria Bertram,0.6526,0.871755,0.871292,0.244522,0.596041,0.819068,0.695174,0.478571,0.852744,0.782614,0.844381,0.810908,0.832221,0.729597,0.799426,0.803257,0.515928,0.66612,0.881183,0.842003,0.785683,0.842447,0.89165,0.800361,0.866468,0.749824,0.903054,0.854328,0.866297,0.616801,0.774021,0.852721,0.814607,0.687937,0.875602,0.747773,0.874432,0.826783,0.722805,0.801909,0.544725,0.857686,0.84681,0.603043,0.761214,0.826094,0.826077,0.762355,0.836532,0.675451,0.802994,0.78924,0.759606,0.804561,0.837378,0.556553,1.0,0.873828,0.757292,0.86929,0.820067,0.85768,0.594591,0.799611,0.675838,0.248957,0.732233,0.809892,0.580854,0.858336,0.850282,0.652016,0.698164,0.735967,0.822723,0.744523,0.509602,0.506475,0.817284,0.602049,0.695147,0.741586,0.250235,0.483423,0.813995,0.649748,0.843275,0.538394,0.72378,0.766464,0.706741,0.816553,0.603141,0.792816,0.749499,0.894256,0.761512,0.731245,0.753878,0.660243,0.830419,0.806635,0.809633
Marianne Dashwood,0.722344,0.90734,0.929403,0.205914,0.60663,0.845707,0.671113,0.496535,0.853763,0.86145,0.905047,0.812459,0.873129,0.74055,0.842612,0.814048,0.479047,0.64526,0.905832,0.842368,0.820655,0.917105,0.9253,0.84826,0.93012,0.756935,0.934778,0.875469,0.886798,0.59804,0.805058,0.894781,0.837377,0.671276,0.904573,0.73764,0.873998,0.872059,0.712057,0.893791,0.514282,0.91354,0.884433,0.576987,0.776932,0.83914,0.857322,0.848695,0.800735,0.688207,0.828121,0.752418,0.762222,0.87631,0.880134,0.664723,0.873828,1.0,0.699419,0.88819,0.897386,0.87663,0.626914,0.789419,0.671017,0.234727,0.727161,0.766219,0.59129,0.878122,0.892022,0.675654,0.761493,0.753382,0.889406,0.757967,0.493991,0.567087,0.846542,0.574211,0.730421,0.761524,0.204801,0.553077,0.876756,0.627404,0.90751,0.57392,0.788985,0.821105,0.754559,0.815721,0.589288,0.779979,0.728,0.900703,0.770214,0.762719,0.737986,0.655576,0.837596,0.809824,0.809584
Mary Bennet,0.603919,0.743449,0.724277,0.278025,0.525537,0.733208,0.675165,0.467349,0.68744,0.642653,0.725427,0.721712,0.70436,0.667428,0.671124,0.704331,0.517941,0.647311,0.721312,0.738005,0.630406,0.693926,0.758597,0.639115,0.729116,0.613237,0.773964,0.729421,0.709051,0.5501,0.64315,0.726827,0.752169,0.604987,0.784385,0.618293,0.734087,0.720277,0.624994,0.6712,0.514528,0.734104,0.735789,0.574689,0.692558,0.723051,0.671509,0.651364,0.770665,0.617104,0.677125,0.658441,0.64781,0.670581,0.709162,0.431976,0.757292,0.699419,1.0,0.761236,0.657548,0.752268,0.547686,0.667777,0.640544,0.302102,0.611742,0.650915,0.503409,0.724474,0.705802,0.597378,0.595357,0.614431,0.669168,0.648297,0.532889,0.431078,0.691497,0.605806,0.591361,0.576305,0.296412,0.322131,0.651883,0.549456,0.67967,0.479563,0.571625,0.634598,0.59562,0.722997,0.479958,0.694253,0.676897,0.706327,0.652213,0.616966,0.607029,0.56135,0.711261,0.703602,0.673929
Mary Crawford,0.769353,0.933021,0.929278,0.230088,0.602277,0.888312,0.706059,0.611103,0.87733,0.850857,0.930323,0.826717,0.860292,0.768905,0.861543,0.847058,0.518622,0.670481,0.929975,0.871824,0.858826,0.908268,0.953153,0.846117,0.944683,0.77649,0.952999,0.903793,0.880032,0.648965,0.787347,0.925521,0.858542,0.717836,0.891707,0.722955,0.903411,0.889529,0.769139,0.898461,0.557139,0.926088,0.883643,0.665565,0.848465,0.84493,0.853872,0.850358,0.862827,0.662352,0.832813,0.799623,0.767272,0.889002,0.903624,0.646094,0.86929,0.88819,0.761236,1.0,0.841355,0.878428,0.713512,0.856032,0.674822,0.286876,0.754087,0.816731,0.58147,0.894492,0.912508,0.759711,0.757057,0.717507,0.895997,0.769909,0.541141,0.569452,0.825836,0.666265,0.806829,0.76295,0.260264,0.45887,0.872206,0.685712,0.883596,0.588078,0.773243,0.795838,0.800392,0.832618,0.61634,0.774106,0.807508,0.909906,0.81634,0.827307,0.736344,0.666177,0.853677,0.816419,0.803804
Mary Musgrove,0.688999,0.863953,0.874789,0.218665,0.54621,0.821439,0.630544,0.431598,0.783728,0.829885,0.877859,0.758151,0.839832,0.658647,0.801955,0.764694,0.4795,0.630174,0.866457,0.780408,0.782289,0.896838,0.880237,0.802279,0.900082,0.701778,0.879351,0.807368,0.834026,0.525768,0.768041,0.860212,0.768939,0.606243,0.863832,0.702982,0.822599,0.839047,0.714119,0.87302,0.457117,0.868745,0.843127,0.534556,0.740445,0.766575,0.828697,0.861919,0.764868,0.636244,0.783704,0.715161,0.728987,0.866098,0.83235,0.696911,0.820067,0.897386,0.657548,0.841355,1.0,0.847997,0.616832,0.712157,0.661688,0.237356,0.696149,0.72585,0.567219,0.818896,0.845306,0.621153,0.762797,0.724351,0.869475,0.718441,0.449263,0.543384,0.833098,0.528454,0.677033,0.739936,0.21546,0.635167,0.850615,0.600922,0.91119,0.5132,0.766401,0.774438,0.75938,0.76203,0.53513,0.735678,0.680236,0.828406,0.74597,0.724584,0.684639,0.635177,0.773291,0.723795,0.761556
Miss Bates,0.68924,0.8854,0.868961,0.275164,0.614978,0.877678,0.736496,0.563122,0.841861,0.776152,0.844363,0.865609,0.865931,0.78611,0.806158,0.826473,0.53714,0.742982,0.872151,0.869861,0.774179,0.829532,0.878912,0.77151,0.875056,0.750281,0.906183,0.87885,0.866186,0.544328,0.786812,0.8966,0.845576,0.734207,0.893237,0.704188,0.895287,0.859336,0.734983,0.825746,0.56671,0.853056,0.886752,0.618551,0.788828,0.848771,0.841452,0.78576,0.861532,0.691651,0.777016,0.779169,0.77497,0.822107,0.835443,0.594913,0.85768,0.87663,0.752268,0.878428,0.847997,1.0,0.638376,0.791431,0.692961,0.300175,0.757945,0.801532,0.618313,0.876449,0.84383,0.647942,0.707606,0.754861,0.824229,0.787905,0.572985,0.517405,0.836866,0.633842,0.66189,0.696205,0.315171,0.475062,0.818963,0.650712,0.846809,0.568857,0.739496,0.775196,0.762851,0.86434,0.551898,0.840456,0.804593,0.870029,0.78152,0.74255,0.786428,0.707487,0.847183,0.832108,0.784643
Mr. Allen,0.720911,0.688962,0.661592,0.132694,0.433883,0.663309,0.476878,0.453145,0.622588,0.610495,0.712931,0.594377,0.624889,0.56987,0.692519,0.644357,0.329267,0.54246,0.701235,0.628131,0.620952,0.671337,0.687977,0.613622,0.693941,0.580623,0.696448,0.686789,0.651038,0.525362,0.577851,0.692664,0.646397,0.55382,0.618766,0.490879,0.655757,0.6885,0.538114,0.679335,0.412554,0.67036,0.646826,0.475716,0.711039,0.613018,0.655915,0.699968,0.667753,0.398423,0.610619,0.531158,0.563973,0.700351,0.712527,0.56124,0.594591,0.626914,0.547686,0.713512,0.616832,0.638376,1.0,0.673163,0.440178,0.235943,0.584343,0.562099,0.419773,0.671257,0.68616,0.628248,0.51517,0.503416,0.677904,0.509534,0.417163,0.498234,0.596043,0.474416,0.56174,0.57027,0.2138,0.286689,0.666112,0.481738,0.640362,0.446605,0.601854,0.604048,0.699278,0.606226,0.469089,0.589106,0.618572,0.6432,0.548632,0.598503,0.517327,0.536439,0.576398,0.568566,0.541007
