character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Thorpe,John Willoughby,Julia Bertram,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,William Collins,William Elliot,William Price
Admiral Croft,1.0,0.056819,-0.118523,-0.085843,-0.159915,-0.051223,-0.095911,0.050294,-0.142069,0.173087,0.241973,-0.203391,-0.058477,-0.129687,0.134843,-0.219589,-0.220004,-0.06836,0.034596,-0.300507,0.283184,0.119777,-0.10522,0.097395,0.165684,0.109663,-0.219042,-0.090281,-0.178048,-0.039751,-0.10225,0.073301,-0.103261,-0.115963,-0.314737,-0.134598,-0.16772,0.072174,-0.000449,0.21424,-0.019231,0.096373,-0.122711,-0.010807,0.175965,-0.257982,-0.007806,0.327379,-0.032678,-0.256675,0.05903,-0.229512,-0.164038,0.274271,0.174044,0.300571,-0.30231,-0.093288,-0.053748,0.0953,-0.091324,-0.260597,0.35847,-0.024537,-0.133547,0.097771,-0.109165,-0.232963,-0.056404,0.227859,0.102691,0.09268,-0.002874,-0.183888,0.353052,-0.041212,-0.00582,0.064795,-0.227914,0.063328,0.089404,0.068979,-0.026882,0.008338,0.287425,-0.048954,0.167766,-0.089687,0.138042,-0.033843,0.389365,-0.111278,-0.041837,-0.227702,-0.098059,-0.14254,-0.248835,0.030319,-0.244016,-0.181052,-0.122704,-0.268291,0.027727
Anna Weston,0.056819,1.0,0.330199,-0.160932,-0.215609,-0.004826,-0.383696,-0.086206,0.077587,0.23676,0.420663,-0.304175,-0.08171,-0.08161,0.209711,-0.160332,-0.12779,-0.196994,0.291651,-0.083957,0.262191,0.333243,0.358936,0.187787,0.514386,0.071467,0.362944,-0.17225,0.13696,-0.006299,-0.134934,0.214543,-0.235818,-0.287186,-0.062689,0.051995,-0.058529,0.032106,-0.109896,0.390591,-0.247294,0.282452,-0.022301,-0.041896,-0.080883,-0.174091,0.100001,0.335963,-0.182453,-0.106714,0.013179,-0.132188,0.060497,0.193651,0.242333,0.250785,0.065355,0.207447,-0.013704,0.269587,0.137953,0.0187,0.043625,-0.007373,-0.104825,-0.401931,0.019704,-0.126966,-0.061802,0.113716,0.402179,0.062405,0.190876,0.218224,0.326273,-0.013931,-0.093525,0.091133,0.013024,-0.348689,0.331102,0.173777,-0.123668,0.081704,0.227371,-0.013374,0.209297,-0.053226,0.170797,-0.015586,0.056734,-0.246082,-0.038877,-0.337021,-0.222476,0.250892,-0.155903,0.275245,-0.062617,-0.115087,-0.106115,-0.277228,-0.119679
Anne Elliot,-0.118523,0.330199,1.0,-0.173412,0.012151,-0.03823,-0.269,-0.099013,0.066204,0.142639,0.325023,-0.249663,-0.024181,-0.104821,0.154251,-0.112642,-0.147373,-0.077385,0.37647,0.023667,0.064092,0.44868,0.550633,0.233024,0.418859,0.081761,0.600325,-0.123178,0.284858,0.047271,-0.082968,0.091174,-0.184011,-0.232865,0.264136,0.097734,-0.052034,0.029838,-0.034077,0.176127,-0.255631,0.32322,0.115298,-0.074437,-0.191485,-0.010188,0.031296,0.106759,-0.167472,-0.036104,0.095068,0.018724,0.147605,0.236577,0.146992,-0.086165,0.108663,0.420018,-0.098024,0.224604,0.242911,-0.045172,-0.07179,0.066254,-0.077303,-0.369705,-0.067188,-0.125519,0.06141,-0.053934,0.279549,0.049857,0.071607,0.144559,0.159501,-0.167492,-0.077334,0.001725,0.250376,-0.267111,0.186631,0.311469,-0.15779,0.147471,0.098199,-0.041633,0.196572,0.014622,0.014788,0.199485,-0.225299,-0.3805,0.093587,-0.147021,-0.283303,0.42912,0.132261,0.055892,0.012495,-0.12733,-0.004364,-0.203681,0.031105
Anne Steele,-0.085843,-0.160932,-0.173412,1.0,-0.05893,0.025757,0.216509,0.022564,-0.115794,-0.181425,-0.209411,0.085991,0.048387,-0.023636,-0.178109,-0.036914,0.128526,0.02081,-0.174306,0.041704,-0.219854,-0.202355,-0.165811,-0.127362,-0.22961,-0.054587,-0.150801,0.006297,-0.098684,0.009623,0.008667,-0.033847,0.075352,-0.07241,0.072735,-0.088712,-0.058599,-0.126478,-0.034718,-0.164601,0.200774,-0.094191,-0.034543,0.07205,-0.047466,0.084135,-0.103012,-0.157985,0.115817,0.039212,-0.119614,0.022231,0.023289,-0.145822,-0.176331,-0.111738,-0.032665,-0.192484,0.070414,-0.222481,-0.082181,0.03573,-0.125127,-0.043199,-0.020383,0.162625,-0.055844,-0.020527,0.015627,-0.108522,-0.266947,0.017991,-0.094937,-0.038887,-0.206705,0.024053,-0.053268,0.000191,-0.091428,0.181072,-0.208117,-0.03357,0.10124,-0.048142,-0.155847,0.1259,-0.175095,-0.161213,-0.077402,-0.06058,-0.128417,0.125619,-0.070876,0.105033,0.026918,-0.131859,0.044672,-0.213529,-0.018098,-0.046502,-0.017662,0.161376,-0.005235
Anne de Bourgh,-0.159915,-0.215609,0.012151,-0.05893,1.0,-0.056558,0.106939,-0.030263,-0.041812,-0.172574,-0.205513,0.170468,-0.034499,0.101049,0.07305,0.126731,0.086311,0.138581,-0.200543,0.172092,-0.171488,-0.258433,-0.122758,-0.084036,-0.26173,-0.047136,0.060224,0.097328,0.179408,-0.004592,-0.014819,-0.198214,0.078071,0.368252,0.231772,0.14347,0.033861,-0.067543,-0.035383,-0.281382,0.048537,-0.201709,0.185026,-0.033342,0.028332,0.10444,-0.026693,-0.256202,0.092877,-0.015417,0.096294,-0.011266,0.085813,-0.162968,-0.125962,-0.233306,0.028797,0.020393,0.037503,-0.065851,-0.075804,0.048213,-0.053706,0.040329,-0.046221,-0.024267,0.041112,-0.013825,-0.09265,-0.074267,-0.113734,0.018906,-0.196359,-0.086659,-0.350578,0.161953,0.068197,-0.022262,0.040164,0.066587,-0.110395,-0.258769,0.087059,-0.160664,-0.238303,-0.045837,-0.253523,0.21176,-0.042941,0.142185,-0.189861,0.178799,-0.00884,0.110353,0.114043,-0.064439,0.056197,-0.162089,0.082583,0.108822,0.038844,0.11383,-0.119849
Augusta Elton,-0.051223,-0.004826,-0.03823,0.025757,-0.056558,1.0,0.181374,0.042751,-0.146164,0.060847,-0.079484,0.256279,0.06368,-0.039769,-0.392355,0.009341,0.218403,0.274105,-0.192204,0.219164,-0.160474,-0.154993,-0.026299,-0.1583,0.018211,-0.049164,0.010192,0.124796,-0.121763,-0.068564,-0.129063,-0.002194,0.057222,-0.068211,0.093339,-0.180608,0.066654,0.224992,-0.121826,0.020898,0.012863,0.077063,0.069853,-0.076536,0.014289,0.17797,-0.055917,-0.024858,0.267122,0.068572,-0.182185,0.068193,-0.0159,-0.099226,-0.133847,-0.156431,0.000424,-0.037473,0.032355,-0.036459,0.085098,0.261854,0.004162,-0.024927,0.116141,0.007009,-0.101943,0.061459,0.236698,-0.041367,-0.181336,-0.170565,0.164051,0.247111,-0.054705,0.025932,-0.088728,0.053888,0.171269,0.049497,-0.114535,-0.150611,0.095966,-0.014029,-0.182325,-0.062585,0.00112,-0.145838,-0.092568,0.010302,-0.071581,-0.000408,-0.095387,0.325399,0.082651,-0.073392,-0.04347,-0.110114,0.096238,0.004072,0.122254,0.12444,0.103699
Captain Benwick,-0.095911,-0.383696,-0.269,0.216509,0.106939,0.181374,1.0,0.080932,0.000717,-0.303785,-0.468013,0.384482,0.269207,0.094894,-0.38404,0.293691,0.273408,0.235167,-0.317886,0.394058,-0.381198,-0.446886,-0.412216,-0.259927,-0.476039,-0.149731,-0.229463,0.223686,-0.02141,0.045723,0.042243,-0.064553,0.392558,0.177362,0.221893,-0.063248,0.189086,-0.083975,-0.068319,-0.382868,0.458339,-0.26722,0.160831,0.202761,0.151729,0.359764,-0.154003,-0.491407,0.247196,0.09999,-0.099031,0.138382,-0.017812,-0.340548,-0.441533,-0.446723,0.006594,-0.226606,0.1438,-0.301199,-0.174126,0.122248,-0.199619,-0.05417,0.090253,0.447231,0.089465,0.219798,0.093891,-0.02338,-0.470123,-0.067329,-0.168361,-0.006816,-0.504238,0.061857,0.008022,-0.124021,-0.018256,0.227989,-0.329756,-0.331435,0.135675,-0.127455,-0.458243,0.049264,-0.395833,-0.056616,-0.291225,-0.133618,-0.3119,0.420249,-0.077862,0.442474,0.263472,-0.232342,0.144762,-0.312227,0.11596,0.110419,0.080831,0.511724,0.216861
Captain Harville,0.050294,-0.086206,-0.099013,0.022564,-0.030263,0.042751,0.080932,1.0,0.109347,-0.105899,-0.138307,0.101397,-0.124304,0.093027,-0.101877,0.094895,-0.04746,-0.024059,-0.027261,0.085968,-0.041875,-0.189307,-0.041877,-0.117229,-0.142776,-0.058491,-0.110922,0.136291,-0.046346,0.005089,-0.087603,0.212699,0.038632,0.045966,-0.153873,-0.125582,0.086578,-0.052607,0.006129,-0.174772,0.076359,-0.10917,-0.033827,0.07025,0.074246,-0.012304,-0.109297,-0.19106,-0.069819,-0.040554,-0.086664,0.000463,-0.010373,-0.055271,-0.060992,-0.144714,-0.275173,-0.279038,-0.034519,0.128283,-0.340008,-0.088965,0.024529,-0.032667,-0.090813,0.152505,-0.081984,0.061036,-0.064124,0.020607,-0.056141,0.105834,-0.141856,-0.190525,-0.140973,-0.046226,0.014117,-0.068892,-0.195783,0.194679,0.137489,-0.077117,0.083634,-0.147401,-0.179794,0.170301,-0.196083,0.036551,-0.00244,-0.167828,-0.071575,-0.023484,-0.048513,-0.057929,0.085965,-0.100929,0.162924,-0.015541,-0.046724,-0.051957,-0.029736,0.092276,-0.132978
Captain Wentworth,-0.142069,0.077587,0.066204,-0.115794,-0.041812,-0.146164,0.000717,0.109347,1.0,-0.151077,-0.078719,0.102913,0.018259,0.112702,0.028191,0.194315,-0.036141,-0.150253,0.199142,0.190946,0.056072,-0.097273,0.075343,0.041618,-0.03637,0.05767,0.12673,0.15993,0.342205,0.047767,0.055645,0.069763,0.121923,0.100122,0.040336,0.01807,0.345929,-0.079003,0.015331,-0.098455,0.049794,-0.047202,0.069877,0.058327,-0.004504,0.155966,0.10388,-0.153251,-0.273014,-0.008743,0.009573,0.129858,0.181634,-0.218436,0.020557,-0.111438,0.135223,0.052915,-0.100166,0.091158,-0.126246,-0.034566,-0.091404,0.148639,-0.163319,-0.092949,0.058339,0.237291,-0.106295,0.06232,0.061586,-0.056237,0.056294,-0.105067,-0.118045,-0.09072,-0.155778,-0.151382,0.036477,-0.09492,0.01241,-0.02919,-0.153075,-0.026152,-0.113699,-0.099322,-0.10157,0.054071,-0.064348,-0.060097,-0.178096,0.09064,0.09862,0.038122,0.058653,0.175649,0.102236,0.152978,0.160151,0.06397,0.033532,0.28873,0.071921
Caroline Bingley,0.173087,0.23676,0.142639,-0.181425,-0.172574,0.060847,-0.303785,-0.105899,-0.151077,1.0,0.471318,-0.261689,-0.043545,-0.230066,0.002815,-0.203677,-0.144083,-0.214041,0.144979,-0.189719,0.262353,0.395451,0.311178,0.116114,0.514789,0.018692,0.055595,-0.161359,-0.125765,-0.010284,-0.109554,0.0469,-0.168991,-0.359672,-0.257642,-0.056418,-0.274951,0.278589,-0.109727,0.464452,-0.276368,0.482681,-0.081229,-0.208277,-0.126858,-0.212237,0.000468,0.47859,-0.186309,-0.041243,0.131825,-0.233006,-0.203793,0.351928,0.2394,0.365475,-0.030709,0.306902,-0.105711,0.212593,0.246453,-0.160993,-0.012408,-0.170267,0.137486,-0.203122,-0.148335,-0.2516,0.00646,-0.025564,0.356463,0.033538,0.374187,0.100939,0.502895,0.018768,-0.054884,0.200004,-0.054338,-0.286864,0.397908,0.107273,-0.231585,0.193876,0.284332,-0.146755,0.487477,-0.123652,0.287714,0.114393,0.116237,-0.338693,-0.041276,-0.249526,-0.207206,0.085225,-0.100685,0.225906,-0.103891,-0.233229,-0.04882,-0.300954,-0.079639
Catherine Morland,0.241973,0.420663,0.325023,-0.209411,-0.205513,-0.079484,-0.468013,-0.138307,-0.078719,0.471318,1.0,-0.405944,-0.15197,-0.224859,0.225558,-0.266496,-0.155964,-0.275177,0.247004,-0.29445,0.311085,0.430992,0.461811,0.31384,0.662968,0.095775,0.334544,-0.200975,-0.037151,0.043348,-0.17057,0.047155,-0.279824,-0.326826,-0.147362,0.031638,-0.252585,0.139824,-0.013411,0.58875,-0.361049,0.499744,-0.055358,-0.130279,0.042031,-0.275065,0.154736,0.587154,-0.269202,-0.13777,0.184646,-0.26445,-0.042302,0.375629,0.511513,0.479928,-0.04856,0.267764,-0.031225,0.384194,0.266655,-0.19531,0.182894,-0.031989,-0.077192,-0.302719,-0.13439,-0.272103,-0.163142,0.038182,0.364172,0.101435,0.377402,0.01465,0.59163,-0.064393,-0.121483,0.165038,-0.095581,-0.360037,0.313575,0.218164,-0.242004,0.068983,0.319034,-0.147821,0.424342,-0.101434,0.321126,0.136933,0.226471,-0.454422,0.005738,-0.398584,-0.320224,0.057733,-0.178753,0.250107,-0.206905,-0.292543,-0.101064,-0.40629,-0.116827
Charles Bingley,-0.203391,-0.304175,-0.249663,0.085991,0.170468,0.256279,0.384482,0.101397,0.102913,-0.261689,-0.405944,1.0,0.148428,0.153503,-0.286799,0.232687,0.23217,0.381805,-0.327888,0.37787,-0.350423,-0.430772,-0.256952,-0.254728,-0.426175,-0.037044,-0.081692,0.261726,0.036906,-0.031182,0.045875,-0.048382,0.281994,0.364109,0.217976,-0.056784,0.393475,0.041574,-0.096715,-0.366061,0.205628,-0.24182,0.150318,0.019483,0.08525,0.389923,0.084275,-0.363233,0.217138,0.139164,-0.235799,0.052426,0.127679,-0.342214,-0.336103,-0.358722,0.132634,-0.02654,0.078466,-0.240315,-0.052024,0.351599,-0.126933,0.057194,0.134451,0.090822,-0.010147,0.210117,0.273343,-0.030419,-0.424178,-0.276901,-0.100401,0.020759,-0.414734,0.152316,-0.125887,-0.115335,0.244119,0.07371,-0.388234,-0.278275,0.041769,-0.166094,-0.412032,-0.080951,-0.215516,0.057062,-0.199206,-0.097687,-0.295916,0.368212,-0.06906,0.57452,0.253037,-0.05823,0.046802,-0.243869,0.300844,0.292039,0.245995,0.500221,0.181263
Charles Musgrove,-0.058477,-0.08171,-0.024181,0.048387,-0.034499,0.06368,0.269207,-0.124304,0.018259,-0.043545,-0.15197,0.148428,1.0,0.015522,-0.107463,0.093456,0.077909,0.071167,-0.057277,0.132013,-0.249483,-0.074571,-0.301878,-0.030709,-0.106355,-0.082526,-0.14306,0.001078,0.16895,-0.09981,0.094631,0.120989,0.139632,-0.047189,0.208013,-0.021057,0.181211,-0.019534,-0.108298,-0.005547,0.070339,-0.019175,0.136735,-0.03875,0.016339,0.187814,0.101537,-0.060519,0.028882,0.068427,-0.09452,0.063144,0.105798,-0.022171,-0.18623,-0.10003,0.038319,0.116729,-0.097896,-0.285192,0.156526,0.153034,-0.144902,0.029067,-0.082936,0.071853,0.027956,0.061181,0.081944,-0.025054,-0.186653,-0.160418,-0.030336,0.044713,-0.126296,0.11172,-0.0509,0.018885,0.131129,-0.086753,-0.257479,-0.023139,0.01757,0.196846,-0.073496,-0.044904,-0.025409,-0.158946,-0.007375,-0.002301,-0.086271,0.265686,-0.070811,0.313879,0.019999,0.044456,0.047232,-0.177762,0.045843,0.133317,-0.004269,0.249781,0.100127
Charlotte Lucas,-0.129687,-0.08161,-0.104821,-0.023636,0.101049,-0.039769,0.094894,0.093027,0.112702,-0.230066,-0.224859,0.153503,0.015522,1.0,-0.072929,0.073555,-0.04606,-0.078505,-0.161033,0.154481,-0.153143,-0.307135,-0.175244,-0.125761,-0.266314,-0.001414,0.063194,0.190653,0.104005,-0.073585,0.04301,-0.071372,0.230119,0.258876,0.014709,0.109482,0.192744,0.001279,-0.048546,-0.126627,0.09897,-0.081908,0.134074,-0.115427,-0.04058,0.206205,0.091857,-0.283992,0.073516,-0.034784,0.014733,0.060769,0.080263,-0.215206,-0.091469,-0.232236,-0.055633,-0.069964,0.086471,0.007574,-0.240368,0.093215,-0.019978,0.084076,-0.131737,-0.10393,0.113596,0.094773,-0.103774,-0.103094,-0.088389,-0.079873,-0.166841,-0.129483,-0.261128,0.043518,0.137697,-0.075615,-0.049309,0.058691,-0.138235,-0.171511,0.080402,-0.092192,-0.226795,-0.107158,-0.306107,0.332206,-0.06116,-0.112843,-0.095919,0.175439,-0.03168,0.14333,0.264193,-0.023394,0.187072,0.08035,0.13201,0.184872,0.003547,0.206143,-0.066275
Charlotte Palmer,0.134843,0.209711,0.154251,-0.178109,0.07305,-0.392355,-0.38404,-0.101877,0.028191,0.002815,0.225558,-0.286799,-0.107463,-0.072929,1.0,-0.155965,-0.33648,-0.226154,0.227661,-0.283492,0.29196,0.378954,0.19932,0.341364,0.291851,0.096843,0.097171,-0.19051,0.045762,-0.121873,-0.036215,0.000734,-0.283406,0.086471,-0.056104,0.175285,-0.099836,-0.121587,0.168816,0.131034,-0.258494,-0.069456,-0.05683,0.1061,-0.055141,-0.289942,0.050782,0.248759,-0.197626,-0.132705,0.144231,-0.03395,0.023108,0.360725,0.325449,0.334066,-0.083601,0.098843,-0.064331,0.217661,0.028232,-0.173056,0.189239,-0.021725,-0.233603,-0.249464,0.046932,-0.17386,-0.294292,0.147693,0.34117,0.139427,-0.099477,-0.140345,0.260807,-0.03158,0.074429,-0.072015,-0.092759,-0.111419,0.203759,0.16753,-0.223195,0.052303,0.349145,0.068579,0.117275,0.107796,0.079205,0.050602,0.240169,-0.050853,0.032571,-0.413045,-0.151211,0.110965,-0.123247,0.2001,-0.238832,0.035309,-0.161301,-0.401403,-0.209538
Colonel Brandon,-0.219589,-0.160332,-0.112642,-0.036914,0.126731,0.009341,0.293691,0.094895,0.194315,-0.203677,-0.266496,0.232687,0.093456,0.073555,-0.155965,1.0,0.140731,0.060469,-0.107203,0.30594,-0.247907,-0.248822,-0.156503,-0.244955,-0.385497,-0.182588,-0.058812,0.264406,0.146728,0.219552,0.204426,0.066978,0.254762,0.149286,0.164487,-0.096249,0.150409,0.044047,-0.130944,-0.303209,0.253019,-0.233044,0.081107,0.024914,0.085163,0.284267,-0.102472,-0.322915,0.064548,-0.001328,-0.086226,0.080022,0.158777,-0.23927,-0.167919,-0.321478,-0.02525,-0.142217,-0.026511,-0.196607,-0.139257,0.01443,-0.016253,0.032848,0.105367,0.187525,0.0834,0.208586,0.022247,0.004577,-0.10055,-0.011299,-0.166267,0.052793,-0.414599,-0.066531,-0.100913,-0.04139,0.086354,0.126089,-0.156814,-0.198844,0.051396,-0.125533,-0.325258,0.066985,-0.341906,0.108393,-0.176291,0.028618,-0.254492,0.14522,0.064666,0.223403,0.217137,-0.05921,0.224936,-0.156549,0.064573,0.246276,-0.014175,0.354627,-0.039366
Colonel Fitzwilliam,-0.220004,-0.12779,-0.147373,0.128526,0.086311,0.218403,0.273408,-0.04746,-0.036141,-0.144083,-0.155964,0.23217,0.077909,-0.04606,-0.33648,0.140731,1.0,0.21848,-0.250051,0.254107,-0.33819,-0.343045,-0.158283,-0.288862,-0.253561,-0.198758,0.007621,0.090941,0.061123,0.026195,0.051478,-0.030695,0.142545,0.034527,0.147914,-0.040349,0.124116,0.007333,-0.161635,-0.132475,0.245978,-0.017503,0.037854,0.042624,0.109682,0.194764,-0.098236,-0.204592,0.177782,0.07939,-0.106031,-0.08565,0.08655,-0.369184,-0.22347,-0.209166,0.128376,-0.077208,0.147549,-0.139813,0.035834,0.192223,-0.120042,0.037538,0.248057,0.170314,-0.071671,0.070347,0.150121,-0.138536,-0.277134,-0.009892,-0.005932,0.137827,-0.339256,0.11596,-0.150517,0.037216,0.127622,0.057986,-0.228677,-0.189579,0.080856,-0.126767,-0.349645,-0.068372,-0.203351,-0.086565,-0.100572,-0.062761,-0.276747,0.163988,-0.084909,0.326183,0.23091,-0.198503,0.143253,-0.201325,0.130713,0.065036,0.125404,0.346271,0.088403
Dr. Grant,-0.06836,-0.196994,-0.077385,0.02081,0.138581,0.274105,0.235167,-0.024059,-0.150253,-0.214041,-0.275177,0.381805,0.071167,-0.078505,-0.226154,0.060469,0.21848,1.0,-0.197023,0.110131,-0.237571,-0.207388,-0.171197,-0.182773,-0.267912,0.109703,-0.078463,-0.050931,-0.045249,-0.106607,-0.051613,-0.088826,0.043492,0.064593,0.178543,-0.118355,0.102953,-0.007456,-0.045,-0.330842,0.087757,-0.25981,0.070587,0.079288,0.067973,0.152161,-0.11146,-0.185307,0.25243,0.30565,-0.207343,-0.00584,-0.029437,-0.164632,-0.277988,-0.235601,0.1297,-0.057987,0.176386,-0.175212,0.036408,0.373544,0.043415,-0.017832,0.215444,0.055392,0.057751,0.089481,0.324459,-0.024479,-0.263805,-0.200539,-0.04047,0.161356,-0.252162,0.012809,0.093698,-0.141163,0.285019,0.028575,-0.311027,-0.145915,0.080667,-0.149399,-0.239989,-0.052447,-0.092869,-0.088889,-0.111947,0.029357,-0.146405,0.152999,-0.07673,0.389803,0.089915,0.003358,-0.140204,-0.280155,0.172963,0.176382,0.234087,0.130546,0.203843
Edmund Bertram,0.034596,0.291651,0.37647,-0.174306,-0.200543,-0.192204,-0.317886,-0.027261,0.199142,0.144979,0.247004,-0.327888,-0.057277,-0.161033,0.227661,-0.107203,-0.250051,-0.197023,1.0,-0.128683,0.280603,0.461958,0.416714,0.158642,0.365365,0.13587,0.254859,-0.032608,0.217491,0.055607,0.034015,0.185159,-0.166536,-0.245233,-0.120029,0.037585,0.031038,0.090681,-0.0274,0.143829,-0.249586,0.122924,-0.153223,-0.031795,0.031667,-0.135198,0.102031,0.259831,-0.265915,-0.169043,0.069324,-0.034491,0.018644,0.228047,0.19627,0.108759,0.054317,0.129047,-0.170383,0.207322,0.092331,-0.198478,0.083005,0.087121,-0.101225,-0.267216,-0.057526,-0.001862,-0.055696,0.135802,0.338053,0.165171,0.119256,0.029618,0.258569,-0.19141,-0.069158,-0.106808,0.091737,-0.32478,0.324055,0.385984,-0.200664,0.167137,0.235605,0.049608,0.208034,-0.067677,0.051123,0.092262,0.010447,-0.267057,0.077825,-0.253157,-0.250796,0.411471,-0.00362,0.191364,-0.049828,-0.055385,-0.065055,-0.25158,0.037068
Edward Ferrars,-0.300507,-0.083957,0.023667,0.041704,0.172092,0.219164,0.394058,0.085968,0.190946,-0.189719,-0.29445,0.37787,0.132013,0.154481,-0.283492,0.30594,0.254107,0.110131,-0.128683,1.0,-0.351319,-0.317068,-0.085398,-0.256872,-0.264176,-0.203251,0.178563,0.29338,0.189888,0.166557,-0.033712,-0.103399,0.308786,0.232553,0.257409,0.079579,0.267653,0.066838,-0.252337,-0.291595,0.218016,-0.063581,0.180985,-0.007524,0.146709,0.449451,0.005957,-0.426159,0.158807,0.04027,-0.125959,0.094585,0.222063,-0.312996,-0.241847,-0.461547,0.155883,-0.011131,0.074538,-0.093543,-0.09149,0.241842,-0.09412,0.089323,0.097729,0.03938,0.047201,0.171557,0.149212,-0.059178,-0.204396,-0.003804,-0.143466,0.203575,-0.480001,0.058387,-0.193499,-0.00132,0.194934,-0.051631,-0.123165,-0.219222,0.001359,-0.239929,-0.477828,-0.088621,-0.342569,0.071825,-0.244146,0.023121,-0.474336,0.171296,0.020981,0.427788,0.225121,0.017867,0.310688,-0.150318,0.25993,0.214278,0.006231,0.443964,0.047961
Eleanor Tilney,0.283184,0.262191,0.064092,-0.219854,-0.171488,-0.160474,-0.381198,-0.041875,0.056072,0.262353,0.311085,-0.350423,-0.249483,-0.153143,0.29196,-0.247907,-0.33819,-0.237571,0.280603,-0.351319,1.0,0.389922,0.171973,0.26598,0.391222,0.282305,-0.076134,-0.216048,-0.229846,-0.073975,-0.075103,0.05468,-0.265813,-0.119256,-0.39745,0.054362,-0.1141,0.084329,0.154783,0.284001,-0.273501,0.122903,-0.187749,-0.00035,-0.083402,-0.402893,0.013238,0.293504,-0.263768,-0.105458,0.159974,-0.009838,-0.183503,0.300497,0.305284,0.335161,-0.105884,0.042809,-0.141989,0.307278,-0.018369,-0.280384,0.016985,0.032043,-0.119993,-0.203948,0.085342,-0.045425,-0.157656,0.149113,0.414805,0.017793,0.200585,-0.10288,0.476617,0.001467,0.08402,-0.011967,-0.207047,-0.181786,0.386486,0.173887,-0.197937,0.015654,0.505063,-0.101976,0.303473,0.01224,0.156694,-0.011482,0.369155,-0.172783,0.048049,-0.542705,-0.203097,0.128365,-0.227922,0.338575,-0.131179,-0.235554,-0.112259,-0.397674,-0.042565
Elinor Dashwood,0.119777,0.333243,0.44868,-0.202355,-0.258433,-0.154993,-0.446886,-0.189307,-0.097273,0.395451,0.430992,-0.430772,-0.074571,-0.307135,0.378954,-0.248822,-0.343045,-0.207388,0.461958,-0.317068,0.389922,1.0,0.534538,0.334345,0.673895,0.100564,0.263427,-0.2422,-0.009361,-0.101164,0.015515,0.182502,-0.272366,-0.380675,-0.069783,0.107928,-0.276213,0.019305,0.072171,0.379012,-0.431348,0.286607,-0.137008,-0.090495,-0.189425,-0.330401,0.041906,0.494126,-0.36257,-0.056402,0.136193,-0.012874,-0.125418,0.612834,0.290551,0.34195,-0.030593,0.378642,-0.149955,0.219068,0.390843,-0.254266,0.031364,-0.098685,-0.001957,-0.301405,-0.074279,-0.208633,-0.040289,0.031791,0.404591,0.066253,0.204433,0.077505,0.552303,-0.174846,-0.017371,0.036662,0.093212,-0.30509,0.386246,0.414299,-0.319373,0.343409,0.525685,0.030445,0.549386,-0.054377,0.147679,0.080065,0.161091,-0.356834,-0.009961,-0.438404,-0.43333,0.296354,-0.127091,0.197609,-0.219691,-0.142086,-0.085826,-0.50515,-0.031904
