fic_id,chapter_id,para_id,text,text_tokenized
emma_34,1,1," XVI Every body in and about Highbury who had ever visited Mr. Elton , was disposed to pay him attention on his marriage . "," XVI Every body in and about Highbury who had ever visited Mr. Elton , was disposed to pay him attention on his marriage . "
emma_34,1,2,Dinner - parties and evening - parties were made for him and his lady ; and invitations flowed in so fast that she had soon the pleasure of apprehending they were never to have a disengaged day . ,Dinner - parties and evening - parties were made for him and his lady ; and invitations flowed in so fast that she had soon the pleasure of apprehending they were never to have a disengaged day . 
emma_34,1,3,""" I see how it is , "" said she . ",""" I see how it is , "" said she . "
emma_34,1,4,""" I see what a life I am to lead among you . ",""" I see what a life I am to lead among you . "
emma_34,1,5,Upon my word we shall be absolutely dissipated . ,Upon my word we shall be absolutely dissipated . 
emma_34,1,6,We really seem quite the fashion . ,We really seem quite the fashion . 
emma_34,1,7,"If this is living in the country , it is nothing very formidable . ","If this is living in the country , it is nothing very formidable . "
emma_34,1,8,"From Monday next to Saturday , I assure you we have not a disengaged day!--A woman with fewer resources than I have , need not have been at a loss . "" ","From Monday next to Saturday , I assure you we have not a disengaged day!--A woman with fewer resources than I have , need not have been at a loss . "" "
emma_34,1,9,No invitation came amiss to her . ,No invitation came amiss to her . 
emma_34,1,10,"Her Bath habits made evening - parties perfectly natural to her , and Maple Grove had given her a taste for dinners . ","Her Bath habits made evening - parties perfectly natural to her , and Maple Grove had given her a taste for dinners . "
emma_34,1,11,"She was a little shocked at the want of two drawing rooms , at the poor attempt at rout - cakes , and there being no ice in the Highbury card - parties . ","She was a little shocked at the want of two drawing rooms , at the poor attempt at rout - cakes , and there being no ice in the Highbury card - parties . "
emma_34,1,12,"Mrs. Bates , Mrs. Perry , Mrs. Goddard and others , were a good deal behind - hand in knowledge of the world , but she would soon shew them how every thing ought to be arranged . In the course of the spring she must return their civilities by one very superior party -- in which her card - tables should be set out with their separate candles and unbroken packs in the true style -- and more waiters engaged for the evening than their own establishment could furnish , to carry round the refreshments at exactly the proper hour , and in the proper order . ","Mrs. Bates , Mrs. Perry , Mrs. Goddard and others , were a good deal behind - hand in knowledge of the world , but she would soon shew them how every thing ought to be arranged . In the course of the spring she must return their civilities by one very superior party -- in which her card - tables should be set out with their separate candles and unbroken packs in the true style -- and more waiters engaged for the evening than their own establishment could furnish , to carry round the refreshments at exactly the proper hour , and in the proper order . "
emma_34,1,13,"Emma , in the meanwhile , could not be satisfied without a dinner at Hartfield for the Eltons . ","Emma , in the meanwhile , could not be satisfied without a dinner at Hartfield for the Eltons . "
emma_34,1,14,"They must not do less than others , or she should be exposed to odious suspicions , and imagined capable of pitiful resentment . ","They must not do less than others , or she should be exposed to odious suspicions , and imagined capable of pitiful resentment . "
emma_34,1,15,A dinner there must be . ,A dinner there must be . 
emma_34,1,16,"After Emma had talked about it for ten minutes , Mr. Woodhouse felt no unwillingness , and only made the usual stipulation of not sitting at the bottom of the table himself , with the usual regular difficulty of deciding who should do it for him . The persons to be invited , required little thought . ","After Emma had talked about it for ten minutes , Mr. Woodhouse felt no unwillingness , and only made the usual stipulation of not sitting at the bottom of the table himself , with the usual regular difficulty of deciding who should do it for him . The persons to be invited , required little thought . "
emma_34,1,17,"Besides the Eltons , it must be the Westons and Mr. Knightley ; so far it was all of course-- and it was hardly less inevitable that poor little Harriet must be asked to make the eighth:--but this invitation was not given with equal satisfaction , and on many accounts Emma was particularly pleased by Harriet 's begging to be allowed to decline it . ","Besides the Eltons , it must be the Westons and Mr. Knightley ; so far it was all of course-- and it was hardly less inevitable that poor little Harriet must be asked to make the eighth:--but this invitation was not given with equal satisfaction , and on many accounts Emma was particularly pleased by Harriet 's begging to be allowed to decline it . "
emma_34,1,18,""" She would rather not be in his company more than she could help . ",""" She would rather not be in his company more than she could help . "
emma_34,1,19,"She was not yet quite able to see him and his charming happy wife together , without feeling uncomfortable . ","She was not yet quite able to see him and his charming happy wife together , without feeling uncomfortable . "
emma_34,1,20,"If Miss Woodhouse would not be displeased , she would rather stay at home . "" It was precisely what Emma would have wished , had she deemed it possible enough for wishing . ","If Miss Woodhouse would not be displeased , she would rather stay at home . "" It was precisely what Emma would have wished , had she deemed it possible enough for wishing . "
