fic_id,chapter_id,para_id,text,text_tokenized
emma_27,1,1, IX Emma did not repent her condescension in going to the Coles . , IX Emma did not repent her condescension in going to the Coles . 
emma_27,1,2,"The visit afforded her many pleasant recollections the next day ; and all that she might be supposed to have lost on the side of dignified seclusion , must be amply repaid in the splendour of popularity . She must have delighted the Coles -- worthy people , who deserved to be made happy!--And left a name behind her that would not soon die away . Perfect happiness , even in memory , is not common ; and there were two points on which she was not quite easy . She doubted whether she had not transgressed the duty of woman by woman , in betraying her suspicions of Jane Fairfax 's feelings to Frank Churchill . ","The visit afforded her many pleasant recollections the next day ; and all that she might be supposed to have lost on the side of dignified seclusion , must be amply repaid in the splendour of popularity . She must have delighted the Coles -- worthy people , who deserved to be made happy!--And left a name behind her that would not soon die away . Perfect happiness , even in memory , is not common ; and there were two points on which she was not quite easy . She doubted whether she had not transgressed the duty of woman by woman , in betraying her suspicions of Jane Fairfax 's feelings to Frank Churchill . "
emma_27,1,3,"It was hardly right ; but it had been so strong an idea , that it ","It was hardly right ; but it had been so strong an idea , that it "
emma_27,1,4,would ,would 
emma_27,1,5,escape ,escape 
emma_27,1,6,"her , and ","her , and "
emma_27,1,7,"his submission to all that she told , was a compliment to her penetration , which made it difficult for her to be quite certain that she ought to have held her tongue . ","his submission to all that she told , was a compliment to her penetration , which made it difficult for her to be quite certain that she ought to have held her tongue . "
emma_27,1,8,The other circumstance of regret related also to Jane Fairfax ; and there she had no doubt . ,The other circumstance of regret related also to Jane Fairfax ; and there she had no doubt . 
emma_27,1,9,She did unfeignedly and unequivocally regret the inferiority of her own playing and singing . ,She did unfeignedly and unequivocally regret the inferiority of her own playing and singing . 
emma_27,1,10,She did most heartily grieve over the idleness of her childhood -- and sat down and practised vigorously an hour and a half . ,She did most heartily grieve over the idleness of her childhood -- and sat down and practised vigorously an hour and a half . 
emma_27,1,11,"She was then interrupted by Harriet 's coming in ; and if Harriet 's praise could have satisfied her , she might soon have been comforted . ","She was then interrupted by Harriet 's coming in ; and if Harriet 's praise could have satisfied her , she might soon have been comforted . "
emma_27,1,12,""" Oh ! if I could but play as well as you and Miss Fairfax ! "" "" Do n't class us together , Harriet . ",""" Oh ! if I could but play as well as you and Miss Fairfax ! "" "" Do n't class us together , Harriet . "
emma_27,1,13,"My playing is no more like her 's , than a lamp is like sunshine . ","My playing is no more like her 's , than a lamp is like sunshine . "
emma_27,1,14,""" ",""" "
emma_27,1,15,""" Oh ! ",""" Oh ! "
emma_27,1,16,dear -- I think you play the best of the two . ,dear -- I think you play the best of the two . 
emma_27,1,17,"I think you play quite as well as she does . I am sure I had much rather hear you . Every body last night said how well you played . "" "" Those who knew any thing about it , must have felt the difference . ","I think you play quite as well as she does . I am sure I had much rather hear you . Every body last night said how well you played . "" "" Those who knew any thing about it , must have felt the difference . "
emma_27,1,18,"The truth is , Harriet , that my playing is just good enough to be praised , but Jane Fairfax 's is much beyond it . ","The truth is , Harriet , that my playing is just good enough to be praised , but Jane Fairfax 's is much beyond it . "
emma_27,1,19,""" ",""" "
emma_27,1,20,""" Well , I always shall think that you play quite as well as she does , or that if there is any difference nobody would ever find it out . ",""" Well , I always shall think that you play quite as well as she does , or that if there is any difference nobody would ever find it out . "
emma_27,1,21,"Mr. Cole said how much taste you had ; and Mr. Frank Churchill talked a great deal about your taste , and that he valued taste much more than execution . ","Mr. Cole said how much taste you had ; and Mr. Frank Churchill talked a great deal about your taste , and that he valued taste much more than execution . "
emma_27,1,22,""" ",""" "
