fic_id,chapter_id,para_id,text,text_tokenized
emma_42,1,1," VI After being long fed with hopes of a speedy visit from Mr. and Mrs. Suckling , the Highbury world were obliged to endure the mortification of hearing that they could not possibly come till the autumn . "," VI After being long fed with hopes of a speedy visit from Mr. and Mrs. Suckling , the Highbury world were obliged to endure the mortification of hearing that they could not possibly come till the autumn . "
emma_42,1,2,No such importation of novelties could enrich their intellectual stores at present . ,No such importation of novelties could enrich their intellectual stores at present . 
emma_42,1,3,"In the daily interchange of news , they must be again restricted to the other topics with which for a while the Sucklings ' coming had been united , such as the last accounts of Mrs. Churchill , whose health seemed every day to supply a different report , and the situation of Mrs. Weston , whose happiness it was to be hoped might eventually be as much increased by the arrival of a child , as that of all her neighbours was by the approach of it . ","In the daily interchange of news , they must be again restricted to the other topics with which for a while the Sucklings ' coming had been united , such as the last accounts of Mrs. Churchill , whose health seemed every day to supply a different report , and the situation of Mrs. Weston , whose happiness it was to be hoped might eventually be as much increased by the arrival of a child , as that of all her neighbours was by the approach of it . "
emma_42,1,4,Mrs. Elton was very much disappointed . ,Mrs. Elton was very much disappointed . 
emma_42,1,5,It was the delay of a great deal of pleasure and parade . ,It was the delay of a great deal of pleasure and parade . 
emma_42,1,6,"Her introductions and recommendations must all wait , and every projected party be still only talked of . ","Her introductions and recommendations must all wait , and every projected party be still only talked of . "
emma_42,1,7,So she thought at first;--but a little consideration convinced her that every thing need not be put off . ,So she thought at first;--but a little consideration convinced her that every thing need not be put off . 
emma_42,1,8,Why should not they explore to Box Hill though the Sucklings did not come ? ,Why should not they explore to Box Hill though the Sucklings did not come ? 
emma_42,1,9,They could go there again with them in the autumn . ,They could go there again with them in the autumn . 
emma_42,1,10,It was settled that they should go to Box Hill . ,It was settled that they should go to Box Hill . 
emma_42,1,11,"That there was to be such a party had been long generally known : it had even given the idea of another . Emma had never been to Box Hill ; she wished to see what every body found so well worth seeing , and she and Mr. Weston had agreed to chuse some fine morning and drive thither . ","That there was to be such a party had been long generally known : it had even given the idea of another . Emma had never been to Box Hill ; she wished to see what every body found so well worth seeing , and she and Mr. Weston had agreed to chuse some fine morning and drive thither . "
emma_42,1,12,"Two or three more of the chosen only were to be admitted to join them , and it was to be done in a quiet , unpretending , elegant way , infinitely superior to the bustle and preparation , the regular eating and drinking , and picnic parade of the Eltons and the Sucklings . ","Two or three more of the chosen only were to be admitted to join them , and it was to be done in a quiet , unpretending , elegant way , infinitely superior to the bustle and preparation , the regular eating and drinking , and picnic parade of the Eltons and the Sucklings . "
emma_42,1,13,"This was so very well understood between them , that Emma could not but feel some surprise , and a little displeasure , on hearing from Mr. Weston that he had been proposing to Mrs. Elton , as her brother and sister had failed her , that the two parties should unite , and go together ; and that as Mrs. Elton had very readily acceded to it , so it was to be , if she had no objection . ","This was so very well understood between them , that Emma could not but feel some surprise , and a little displeasure , on hearing from Mr. Weston that he had been proposing to Mrs. Elton , as her brother and sister had failed her , that the two parties should unite , and go together ; and that as Mrs. Elton had very readily acceded to it , so it was to be , if she had no objection . "
