fic_id,chapter_id,para_id,text,text_tokenized
emma_54,1,1, XVIII Time passed on . , XVIII Time passed on . 
emma_54,1,2,"A few more to - morrows , and the party from London would be arriving . ","A few more to - morrows , and the party from London would be arriving . "
emma_54,1,3,"It was an alarming change ; and Emma was thinking of it one morning , as what must bring a great deal to agitate and grieve her , when Mr. Knightley came in , and distressing thoughts were put by . ","It was an alarming change ; and Emma was thinking of it one morning , as what must bring a great deal to agitate and grieve her , when Mr. Knightley came in , and distressing thoughts were put by . "
emma_54,1,4,"After the first chat of pleasure he was silent ; and then , in a graver tone , began with , "" I have something to tell you , Emma ; some news . ","After the first chat of pleasure he was silent ; and then , in a graver tone , began with , "" I have something to tell you , Emma ; some news . "
emma_54,1,5,""" ",""" "
emma_54,1,6,""" Good or bad ? "" said she , quickly , looking up in his face . ",""" Good or bad ? "" said she , quickly , looking up in his face . "
emma_54,1,7,""" I do not know which it ought to be called . "" "" Oh ! ",""" I do not know which it ought to be called . "" "" Oh ! "
emma_54,1,8,good I am sure.--I see it in your countenance . ,good I am sure.--I see it in your countenance . 
emma_54,1,9,You are trying not to smile . ,You are trying not to smile . 
emma_54,1,10,""" ",""" "
emma_54,1,11,""" I am afraid , "" said he , composing his features , "" I am very much afraid , my dear Emma , that you will not smile when you hear it . "" ",""" I am afraid , "" said he , composing his features , "" I am very much afraid , my dear Emma , that you will not smile when you hear it . "" "
emma_54,1,12,""" Indeed ! ",""" Indeed ! "
emma_54,1,13,"but why so?--I can hardly imagine that any thing which pleases or amuses you , should not please and amuse me too . ","but why so?--I can hardly imagine that any thing which pleases or amuses you , should not please and amuse me too . "
emma_54,1,14,""" ",""" "
emma_54,1,15,""" There is one subject , "" he replied , "" I hope but one , on which we do not think alike . "" ",""" There is one subject , "" he replied , "" I hope but one , on which we do not think alike . "" "
emma_54,1,16,"He paused a moment , again smiling , with his eyes fixed on her face . ","He paused a moment , again smiling , with his eyes fixed on her face . "
emma_54,1,17,""" Does nothing occur to you?-- Do not you recollect?--Harriet Smith . "" Her cheeks flushed at the name , and she felt afraid of something , though she knew not what . "" ",""" Does nothing occur to you?-- Do not you recollect?--Harriet Smith . "" Her cheeks flushed at the name , and she felt afraid of something , though she knew not what . "" "
emma_54,1,18,"Have you heard from her yourself this morning ? "" ","Have you heard from her yourself this morning ? "" "
emma_54,1,19,cried he . ,cried he . 
emma_54,1,20,""" You have , I believe , and know the whole . ",""" You have , I believe , and know the whole . "
emma_54,1,21,""" ",""" "
emma_54,1,22,""" No , I have not ; I know nothing ; pray tell me . "" ",""" No , I have not ; I know nothing ; pray tell me . "" "
emma_54,1,23,""" You are prepared for the worst , I see -- and very bad it is . ",""" You are prepared for the worst , I see -- and very bad it is . "
emma_54,1,24,Harriet Smith marries Robert Martin . ,Harriet Smith marries Robert Martin . 
