fic_id,chapter_id,para_id,text,text_tokenized
emma_21,1,1," III Emma could not forgive her;--but as neither provocation nor resentment were discerned by Mr. Knightley , who had been of the party , and had seen only proper attention and pleasing behaviour on each side "," III Emma could not forgive her;--but as neither provocation nor resentment were discerned by Mr. Knightley , who had been of the party , and had seen only proper attention and pleasing behaviour on each side "
emma_21,1,2,", he was expressing the next morning , being at Hartfield again on business with Mr. Woodhouse , his approbation of the whole ; not so openly as he might have done had her father been out of the room , but speaking plain enough to be very intelligible to Emma . He had been used to think her unjust to Jane , and had now great pleasure in marking an improvement . "" A very pleasant evening , "" he began , as soon as Mr. Woodhouse had been talked into what was necessary , told that he understood , and the papers swept away;--""particularly pleasant . You and Miss Fairfax gave us some very good music . ",", he was expressing the next morning , being at Hartfield again on business with Mr. Woodhouse , his approbation of the whole ; not so openly as he might have done had her father been out of the room , but speaking plain enough to be very intelligible to Emma . He had been used to think her unjust to Jane , and had now great pleasure in marking an improvement . "" A very pleasant evening , "" he began , as soon as Mr. Woodhouse had been talked into what was necessary , told that he understood , and the papers swept away;--""particularly pleasant . You and Miss Fairfax gave us some very good music . "
emma_21,1,3,"I do not know a more luxurious state , sir , than sitting at one 's ease to be entertained a whole evening by two such young women ; sometimes with music and sometimes with conversation . I am sure Miss Fairfax must have found the evening pleasant , Emma . ","I do not know a more luxurious state , sir , than sitting at one 's ease to be entertained a whole evening by two such young women ; sometimes with music and sometimes with conversation . I am sure Miss Fairfax must have found the evening pleasant , Emma . "
emma_21,1,4,You left nothing undone . ,You left nothing undone . 
emma_21,1,5,"I was glad you made her play so much , for having no instrument at her grandmother 's , it must have been a real indulgence . ","I was glad you made her play so much , for having no instrument at her grandmother 's , it must have been a real indulgence . "
emma_21,1,6,""" ",""" "
emma_21,1,7,""" I am happy you approved , "" said Emma , smiling ; "" but I hope I am not often deficient in what is due to guests at Hartfield . ",""" I am happy you approved , "" said Emma , smiling ; "" but I hope I am not often deficient in what is due to guests at Hartfield . "
emma_21,1,8,""" "" No , my dear , "" said her father instantly ; "" _ that _ I am sure you are not . ",""" "" No , my dear , "" said her father instantly ; "" _ that _ I am sure you are not . "
emma_21,1,9,There is nobody half so attentive and civil as you are . ,There is nobody half so attentive and civil as you are . 
emma_21,1,10,"If any thing , you are too attentive . ","If any thing , you are too attentive . "
emma_21,1,11,"The muffin last night -- if it had been handed round once , I think it would have been enough . ","The muffin last night -- if it had been handed round once , I think it would have been enough . "
emma_21,1,12,""" ",""" "
emma_21,1,13,""" No , "" said Mr. Knightley , nearly at the same time ; "" you are not often deficient ; not often deficient either in manner or comprehension . ",""" No , "" said Mr. Knightley , nearly at the same time ; "" you are not often deficient ; not often deficient either in manner or comprehension . "
emma_21,1,14,"I think you understand me , therefore . ","I think you understand me , therefore . "
emma_21,1,15,""" An arch look expressed--""I understand you well enough ; "" but she said only , "" Miss Fairfax is reserved . "" ",""" An arch look expressed--""I understand you well enough ; "" but she said only , "" Miss Fairfax is reserved . "" "
emma_21,1,16,""" I always told you she was -- a little ; but you will soon overcome all that part of her reserve which ought to be overcome , all that has its foundation in diffidence . ",""" I always told you she was -- a little ; but you will soon overcome all that part of her reserve which ought to be overcome , all that has its foundation in diffidence . "
emma_21,1,17,What arises from discretion must be honoured . ,What arises from discretion must be honoured . 
emma_21,1,18,""" ",""" "
emma_21,1,19,""" You think her diffident . I do not see it . "" "" My dear Emma , "" said he , moving from his chair into one close by her , "" you are not going to tell me , I hope , that you had not a pleasant evening . "" "" Oh ! ",""" You think her diffident . I do not see it . "" "" My dear Emma , "" said he , moving from his chair into one close by her , "" you are not going to tell me , I hope , that you had not a pleasant evening . "" "" Oh ! "
emma_21,1,20,no ; I was pleased with my own perseverance in asking questions ; and amused to think how little information I obtained . ,no ; I was pleased with my own perseverance in asking questions ; and amused to think how little information I obtained . 
emma_21,1,21,""" "" I am disappointed , "" was his only answer . ",""" "" I am disappointed , "" was his only answer . "
emma_21,1,22,""" I hope every body had a pleasant evening , "" said Mr. Woodhouse , in his quiet way . ",""" I hope every body had a pleasant evening , "" said Mr. Woodhouse , in his quiet way . "
emma_21,1,23,""" I had . ",""" I had . "
emma_21,1,24,"Once , I felt the fire rather too much ; but then I moved back my chair a little , a very little , and it did not disturb me . ","Once , I felt the fire rather too much ; but then I moved back my chair a little , a very little , and it did not disturb me . "
emma_21,1,25,"Miss Bates was very chatty and good - humoured , as she always is , though she speaks rather too quick . ","Miss Bates was very chatty and good - humoured , as she always is , though she speaks rather too quick . "
emma_21,1,26,"However , she is very agreeable , and Mrs. Bates too , in a different way . ","However , she is very agreeable , and Mrs. Bates too , in a different way . "
emma_21,1,27,"I like old friends ; and Miss Jane Fairfax is a very pretty sort of young lady , a very pretty and a very well - behaved young lady indeed . ","I like old friends ; and Miss Jane Fairfax is a very pretty sort of young lady , a very pretty and a very well - behaved young lady indeed . "
emma_21,1,28,"She must have found the evening agreeable , Mr. Knightley , because she had Emma . "" "" True , sir ; and Emma , because she had Miss Fairfax . "" Emma saw his anxiety , and wishing to appease it , at least for the present , said , and with a sincerity which no one could question-- "" She is a sort of elegant creature that one can not keep one 's eyes from . I am always watching her to admire ; and I do pity her from my heart . "" ","She must have found the evening agreeable , Mr. Knightley , because she had Emma . "" "" True , sir ; and Emma , because she had Miss Fairfax . "" Emma saw his anxiety , and wishing to appease it , at least for the present , said , and with a sincerity which no one could question-- "" She is a sort of elegant creature that one can not keep one 's eyes from . I am always watching her to admire ; and I do pity her from my heart . "" "
emma_21,1,29,"Mr. Knightley looked as if he were more gratified than he cared to express ; and before he could make any reply , Mr. Woodhouse , whose thoughts were on the Bates 's , said-- "" It is a great pity that their circumstances should be so confined ! ","Mr. Knightley looked as if he were more gratified than he cared to express ; and before he could make any reply , Mr. Woodhouse , whose thoughts were on the Bates 's , said-- "" It is a great pity that their circumstances should be so confined ! "
emma_21,1,30,a great pity indeed ! ,a great pity indeed ! 
