fic_id,chapter_id,para_id,text,text_tokenized
emma_28,1,1, X , X 
emma_28,1,2,"The appearance of the little sitting - room as they entered , was tranquillity itself ; Mrs. Bates , deprived of her usual employment , slumbering on one side of the fire , Frank Churchill , at a table near her , most deedily occupied about her spectacles , and Jane Fairfax , standing with her back to them , intent on her pianoforte . Busy as he was , however , the young man was yet able to shew a most happy countenance on seeing Emma again . ","The appearance of the little sitting - room as they entered , was tranquillity itself ; Mrs. Bates , deprived of her usual employment , slumbering on one side of the fire , Frank Churchill , at a table near her , most deedily occupied about her spectacles , and Jane Fairfax , standing with her back to them , intent on her pianoforte . Busy as he was , however , the young man was yet able to shew a most happy countenance on seeing Emma again . "
emma_28,1,3,""" This is a pleasure , "" said he , in rather a low voice , "" coming at least ten minutes earlier than I had calculated . You find me trying to be useful ; tell me if you think I shall succeed . "" "" What ! "" said Mrs. Weston , "" have not you finished it yet ? ",""" This is a pleasure , "" said he , in rather a low voice , "" coming at least ten minutes earlier than I had calculated . You find me trying to be useful ; tell me if you think I shall succeed . "" "" What ! "" said Mrs. Weston , "" have not you finished it yet ? "
emma_28,1,4,you would not earn a very good livelihood as a working silversmith at this rate . ,you would not earn a very good livelihood as a working silversmith at this rate . 
emma_28,1,5,""" "" I have not been working uninterruptedly , "" he replied , "" I have been assisting Miss Fairfax in trying to make her instrument stand steadily , it was not quite firm ; an unevenness in the floor , I believe . ",""" "" I have not been working uninterruptedly , "" he replied , "" I have been assisting Miss Fairfax in trying to make her instrument stand steadily , it was not quite firm ; an unevenness in the floor , I believe . "
emma_28,1,6,You see we have been wedging one leg with paper . ,You see we have been wedging one leg with paper . 
emma_28,1,7,"This was very kind of you to be persuaded to come . I was almost afraid you would be hurrying home . "" ","This was very kind of you to be persuaded to come . I was almost afraid you would be hurrying home . "" "
emma_28,1,8,"He contrived that she should be seated by him ; and was sufficiently employed in looking out the best baked apple for her , and trying to make her help or advise him in his work , till Jane Fairfax was quite ready to sit down to the pianoforte again . ","He contrived that she should be seated by him ; and was sufficiently employed in looking out the best baked apple for her , and trying to make her help or advise him in his work , till Jane Fairfax was quite ready to sit down to the pianoforte again . "
emma_28,1,9,"That she was not immediately ready , Emma did suspect to arise from the state of her nerves ; she had not yet possessed the instrument long enough to touch it without emotion ; she must reason herself into the power of performance ; and Emma could not but pity such feelings , whatever their origin , and could not but resolve never to expose them to her neighbour again . ","That she was not immediately ready , Emma did suspect to arise from the state of her nerves ; she had not yet possessed the instrument long enough to touch it without emotion ; she must reason herself into the power of performance ; and Emma could not but pity such feelings , whatever their origin , and could not but resolve never to expose them to her neighbour again . "
emma_28,1,10,"At last Jane began , and though the first bars were feebly given , the powers of the instrument were gradually done full justice to . ","At last Jane began , and though the first bars were feebly given , the powers of the instrument were gradually done full justice to . "
emma_28,1,11,"Mrs. Weston had been delighted before , and was delighted again ; Emma joined her in all her praise ; and the pianoforte , with every proper discrimination , was pronounced to be altogether of the ","Mrs. Weston had been delighted before , and was delighted again ; Emma joined her in all her praise ; and the pianoforte , with every proper discrimination , was pronounced to be altogether of the "
emma_28,1,12,highest ,highest 
emma_28,1,13,promise ,promise 
emma_28,1,14,. ,. 
emma_28,1,15,""" Whoever Colonel Campbell might employ , "" said Frank Churchill , with a smile at Emma , "" the person has not chosen ill . ",""" Whoever Colonel Campbell might employ , "" said Frank Churchill , with a smile at Emma , "" the person has not chosen ill . "
emma_28,1,16,I heard a good deal of Colonel Campbell 's taste at Weymouth ; and the softness of the upper notes I am sure is exactly what he and _ all _ _ that _ _ party _ would particularly prize . ,I heard a good deal of Colonel Campbell 's taste at Weymouth ; and the softness of the upper notes I am sure is exactly what he and _ all _ _ that _ _ party _ would particularly prize . 
emma_28,1,17,"I dare say , Miss Fairfax , that he either gave his friend very minute directions , or wrote to Broadwood himself . ","I dare say , Miss Fairfax , that he either gave his friend very minute directions , or wrote to Broadwood himself . "
emma_28,1,18,Do not you think so ? ,Do not you think so ? 
emma_28,1,19,""" Jane did not look round . She was not obliged to hear . ",""" Jane did not look round . She was not obliged to hear . "
emma_28,1,20,Mrs. Weston had been speaking to her at the same moment . ,Mrs. Weston had been speaking to her at the same moment . 
emma_28,1,21,""" It is not fair , "" said Emma , in a whisper ; "" mine was a random guess . ",""" It is not fair , "" said Emma , in a whisper ; "" mine was a random guess . "
emma_28,1,22,"Do not distress her . "" He shook his head with a smile , and looked as if he had very little doubt and very little mercy . Soon afterwards he began again , "" How much your friends in Ireland must be enjoying your pleasure on this occasion , Miss Fairfax . ","Do not distress her . "" He shook his head with a smile , and looked as if he had very little doubt and very little mercy . Soon afterwards he began again , "" How much your friends in Ireland must be enjoying your pleasure on this occasion , Miss Fairfax . "
emma_28,1,23,"I dare say they often think of you , and wonder which will be the day , the precise day of the instrument 's coming to hand . ","I dare say they often think of you , and wonder which will be the day , the precise day of the instrument 's coming to hand . "
emma_28,1,24,"Do you imagine Colonel Campbell knows the business to be going forward just at this time?--Do you imagine it to be the consequence of an immediate commission from him , or that he may have sent only a general direction , an order indefinite as to time , to depend upon contingencies and conveniences ? "" He paused . She could not but hear ; she could not avoid answering , "" Till I have a letter from Colonel Campbell , "" said she , in a voice of forced calmness , "" I can imagine nothing with any confidence . ","Do you imagine Colonel Campbell knows the business to be going forward just at this time?--Do you imagine it to be the consequence of an immediate commission from him , or that he may have sent only a general direction , an order indefinite as to time , to depend upon contingencies and conveniences ? "" He paused . She could not but hear ; she could not avoid answering , "" Till I have a letter from Colonel Campbell , "" said she , in a voice of forced calmness , "" I can imagine nothing with any confidence . "
emma_28,1,25,"It must be all conjecture . "" "" Conjecture -- aye , sometimes one conjectures right , and sometimes one conjectures wrong . ","It must be all conjecture . "" "" Conjecture -- aye , sometimes one conjectures right , and sometimes one conjectures wrong . "
emma_28,1,26,I wish I could conjecture how soon I shall make this rivet quite firm . ,I wish I could conjecture how soon I shall make this rivet quite firm . 
emma_28,1,27,"What nonsense one talks , Miss Woodhouse , when hard at work , if one talks at all;--your real workmen , I suppose , hold their tongues ; but we gentlemen labourers if we get hold of a word -- Miss Fairfax said something about conjecturing . ","What nonsense one talks , Miss Woodhouse , when hard at work , if one talks at all;--your real workmen , I suppose , hold their tongues ; but we gentlemen labourers if we get hold of a word -- Miss Fairfax said something about conjecturing . "
emma_28,1,28,"There , it is done . ","There , it is done . "
emma_28,1,29,"I have the pleasure , madam , ( to Mrs. Bates , ) of restoring your spectacles , healed for the present . ","I have the pleasure , madam , ( to Mrs. Bates , ) of restoring your spectacles , healed for the present . "
emma_28,1,30,""" He was very warmly thanked both by mother and daughter ; to escape a little from the latter , he went to the pianoforte , and begged Miss Fairfax , who was still sitting at it , to play something more . "" ",""" He was very warmly thanked both by mother and daughter ; to escape a little from the latter , he went to the pianoforte , and begged Miss Fairfax , who was still sitting at it , to play something more . "" "
emma_28,1,31,"If you are very kind , "" said he , "" it will be one of the waltzes we danced ","If you are very kind , "" said he , "" it will be one of the waltzes we danced "
emma_28,1,32,last night;--let me live them over again ,last night;--let me live them over again 
emma_28,1,33,. ,. 
emma_28,1,34,"You did not enjoy them as I did ; you appeared tired the whole time . I believe you were glad we danced no longer ; but I would have given worlds-- all the worlds one ever has to give -- for another half - hour . "" ","You did not enjoy them as I did ; you appeared tired the whole time . I believe you were glad we danced no longer ; but I would have given worlds-- all the worlds one ever has to give -- for another half - hour . "" "
emma_28,1,35,She played . ,She played . 
emma_28,1,36,""" What felicity it is to hear a tune again which _ has _ made one happy!-- If I mistake not that was danced at Weymouth . "" ",""" What felicity it is to hear a tune again which _ has _ made one happy!-- If I mistake not that was danced at Weymouth . "" "
emma_28,1,37,"She looked up at him for a moment , coloured deeply , and played something else . He took some music from a chair near the pianoforte , and turning to Emma , said , "" Here is something quite new to me . Do you know it?--Cramer.-- ","She looked up at him for a moment , coloured deeply , and played something else . He took some music from a chair near the pianoforte , and turning to Emma , said , "" Here is something quite new to me . Do you know it?--Cramer.-- "
emma_28,1,38,And here are a new set of Irish melodies . ,And here are a new set of Irish melodies . 
emma_28,1,39,"That , from such a quarter , one might expect . ","That , from such a quarter , one might expect . "
emma_28,1,40,This was all sent with the instrument . ,This was all sent with the instrument . 
