fic_id,chapter_id,para_id,text,text_tokenized
emma_41,1,1, V , V 
emma_41,1,2,"In this state of schemes , and hopes , and connivance , June opened upon Hartfield . ","In this state of schemes , and hopes , and connivance , June opened upon Hartfield . "
emma_41,1,3,To Highbury in general it brought no material change . ,To Highbury in general it brought no material change . 
emma_41,1,4,"The Eltons were still talking of a visit from the Sucklings , and of the use to be made of their barouche - landau ; and Jane Fairfax was still at her grandmother 's ; and as the return of the Campbells from Ireland was again delayed , and August , instead of Midsummer , fixed for it , she was likely to remain there full two months longer , provided at least she were able to defeat Mrs. Elton 's activity in her service , and save herself from being hurried into a delightful situation against her will . Mr. Knightley , who , for some reason best known to himself , had certainly taken an early dislike to Frank Churchill , was only growing to dislike him more . He began to suspect him of some double dealing in his pursuit of Emma . ","The Eltons were still talking of a visit from the Sucklings , and of the use to be made of their barouche - landau ; and Jane Fairfax was still at her grandmother 's ; and as the return of the Campbells from Ireland was again delayed , and August , instead of Midsummer , fixed for it , she was likely to remain there full two months longer , provided at least she were able to defeat Mrs. Elton 's activity in her service , and save herself from being hurried into a delightful situation against her will . Mr. Knightley , who , for some reason best known to himself , had certainly taken an early dislike to Frank Churchill , was only growing to dislike him more . He began to suspect him of some double dealing in his pursuit of Emma . "
emma_41,1,5,That Emma was his object appeared indisputable . ,That Emma was his object appeared indisputable . 
emma_41,1,6,"Every thing declared it ; his own attentions , his father 's hints , his mother - in - law 's guarded silence ; it was all in unison ; words , conduct , discretion , and indiscretion , told the same story . ","Every thing declared it ; his own attentions , his father 's hints , his mother - in - law 's guarded silence ; it was all in unison ; words , conduct , discretion , and indiscretion , told the same story . "
emma_41,1,7,"But while so many were devoting him to Emma , and Emma herself making him over to Harriet , Mr. Knightley began to suspect him of some inclination to trifle with Jane Fairfax . ","But while so many were devoting him to Emma , and Emma herself making him over to Harriet , Mr. Knightley began to suspect him of some inclination to trifle with Jane Fairfax . "
emma_41,1,8,"He could not understand it ; but there were symptoms of intelligence between them -- he thought so at least-- symptoms of admiration on his side , which , having once observed , he could not persuade himself to think entirely void of meaning , however he might wish to escape any of Emma 's errors of imagination . _ She _ was not present when the suspicion first arose . ","He could not understand it ; but there were symptoms of intelligence between them -- he thought so at least-- symptoms of admiration on his side , which , having once observed , he could not persuade himself to think entirely void of meaning , however he might wish to escape any of Emma 's errors of imagination . _ She _ was not present when the suspicion first arose . "
emma_41,1,9,"He was dining with the Randalls family , and Jane , at the Eltons ' ; and he had seen a look , more than a single look , at Miss Fairfax , which , from the admirer of Miss Woodhouse , seemed somewhat out of place . ","He was dining with the Randalls family , and Jane , at the Eltons ' ; and he had seen a look , more than a single look , at Miss Fairfax , which , from the admirer of Miss Woodhouse , seemed somewhat out of place . "
emma_41,1,10,"When he was again in their company , he could not help remembering what he had seen ; nor could he avoid observations which , unless it were like Cowper and his fire at twilight , "" Myself creating what I saw , "" brought him yet stronger suspicion of there being a something of private liking , of private understanding even , between Frank Churchill and Jane . ","When he was again in their company , he could not help remembering what he had seen ; nor could he avoid observations which , unless it were like Cowper and his fire at twilight , "" Myself creating what I saw , "" brought him yet stronger suspicion of there being a something of private liking , of private understanding even , between Frank Churchill and Jane . "
emma_41,1,11,"He had walked up one day after dinner , as he very often did , to spend his evening at Hartfield . ","He had walked up one day after dinner , as he very often did , to spend his evening at Hartfield . "
emma_41,1,12,"Emma and Harriet were going to walk ; he joined them ; and , on returning , they fell in with a larger party , who , like themselves , judged it wisest to take their exercise early , as the weather threatened rain ; Mr. and Mrs. Weston and their son , Miss Bates and her niece , who had accidentally met . ","Emma and Harriet were going to walk ; he joined them ; and , on returning , they fell in with a larger party , who , like themselves , judged it wisest to take their exercise early , as the weather threatened rain ; Mr. and Mrs. Weston and their son , Miss Bates and her niece , who had accidentally met . "
emma_41,1,13,"They all united ; and , on reaching Hartfield gates , Emma , who knew it was exactly the sort of visiting that would be welcome to her father , pressed them all to go in and drink tea with him . ","They all united ; and , on reaching Hartfield gates , Emma , who knew it was exactly the sort of visiting that would be welcome to her father , pressed them all to go in and drink tea with him . "
emma_41,1,14,"The Randalls party agreed to it immediately ; and after a pretty long speech from Miss Bates , which few persons listened to , she also found it possible to accept dear Miss Woodhouse 's most obliging invitation . ","The Randalls party agreed to it immediately ; and after a pretty long speech from Miss Bates , which few persons listened to , she also found it possible to accept dear Miss Woodhouse 's most obliging invitation . "
emma_41,1,15,"As they were turning into the grounds , Mr. Perry passed by on horseback . ","As they were turning into the grounds , Mr. Perry passed by on horseback . "
emma_41,1,16,The gentlemen spoke of his horse . ,The gentlemen spoke of his horse . 
emma_41,1,17,""" By the bye , "" said Frank Churchill to Mrs. Weston presently , "" what became of Mr. Perry 's plan of setting up his carriage ? "" ",""" By the bye , "" said Frank Churchill to Mrs. Weston presently , "" what became of Mr. Perry 's plan of setting up his carriage ? "" "
emma_41,1,18,"Mrs. Weston looked surprized , and said , "" I did not know that he ever had any such plan . "" "" Nay , I had it from you . ","Mrs. Weston looked surprized , and said , "" I did not know that he ever had any such plan . "" "" Nay , I had it from you . "
emma_41,1,19,You wrote me word of it three months ago . ,You wrote me word of it three months ago . 
emma_41,1,20,""" ",""" "
emma_41,1,21,""" Me ! impossible ! "" "" Indeed you did . ",""" Me ! impossible ! "" "" Indeed you did . "
emma_41,1,22,I remember it perfectly . ,I remember it perfectly . 
emma_41,1,23,You mentioned it as what was certainly to be very soon . ,You mentioned it as what was certainly to be very soon . 
emma_41,1,24,"Mrs. Perry had told somebody , and was extremely happy about it . ","Mrs. Perry had told somebody , and was extremely happy about it . "
emma_41,1,25,"It was owing to _ her _ persuasion , as she thought his being out in bad weather did him a great deal of harm . ","It was owing to _ her _ persuasion , as she thought his being out in bad weather did him a great deal of harm . "
emma_41,1,26,You must remember it now ? ,You must remember it now ? 
emma_41,1,27,""" ",""" "
emma_41,1,28,""" Upon my word I never heard of it till this moment . "" "" Never ! ",""" Upon my word I never heard of it till this moment . "" "" Never ! "
emma_41,1,29,"really , never!--Bless me ! ","really , never!--Bless me ! "
emma_41,1,30,how could it be?--Then I must have dreamt it -- but I was completely persuaded -- ,how could it be?--Then I must have dreamt it -- but I was completely persuaded -- 
emma_41,1,31,"Miss Smith , you walk as if you were tired . You will not be sorry to find yourself at home . "" ","Miss Smith , you walk as if you were tired . You will not be sorry to find yourself at home . "" "
emma_41,1,32,""" What is this?--What is this ? "" cried Mr. Weston , "" about Perry and a carriage ? ",""" What is this?--What is this ? "" cried Mr. Weston , "" about Perry and a carriage ? "
emma_41,1,33,"Is Perry going to set up his carriage , Frank ? ","Is Perry going to set up his carriage , Frank ? "
emma_41,1,34,I am glad he can afford it . ,I am glad he can afford it . 
emma_41,1,35,"You had it from himself , had you ? "" ","You had it from himself , had you ? "" "
emma_41,1,36,""" No , sir , "" replied his son , laughing , "" I seem to have had it from nobody.--Very odd!--I really was persuaded of Mrs. Weston 's having mentioned it in one of her letters to Enscombe , many weeks ago , with all these particulars -- but as she declares she never heard a syllable of it before , of course it must have been a dream . I am a great dreamer . ",""" No , sir , "" replied his son , laughing , "" I seem to have had it from nobody.--Very odd!--I really was persuaded of Mrs. Weston 's having mentioned it in one of her letters to Enscombe , many weeks ago , with all these particulars -- but as she declares she never heard a syllable of it before , of course it must have been a dream . I am a great dreamer . "
emma_41,1,37,"I dream of every body at Highbury when I am away-- and when I have gone through my particular friends , then I begin dreaming of Mr. and Mrs. Perry . ","I dream of every body at Highbury when I am away-- and when I have gone through my particular friends , then I begin dreaming of Mr. and Mrs. Perry . "
emma_41,1,38,""" "" It is odd though , "" observed his father , "" that you should have had such a regular connected dream about people whom it was not very likely you should be thinking of at Enscombe . ",""" "" It is odd though , "" observed his father , "" that you should have had such a regular connected dream about people whom it was not very likely you should be thinking of at Enscombe . "
emma_41,1,39,"Perry 's setting up his carriage ! and his wife 's persuading him to it , out of care for his health-- just what will happen , I have no doubt , some time or other ; only a little premature . ","Perry 's setting up his carriage ! and his wife 's persuading him to it , out of care for his health-- just what will happen , I have no doubt , some time or other ; only a little premature . "
emma_41,1,40,What an air of probability sometimes runs through a dream ! ,What an air of probability sometimes runs through a dream ! 
emma_41,1,41,"And at others , what a heap of absurdities it is ! ","And at others , what a heap of absurdities it is ! "
emma_41,1,42,"Well , Frank , your dream certainly shews that Highbury is in your thoughts when you are absent . ","Well , Frank , your dream certainly shews that Highbury is in your thoughts when you are absent . "
emma_41,1,43,"Emma , you are a great dreamer , I think ? "" ","Emma , you are a great dreamer , I think ? "" "
emma_41,1,44,Emma was out of hearing . ,Emma was out of hearing . 
emma_41,1,45,"She had hurried on before her guests to prepare her father for their appearance , and was beyond the reach of Mr. Weston 's hint . ","She had hurried on before her guests to prepare her father for their appearance , and was beyond the reach of Mr. Weston 's hint . "
emma_41,1,46,""" Why , to own the truth , "" cried Miss Bates , who had been trying in vain to be heard the last two minutes , "" if I must speak on this subject , there is no denying that Mr. Frank Churchill might have -- I do not mean to say that he did not dream it -- I am sure I have sometimes the oddest dreams in the world -- but if I am questioned about it , I must acknowledge that there was such an idea last spring ; for Mrs. Perry herself mentioned it to my mother , and the Coles knew of it as well as ourselves -- but it was quite a secret , known to nobody else , and only thought of about three days . ",""" Why , to own the truth , "" cried Miss Bates , who had been trying in vain to be heard the last two minutes , "" if I must speak on this subject , there is no denying that Mr. Frank Churchill might have -- I do not mean to say that he did not dream it -- I am sure I have sometimes the oddest dreams in the world -- but if I am questioned about it , I must acknowledge that there was such an idea last spring ; for Mrs. Perry herself mentioned it to my mother , and the Coles knew of it as well as ourselves -- but it was quite a secret , known to nobody else , and only thought of about three days . "
emma_41,1,47,"Mrs. Perry was very anxious that he should have a carriage , and came to my mother in great spirits one morning because she thought she had prevailed . ","Mrs. Perry was very anxious that he should have a carriage , and came to my mother in great spirits one morning because she thought she had prevailed . "
emma_41,1,48,"Jane , do n't you remember grandmama 's telling us of it when we got home ? I forget where we had been walking to-- very likely to Randalls ; yes , I think it was to Randalls . ","Jane , do n't you remember grandmama 's telling us of it when we got home ? I forget where we had been walking to-- very likely to Randalls ; yes , I think it was to Randalls . "
emma_41,1,49,"Mrs. Perry was always particularly fond of my mother -- indeed I do not know who is not -- and she had mentioned it to her in confidence ; she had no objection to her telling us , of course , but it was not to go beyond : and , from that day to this , I never mentioned it to a soul that I know of . ","Mrs. Perry was always particularly fond of my mother -- indeed I do not know who is not -- and she had mentioned it to her in confidence ; she had no objection to her telling us , of course , but it was not to go beyond : and , from that day to this , I never mentioned it to a soul that I know of . "
emma_41,1,50,"At the same time , I will not positively answer for my having never dropt a hint , because I know I do sometimes pop out a thing before I am aware . ","At the same time , I will not positively answer for my having never dropt a hint , because I know I do sometimes pop out a thing before I am aware . "
emma_41,1,51,"I am a talker , you know ; I am rather a talker ; and now and then I have let a thing escape me which I should not . ","I am a talker , you know ; I am rather a talker ; and now and then I have let a thing escape me which I should not . "
emma_41,1,52,I am not like Jane ; I wish I were . ,I am not like Jane ; I wish I were . 
emma_41,1,53,I will answer for it _ she _ never betrayed the least thing in the world . ,I will answer for it _ she _ never betrayed the least thing in the world . 
emma_41,1,54,Where is she?--Oh ! ,Where is she?--Oh ! 
emma_41,1,55,just behind . ,just behind . 
emma_41,1,56,"Perfectly remember Mrs. Perry 's coming.-- Extraordinary dream , indeed ! "" They were entering the hall . ","Perfectly remember Mrs. Perry 's coming.-- Extraordinary dream , indeed ! "" They were entering the hall . "
emma_41,1,57,Mr. Knightley 's eyes had preceded Miss Bates 's in a glance at Jane . ,Mr. Knightley 's eyes had preceded Miss Bates 's in a glance at Jane . 
emma_41,1,58,"From Frank Churchill 's face , where he thought he saw confusion suppressed or laughed away , he had involuntarily turned to hers ; but she was indeed behind , and too busy with her shawl . ","From Frank Churchill 's face , where he thought he saw confusion suppressed or laughed away , he had involuntarily turned to hers ; but she was indeed behind , and too busy with her shawl . "
emma_41,1,59,Mr. Weston had walked in . ,Mr. Weston had walked in . 
emma_41,1,60,The two other gentlemen waited at the door to let her pass . Mr. Knightley ,The two other gentlemen waited at the door to let her pass . Mr. Knightley 
emma_41,1,61,"suspected in Frank Churchill the determination of catching her eye-- he seemed watching her intently -- in vain , however , if it were so-- Jane passed between them into the hall , and looked at neither ","suspected in Frank Churchill the determination of catching her eye-- he seemed watching her intently -- in vain , however , if it were so-- Jane passed between them into the hall , and looked at neither "
emma_41,1,62,. ,. 
emma_41,1,63,There was no time for farther remark or explanation . ,There was no time for farther remark or explanation . 
emma_41,1,64,"The dream must be borne with , and Mr. Knightley must take his seat with the rest round the large modern circular table which Emma had introduced at Hartfield , and which none but Emma could have had power to place there and persuade her father to use , instead of the small - sized Pembroke , on which two of his daily meals had , for forty years been crowded . Tea passed pleasantly , and nobody seemed in a hurry to move . ","The dream must be borne with , and Mr. Knightley must take his seat with the rest round the large modern circular table which Emma had introduced at Hartfield , and which none but Emma could have had power to place there and persuade her father to use , instead of the small - sized Pembroke , on which two of his daily meals had , for forty years been crowded . Tea passed pleasantly , and nobody seemed in a hurry to move . "
emma_41,1,65,""" Miss Woodhouse , "" said Frank Churchill , after examining a table behind him , which he could reach as he sat , "" have your nephews taken away their alphabets -- their box of letters ? It used to stand here . ",""" Miss Woodhouse , "" said Frank Churchill , after examining a table behind him , which he could reach as he sat , "" have your nephews taken away their alphabets -- their box of letters ? It used to stand here . "
emma_41,1,66,Where is it ? ,Where is it ? 
emma_41,1,67,"This is a sort of dull - looking evening , that ought to be treated rather as winter than summer . ","This is a sort of dull - looking evening , that ought to be treated rather as winter than summer . "
emma_41,1,68,We had great amusement with those letters one morning . ,We had great amusement with those letters one morning . 
emma_41,1,69,"I want to puzzle you again . "" Emma was pleased with the thought ; and producing the box , the table was quickly scattered over with alphabets , which no one seemed so much disposed to employ as their two selves . ","I want to puzzle you again . "" Emma was pleased with the thought ; and producing the box , the table was quickly scattered over with alphabets , which no one seemed so much disposed to employ as their two selves . "
emma_41,1,70,"They were rapidly forming words for each other , or for any body else who would be puzzled . ","They were rapidly forming words for each other , or for any body else who would be puzzled . "
emma_41,1,71,"The quietness of the game made it particularly eligible for Mr. Woodhouse , who had often been distressed by the more animated sort , which Mr. Weston had occasionally introduced , and who now sat happily occupied in lamenting , with tender melancholy , over the departure of the "" poor little boys , "" or in fondly pointing out , as he took up any stray letter near him , how beautifully Emma had written it . Frank Churchill placed a word before Miss Fairfax . ","The quietness of the game made it particularly eligible for Mr. Woodhouse , who had often been distressed by the more animated sort , which Mr. Weston had occasionally introduced , and who now sat happily occupied in lamenting , with tender melancholy , over the departure of the "" poor little boys , "" or in fondly pointing out , as he took up any stray letter near him , how beautifully Emma had written it . Frank Churchill placed a word before Miss Fairfax . "
emma_41,1,72,"She gave a slight glance round the table , and applied herself to it . ","She gave a slight glance round the table , and applied herself to it . "
emma_41,1,73,"Frank was next to Emma , Jane opposite to them -- and Mr. Knightley so placed as to see them all ; and it was his object to see as much as he could , with as little apparent observation . ","Frank was next to Emma , Jane opposite to them -- and Mr. Knightley so placed as to see them all ; and it was his object to see as much as he could , with as little apparent observation . "
emma_41,1,74,"The word was discovered , and with a faint smile pushed away . ","The word was discovered , and with a faint smile pushed away . "
emma_41,1,75,"If meant to be immediately mixed with the others , and buried from sight , she should have looked on the table instead of looking just across , for it was not mixed ; and Harriet , eager after every fresh word , and finding out none , directly took it up , and fell to work . ","If meant to be immediately mixed with the others , and buried from sight , she should have looked on the table instead of looking just across , for it was not mixed ; and Harriet , eager after every fresh word , and finding out none , directly took it up , and fell to work . "
emma_41,1,76,"She was sitting by Mr. Knightley , and turned to him for help . ","She was sitting by Mr. Knightley , and turned to him for help . "
